time,x,y,vx,vy,theta,theta_dot,gamma,alpha,mass,mass_propellant,throttle,action,reward,dynamic_pressure,maximum_velocity,drag,ug,control_force_x,inertia,lift,vg,g_load_1_sec_window,fuel_percentage_consumed,CL,atmospheric_pressure,mass_flow,mach_number,control_force_y,d_cp_cg,control_force_parallel,alpha_effective,mach_number_max,speed_of_sound,gravity_force_y,aero_force_y,control_force_perpendicular,x_cog,aero_force_x,air_density,d_thrust_cg,CD,acceleration_dict_acceleration_y_component,acceleration_dict_acceleration_x_component_wind,acceleration_dict_acceleration_x_component_control,acceleration_dict_acceleration_y_component_gravity,acceleration_dict_acceleration_x_component,acceleration_dict_acceleration_x_component_lift,acceleration_dict_acceleration_y_component_lift,acceleration_dict_acceleration_x_component_gravity,acceleration_dict_acceleration_y_component_wind,acceleration_dict_acceleration_y_component_drag,acceleration_dict_acceleration_x_component_drag,acceleration_dict_acceleration_y_component_control,moment_dict_theta_dot_dot,moment_dict_M_wind_z,moment_dict_control_moment_z,moment_dict_moments_z,moment_dict_aero_moment_z
296.0499999999894,31500.402800948363,29784.511977506518,-52.0490624974425,-1030.54532962062,1.520259937385872,0.0004817620842147627,4.661925530128672,-3.1416655927427994,1627973.2002218477,1283691.8311715184,0.9188553690910339,0.8377107381820679,0.0017250587937312082,10099.239687179794,360.4408515969306,205855.75965594122,0.0,2136728.6269865483,23777826.053912066,89.20948594884112,0.0,0.16704910641603082,0.6983520119104865,8.216006089356576e-05,1231.4593957567336,11753.6416015625,3.422829540034372,42234907.939311646,-32.95112697109937,42288923.58369403,7.306226914671754e-05,8.68355601205677,301.58345875822647,-15816603.50598935,205598.08044368876,0.0,4.816109676863536,10297.138424218403,0.01895540626599372,7.916109676863536,0.18958882644299194,16.349313117138657,0.0,1.312508477839421,-9.715518353639965,1.3185956056415025,-2.764116760362302e-06,-5.472812537319742e-05,0.0,0.0,7.757384300405118e-08,0.0063783503450340635,25.94324521654054,0.0001444685293033179,0.0,0.0,3435.147560038791,3435.147560038791
296.1499999999893,31495.2061372095,29681.559722861166,-51.91718350232454,-1028.9086252950397,1.5203081758657235,0.00047886649708831413,4.661973240839444,-3.1416650649737203,1626797.601466965,1282516.2324166356,0.919038712978363,0.8380774259567261,0.003447381075499884,10228.067075329858,360.35961355620526,208599.980002836,0.0,2135100.183773716,23776245.88690787,-112.99274094168251,0.0,0.3343551061504562,0.6986281826760868,-0.00010275320369690366,1250.5778592565293,11755.9873046875,3.4181600653931965,42243161.87253734,-32.95074784954603,42297084.74332649,7.245129645738757e-05,8.61692455600314,301.5154675035796,-15805690.598161917,208329.11099444804,0.0,4.8164887984168665,10627.602589767848,0.019258372343357543,7.916488798416866,0.18969640047464692,16.37458304387542,0.0,1.312455945256121,-9.715831019119486,1.3187505342136092,3.50025084551913e-06,6.936890722297416e-05,0.0,0.0,7.872180589674958e-08,0.00646193950421157,25.967066729410323,-0.0001356479697975277,0.0,0.0,-3225.1994839658714,-3225.1994839658714
296.2499999999892,31490.022664698354,29578.771353931606,-51.78525442751775,-1027.2684754161473,1.5203556759052363,0.0004766535853166349,4.662020983785364,-3.141665307880128,1625621.3545187227,1281339.9854683934,0.9195454716682434,0.8390909433364868,0.005166961658983806,10358.238651021478,360.2784839469315,211377.26538726126,0.0,2134253.137412875,23774663.487484276,58.08772819216062,0.0,0.5020119063371977,0.6989044814320291,5.2159914867344614e-05,1269.971457351903,11762.46875,3.413476806185236,42266272.27744868,-32.95036818737853,42320122.975789934,7.263306070282027e-05,8.550877370111207,301.4475668944078,-15794769.873376431,211111.9950288613,0.0,4.8168684605843755,10586.65441557802,0.019565836959499143,7.916868460584375,0.18980635859984657,16.409068384745737,0.0,1.3128845357993815,-9.716143202395733,1.31915828485572,-1.7990201510168418e-06,-3.5687315012899526e-05,0.0,0.0,7.988557440804726e-08,0.006546511143292385,26.000072009365255,0.00010178475486948223,0.0,0.0,2419.8982951780167,2419.8982951780167
296.3499999999891,31484.85238902806,29476.147239839185,-51.65325960531014,-1025.624487170008,1.5204040114554154,0.00048438438246234514,4.662068755598906,-3.1416647441434904,1624444.2853048556,1280162.9162545262,0.920188307762146,0.840376615524292,0.006883794369030026,10489.751857206931,360.19746314620244,214186.3890147281,0.0,2133694.3281166316,23773078.536919214,-37.54184196920474,0.0,0.6700595794768212,0.6991809631398838,-3.32880808502356e-05,1289.6436832476193,11770.69140625,3.4087780112685926,42295633.07659983,-32.94998790825569,42349418.28214648,7.225307532632286e-05,8.485409202298497,301.3797572396715,-15783839.639474766,213913.25538248412,0.0,4.8172487397072095,10813.409278597197,0.019877859358370404,7.91724873970721,0.18991752829791475,16.44747545051102,0.0,1.3134918491317824,-9.716454902306884,1.319909430321869,1.1624386255253075e-06,2.308132203622724e-05,0.0,0.0,8.106476940503853e-08,0.00663202758822396,26.036985976815025,-3.058424126846513e-05,0.0,0.0,-727.0815696673072,-727.0815696673072
296.449999999989,31479.695318039005,29373.687770617908,-51.52118333377148,-1023.9765611001652,1.520451752418008,0.00047452446635049396,4.6621165673763425,-3.1416648149583346,1623266.3525045626,1278984.9834542333,0.9208633899688721,0.8417267203330994,0.008597872680630808,10622.610692501827,360.1165515478877,217028.52963504588,0.0,2133213.7998605897,23771490.93033919,-39.324877773267836,0.0,0.8385083321779738,0.6994576453004588,-3.443297214633656e-05,1309.5980592979222,11779.328125,3.404063095204633,42326472.791103765,-32.94960698714304,42380194.667461865,7.206908978218962e-05,8.420514865720415,301.3120388672057,-15772899.49386497,216752.2306114963,0.0,4.81762966081986,10947.819277679333,0.020194499316368242,7.917629660819861,0.19003078303179996,16.486887041379344,0.0,1.3141489667233115,-9.716766117605236,1.3206536964705347,1.2173749963817755e-06,2.4195163653146015e-05,0.0,0.0,8.225990886497976e-08,0.0067185232463407,26.07487842386285,-3.2828099128805355e-05,0.0,0.0,-780.3728607006724,-780.3728607006724
296.5499999999889,31474.551459651015,29271.393357960216,-51.389027212382985,-1022.3244107320612,1.5204998438936372,0.00048539418143487146,4.66216440425185,-3.141664560358213,1622087.4312399141,1277806.0621895848,0.921636164188385,0.84327232837677,0.01030918970644726,10756.817443853477,360.0357495632424,219904.06607070734,0.0,2132963.1654780465,23769900.522600763,55.520097247438585,0.0,1.00738732228089,0.6997345523546615,4.8007027384111556e-05,1329.8381389553756,11789.212890625,3.399331252269812,42361795.602430426,-32.94922538934324,42415460.135749795,7.207918753771025e-05,8.356189230663313,301.24441211629875,-15761948.22189713,219629.42536424496,0.0,4.818011258619663,10987.1229665812,0.020515817173915592,7.9180112586196625,0.19014629017460818,16.529159111960173,0.0,1.3149495670819802,-9.717076846991404,1.3214829028866413,-1.7183421317897326e-06,-3.418440088499475e-05,0.0,0.0,8.347121885855059e-08,0.0068060115240270655,26.115605599661983,9.893209687293561e-05,0.0,0.0,2351.6061011619813,2351.6061011619813
296.64999999998884,31469.42082274546,29169.26442379372,-51.25677593760502,-1020.6680441971253,1.5205480166610177,0.000477142991133751,4.662212282295302,-3.1416642656342844,1620907.5290182345,1276626.1599679051,0.9224029779434204,0.844805896282196,0.012017738387913013,10892.377681877655,359.95505761190174,222812.66633196443,0.0,2132671.2312073135,23768307.27407716,-108.96673317843293,0.0,1.1766958009573714,0.7000116903033834,-9.304855528263767e-05,1350.3675065044158,11799.021484375,3.3945822520220568,42396837.12559486,-32.94884310547587,42450442.69303488,7.15675002336269e-05,8.29242722414788,301.1768773381142,-15750985.89512693,222526.63691664446,0.0,4.818393542487028,11286.807089524455,0.0208418738319296,7.918393542487028,0.1902635427907379,16.571348366375645,0.0,1.3157266488231125,-9.717387089112433,1.3224492512492498,3.3717511765739067e-06,6.714114604286308e-05,0.0,0.0,8.469864357274173e-08,0.006894479149247965,26.156234311080134,-0.00012894989547499892,0.0,0.0,-3064.920738609906,-3064.920738609906
296.74999999998875,31464.303415993625,29067.301385629908,-51.124446675838946,-1019.0075269912436,1.5205958448821186,0.00048255917225490557,4.662260188713686,-3.1416643438315677,1619726.6801412813,1275445.311090952,0.9231430888175964,0.8462861776351929,0.013723511740340444,11029.299337744878,359.87447611030956,225756.3854738228,0.0,2132343.0478288718,23766711.216860764,88.93275960206076,0.0,1.3464270130120999,0.7002890526653748,7.499844176261927e-05,1371.1897811283313,11808.48828125,3.389816254687026,42430643.90919886,-32.94846014336949,42484190.34679675,7.177536154312492e-05,8.229223816440165,301.10943488209455,-15740012.845523227,225477.11550233216,0.0,4.818776504593415,11226.035631021328,0.02117273081714574,7.918776504593415,0.19038402951015132,16.61288623520521,0.0,1.3164832523737136,-9.717696842624274,1.323172911161415,-2.751220281823317e-06,-5.483705659182898e-05,0.0,0.0,8.594303258408629e-08,0.006983990480514826,26.196175212411656,0.00014575369435948762,0.0,0.0,3464.08596263253,3464.08596263253
296.84999999998865,31459.199246231547,28965.504636983824,-50.99204926255384,-1017.3432042450219,1.5206443277818367,0.0004820942970238427,4.662308131549187,-3.1416638037673503,1618545.044032883,1274263.6749825536,0.9237584471702576,0.8475168943405151,0.015426503180486347,11167.595229526154,359.79400545623264,228734.429967583,0.0,2131689.6346809673,23765112.51930925,-105.04173493894788,0.0,1.5165457715946873,0.7005666093358046,-8.748641427241965e-05,1392.3086199918544,11816.3603515625,3.385034164463594,42458716.7983476,-32.94807654355014,42512195.10753227,7.121244591345999e-05,8.166574012139685,301.042085086682,-15729030.621126987,228442.24953793545,0.0,4.819160104412767,11558.075636057942,0.021508450331959295,7.919160104412768,0.19050670773993372,16.650966183281184,0.0,1.3170406610183036,-9.718006106234403,1.323940049969589,3.248831746605521e-06,6.481749502018459e-05,0.0,0.0,8.720414083288461e-08,0.007074518314575792,26.232644531507393,-0.00012304761942874784,0.0,0.0,-2924.2405209573353,-2924.2405209573353
296.94999999998856,31454.108319590156,28863.874539097033,-50.859601043434736,-1015.6753846811935,1.5206921072731818,0.00047910998787892414,4.662356109666163,-3.1416640023929814,1617362.764003586,1273081.3949532567,0.9242619276046753,0.8485237956047058,0.017126706665021255,11307.279410422856,359.7136460221897,231749.55403767654,0.0,2130802.678719193,23763511.376443602,51.72390424838524,0.0,1.6870205580731388,0.7008443257002112,4.2547257354919044e-05,1413.727722057185,11822.7998046875,3.38023702844563,42481643.94453513,-32.94769235294418,42535048.98652281,7.133005952564275e-05,8.104472840325691,300.9748282686001,-15718040.613753786,231461.99496292477,0.0,4.81954429501872,11541.375992801413,0.021849095316060687,7.919544295018721,0.19063348099513525,16.685966570220337,0.0,1.3174550114191135,-9.718314878750935,1.324348912047546,-1.5994036087848049e-06,-3.19403778693755e-05,0.0,0.0,8.848307713580461e-08,0.007166146454880223,26.2659960338007,9.463382639544142e-05,0.0,0.0,2248.832010144461,2248.832010144461
297.0499999999885,31449.030640170593,28762.41143672043,-50.72711156631548,-1014.0041475552075,1.520740654493913,0.00048618809295458937,4.662404118242112,-3.1416634637481984,1616179.8793600313,1271898.510309702,0.9247345924377441,0.8494691252708435,0.018824116426493506,11448.362181557206,359.63339816790227,234800.3819332154,0.0,2129820.1832028907,23761907.872770127,-45.90686688503274,0.0,1.690794149091825,0.701122186415813,-3.729689588716223e-05,1435.4508263811674,11828.8466796875,3.3754252929076753,42503147.117711306,-32.94730759196241,42556475.992762715,7.095835611936607e-05,8.042915361514376,300.9076647300753,-15707043.204738064,234504.68509881306,0.0,4.819929056000497,11780.24321186812,0.02219472942039924,7.9199290560004965,0.19076286389050567,16.72016242425147,0.0,1.317811346622041,-9.718623159049399,1.3248578733416168,1.419206510760978e-06,2.8369076095879786e-05,0.0,0.0,8.977938830227462e-08,0.007258831921666804,26.29852509644009,-4.055107677191278e-05,0.0,0.0,-963.5709503958201,-963.5709503958201
297.1499999999884,31443.96621291486,28661.11566911225,-50.594572686781746,-1012.3295325095029,1.5207886152802412,0.00047757464511885827,4.662452167890618,-3.1416635526103764,1614996.411220383,1270715.0421700536,0.9251906871795654,0.8503813743591309,0.020518726789340094,11590.851925122206,359.5532622489786,237887.59266717365,0.0,2128805.726086377,23760302.03930352,-18.770591869864486,0.0,1.6946547639256484,0.7014001854530407,-1.5062636804508145e-05,1457.4817091581679,11834.6806640625,3.3705991134577804,42523887.97108555,-32.946922268181446,42577140.13407726,7.082355959964204e-05,7.981896677191547,300.84059476923875,-15696038.59872896,237589.96604443193,0.0,4.820314379781459,11896.013295383294,0.022545416961098998,7.920314379781459,0.19089512112812673,16.753973377716044,0.0,1.3181488895555693,-9.718930946024916,1.3252720688381976,5.801585659155874e-07,1.1608194686228715e-05,0.0,0.0,9.109340714140871e-08,0.007352593118412712,26.330639297800104,-2.665873730672674e-06,0.0,0.0,-63.34196503942762,-63.34196503942762
297.2499999999883,31438.91504149012,28559.987570752204,-50.46200170966388,-1010.6515927344325,1.5208370500093609,0.0004878681636525492,4.6625002448382755,-3.1416631948289147,1613812.3874471895,1269531.0183968602,0.9256250858306885,0.8512502312660217,0.022210532157939302,11734.75701022185,359.4732386174725,241010.96267835837,0.0,2127738.9283142677,23758693.907889977,23.647488803063258,0.0,1.6985029927334563,0.7016783166604428,1.874344095686986e-05,1479.8241834968915,11840.2373046875,3.3657586484290407,42543623.22778885,-32.94653638937828,42596797.418293305,7.071495312960252e-05,7.9214119307720505,300.7736186814732,-15685027.065980518,240712.1355014496,0.0,4.820700258584622,11998.021198703767,0.022901222916791662,7.920700258584622,0.19102978699095535,16.78724393961403,0.0,1.3184549485829844,-9.719238238586017,1.3256463805434218,-7.307255855003983e-07,-1.4634952079127255e-05,0.0,0.0,9.242512123376873e-08,0.007447424049201584,26.36218655818259,5.6426219104782364e-05,0.0,0.0,1340.6132680900578,1340.6132680900578
297.3499999999882,31433.87713011327,28459.027473809354,-50.32938342317948,-1008.9703331179334,1.5208853031914786,0.0004785141731067746,4.662548364975744,-3.141663061784265,1612627.8133505099,1268346.4443001805,0.9260553121566772,0.8521106839179993,0.02389952697532524,11880.084984415216,359.39332762383077,244170.23831411861,0.0,2126647.13149403,23757083.489748824,-80.05225215334715,0.0,1.7022983434038665,0.7019565774713293,-6.267472000015539e-05,1502.4820994079853,11845.740234375,3.3609039447443365,42563160.53683368,-32.946149958381106,42616255.85273967,7.033777527620799e-05,7.861456307843394,300.70673676001843,-15674008.65760502,243862.89547636767,0.0,4.821086689581797,12247.444493392088,0.023262212929294267,7.921086689581797,0.19116640577948732,16.820468366626656,0.0,1.3187464050217248,-9.719545035651834,1.3260975924320086,2.473107450562041e-06,4.9579229438379876e-05,0.0,0.0,9.377450906468244e-08,0.0075433135150702775,26.393666402417704,-8.719855810038004e-05,0.0,0.0,-2071.583424976442,-2071.583424976442
297.4499999999881,31428.852482603343,28358.235710502217,-50.19673369163326,-1007.2857497784737,1.5209335840461617,0.0004874022531394218,4.662596513092222,-3.14166292904606,1611442.6910665743,1267161.322016245,0.9264838695526123,0.8529677391052246,0.02558570568370455,12026.842886220104,359.3135296187593,247366.49829888594,0.0,2125567.755957019,23755470.78530481,69.90258345563024,0.0,1.706030924565863,0.7022349671902567,5.4060490804364036e-05,1525.4593432129627,11851.22265625,3.3560349901409214,42582618.18472173,-32.945762975428444,42635635.444437295,7.042048843164395e-05,7.802025037813066,300.63994929818574,-15662983.393879576,247063.24680235024,0.0,4.821473672534461,12245.058044162013,0.023628453295055918,7.921473672534461,0.19130558050236926,16.853732963185127,0.0,1.319046446852018,-9.719851336141922,1.3264013910509356,-2.1590491879092816e-06,-4.332511938748482e-05,0.0,0.0,9.514206159757783e-08,0.007640296121632928,26.425152083154344,0.00012110466142792385,0.0,0.0,2876.8982465152753,2876.8982465152753
297.549999999988,31423.84110274813,28257.61261334932,-50.064039003862995,-1005.5978405418101,1.5209821154179042,0.00048109926637782515,4.662644703100116,-3.141662587682212,1610257.0227316134,1265975.653681284,0.9269107580184937,0.8538215160369873,0.027269062720264924,12175.037599281686,359.2338449534198,250598.58400788924,0.0,2124455.3383790534,23753855.79382748,-110.20782184416633,0.0,1.7096718690013255,0.7025134853225278,-8.419387593727734e-05,1548.7598375400335,11856.6826171875,3.3511517664825314,42601990.43811691,-32.9453754404821,42654928.20031669,6.991005188927701e-05,7.743113393819492,300.57325658969665,-15651951.295088893,250282.96423851946,0.0,4.821861207480798,12573.79276523613,0.024000010965935684,7.921861207480799,0.19144617631452113,16.887015490620435,0.0,1.3193268580038002,-9.720157138974734,1.3268911656786098,3.403150989720286e-06,6.835647611325109e-05,0.0,0.0,9.652741096629322e-08,0.007738332950585353,26.456640049827325,-0.0001285541257884201,0.0,0.0,-3053.6561656796894,-3053.6561656796894
