#{"t_start": 1741813880.028079, "env_id": "None"}
r,l,t
-0.03717,87,2041.999775
-0.039352,85,2042.946748
-0.039542,83,2043.870686
-0.038116,87,2044.842503
-0.040134,85,2045.790133
-0.038145,86,2046.749048
-0.037129,87,2047.716647
-0.038955,85,2048.692422
-0.036856,87,2049.667193
-0.040131,86,2050.636283
-0.039949,86,2051.607275
-0.039578,85,2052.571274
-0.038716,87,2053.553492
-0.038087,85,2054.529523
-0.038849,86,2055.501742
-0.040705,83,2056.50102
-0.038732,85,2057.486479
-0.037552,85,2058.534506
-0.040316,84,2059.516268
-0.037634,85,2060.480348
-0.037704,85,2061.454
-0.039181,85,2062.417366
-0.038464,84,2063.370367
-0.038716,84,2064.319399
-0.040467,83,2065.281267
-0.040463,83,2066.240196
-0.038595,85,2067.210846
-0.038374,84,2068.161785
-0.039055,84,2069.109578
-0.039601,85,2070.073025
-0.040605,83,2071.017196
-0.037233,88,2072.01054
-0.039555,83,2072.950613
-0.037499,84,2073.899428
-0.037292,85,2074.865268
-0.037285,84,2075.812111
-0.042296,2,2075.834758
-0.038093,86,2076.807288
-0.042694,8,2076.898782
-0.040751,84,2077.846078
-0.036817,86,2078.816679
-0.03885,85,2079.779514
-0.039124,83,2080.718423
-0.040066,84,2081.669773
-0.037544,87,2082.65396
-0.038529,85,2083.617764
-0.038148,86,2084.594589
-0.038582,85,2085.556479
-0.039448,88,2086.564574
-0.03748,87,2087.569296
-0.038657,88,2088.586692
-0.040029,87,2089.573428
-0.039852,88,2090.569149
-0.039369,86,2091.596169
-0.039496,86,2092.610661
-0.039801,85,2093.601479
-0.038631,87,2094.595917
-0.040967,87,2095.584147
-0.04047,86,2096.563628
-0.03965,87,2097.567765
-0.040372,86,2098.543493
-0.039753,84,2099.49382
-0.040462,84,2100.442927
-0.039899,87,2101.428275
-0.040907,90,2102.470104
-0.041211,86,2103.448696
-0.041239,85,2104.415424
-0.041405,85,2105.396142
-0.041434,87,2106.394949
-0.040286,85,2107.389514
-0.039046,87,2108.416508
-0.04059,87,2109.403925
-0.04186,86,2110.380319
-0.03962,86,2111.352545
-0.038315,84,2112.324397
-0.040231,83,2113.279404
-0.040311,85,2114.256738
-0.039631,86,2115.234651
-0.038645,86,2116.189631
-0.041613,94,2117.206518
-0.038349,84,2118.153136
-0.040032,84,2119.078735
-0.040109,85,2120.009414
-0.042502,2,2120.031142
-0.039405,85,2120.946082
-0.039707,86,2121.879512
-0.037961,85,2122.8031
-0.042484,2,2122.825331
-0.039305,86,2123.780579
-0.040138,85,2124.727059
-0.040477,83,2125.650415
-0.039874,84,2126.588248
-0.04249,2,2126.61118
-0.040518,83,2127.547112
-0.041083,83,2128.489362
-0.040207,84,2129.442395
-0.039853,85,2130.406231
-0.039891,85,2131.370454
-0.039932,84,2132.319826
-0.040058,85,2133.284631
-0.039286,83,2134.222703
-0.039787,84,2135.172223
-0.040382,85,2136.131893
-0.039635,85,2137.092034
-0.042602,7,2137.172296
-0.039136,86,2138.144429
-0.042365,6,2138.21239
-0.042314,4,2138.258152
-0.040331,88,2139.254282
-0.040227,85,2140.215905
-0.038574,85,2141.174849
-0.039518,85,2142.138545
-0.038356,85,2143.105265
-0.038773,85,2144.065036
-0.039852,84,2145.015697
-0.04043,83,2145.948652
-0.03874,87,2146.931258
-0.040348,84,2147.883076
-0.037962,84,2148.834066
-0.040063,85,2149.797192
-0.040972,83,2150.723492
-0.040591,85,2151.686526
-0.041296,83,2152.659614
-0.040627,84,2153.623168
-0.039893,84,2154.578043
-0.038265,85,2155.547054
-0.039451,84,2156.510695
-0.040938,86,2157.5084
-0.042123,3,2157.542056
-0.038329,84,2158.499085
-0.037862,86,2159.469234
-0.040815,84,2160.418406
-0.038641,87,2161.402808
-0.040039,86,2162.375294
-0.037342,85,2163.335675
-0.037523,84,2164.285266
-0.038905,84,2165.243428
-0.040054,84,2166.197156
-0.040036,84,2167.146879
-0.039037,85,2168.110483
-0.037619,89,2169.115912
-0.0364,85,2170.099516
-0.039423,86,2171.071481
-0.038422,90,2172.0868
-0.03798,86,2173.058796
-0.037313,84,2174.006749
-0.036442,85,2175.009559
-0.039187,84,2175.95709
-0.037269,84,2176.908344
-0.038114,86,2177.879592
-0.038644,84,2178.832076
-0.038504,86,2179.856877
-0.038023,88,2180.842304
-0.038869,84,2181.777311
-0.038895,84,2182.709338
-0.039005,85,2183.648919
-0.04002,86,2184.617066
-0.041275,37,2185.035227
-0.042611,37,2185.443781
-0.042073,34,2185.819417
-0.04173,34,2186.197473
-0.038143,86,2187.147953
-0.042231,32,2187.500376
-0.039731,89,2188.493506
-0.042917,36,2188.898457
-0.04257,2,2188.921182
-0.042274,35,2189.315929
-0.04059,88,2190.363728
-0.04198,36,2190.775437
-0.042254,35,2191.172257
-0.042473,1,2191.183735
-0.042467,1,2191.195012
-0.042555,2,2191.217406
-0.042566,2,2191.239833
-0.042469,1,2191.251052
-0.042496,35,2191.652205
-0.042964,32,2192.013325
-0.042777,35,2192.407439
-0.041609,32,2192.767887
-0.042273,32,2193.12941
-0.041905,33,2193.499396
-0.041398,37,2193.916922
-0.04192,33,2194.290014
-0.042603,36,2194.695326
-0.040111,89,2195.697231
-0.037635,87,2196.67657
-0.04046,85,2197.630307
-0.038282,85,2198.588295
-0.035881,87,2199.558995
-0.038756,84,2200.485993
-0.037512,87,2201.447146
-0.037923,86,2202.400189
-0.037674,87,2203.363027
-0.036166,88,2204.377453
-0.036955,92,2205.395598
-0.037911,87,2206.358166
-0.037056,88,2207.330662
-0.03707,87,2208.290344
-0.038077,86,2209.240005
-0.037539,83,2210.158092
-0.037508,85,2211.100925
-0.037037,86,2212.079285
-0.042511,2,2212.102666
-0.036586,86,2213.093694
-0.036509,85,2214.089805
-0.036551,85,2215.048726
-0.03828,87,2216.028347
-0.036612,86,2216.996849
-0.036972,86,2217.96414
-0.037807,86,2218.940303
-0.036742,86,2219.93686
-0.037457,86,2220.917264
-0.037287,87,2221.881105
-0.036522,87,2222.847133
-0.037909,86,2223.79946
-0.037456,85,2224.745385
-0.036622,84,2225.677873
-0.03652,85,2226.620905
-0.038115,84,2227.554035
-0.038556,84,2228.484252
-0.038318,86,2229.438961
-0.038355,84,2230.370957
-0.039885,86,2231.324177
-0.039697,84,2232.255197
-0.037541,84,2233.186908
-0.037605,85,2234.134716
-0.037657,84,2235.0779
-0.038158,86,2236.02984
-0.038989,84,2236.960144
-0.039072,85,2237.900871
-0.036287,86,2238.855331
-0.036947,86,2239.809476
-0.037639,86,2240.762499
-0.038394,85,2241.704126
-0.038164,85,2242.64702
-0.039742,85,2243.589506
-0.038785,85,2244.5339
-0.036476,85,2245.481277
-0.037049,84,2246.413172
-0.039376,85,2247.357401
-0.037497,85,2248.300157
-0.036301,84,2249.231647
-0.040172,85,2250.178119
-0.038529,85,2251.122189
-0.037928,88,2252.095837
-0.03848,85,2253.038325
-0.038047,85,2253.978869
-0.038506,87,2254.948798
-0.038192,87,2255.911799
-0.037256,86,2256.870178
-0.035073,86,2257.823612
-0.037256,86,2258.777593
-0.038483,86,2259.730703
-0.037745,86,2260.683172
-0.037939,85,2261.624496
-0.038611,85,2262.568741
-0.040638,85,2263.511433
-0.038632,85,2264.454119
-0.036362,86,2265.410845
-0.038311,86,2266.365413
-0.037763,87,2267.33026
-0.038605,88,2268.305622
-0.036277,86,2269.26126
-0.039007,85,2270.205052
-0.037613,85,2271.148188
-0.037356,87,2272.114322
-0.038331,86,2273.082174
-0.035965,85,2274.07754
-0.038274,86,2275.089277
-0.036544,85,2276.093352
-0.037484,85,2277.078452
-0.03648,87,2278.083991
-0.036846,84,2279.05543
-0.038423,88,2280.05165
-0.0371,85,2281.055168
-0.036674,86,2282.050287
-0.038506,84,2283.018878
-0.039248,86,2283.994358
-0.039313,86,2284.968238
-0.038704,86,2285.954449
-0.039005,86,2286.920121
-0.040179,84,2287.859565
-0.039963,84,2288.800018
-0.040005,84,2289.742767
-0.040023,84,2290.685701
-0.039838,84,2291.62587
-0.039648,86,2292.591076
-0.040043,87,2293.56592
-0.040512,88,2294.562757
-0.040713,86,2295.530132
-0.040778,87,2296.505736
-0.040718,86,2297.46841
-0.040788,86,2298.432858
-0.041303,88,2299.420538
-0.041306,86,2300.382936
-0.040767,86,2301.343794
-0.041157,86,2302.332747
-0.040629,89,2303.331066
-0.040724,86,2304.290083
-0.041152,86,2305.252784
-0.040388,85,2306.20193
-0.040473,85,2307.155111
-0.040887,86,2308.121552
-0.041148,86,2309.089448
-0.040323,86,2310.057614
-0.041732,85,2311.004959
-0.039541,85,2311.951294
-0.039888,86,2312.909617
-0.040173,86,2313.868635
-0.038476,86,2314.83302
-0.040478,87,2315.800884
-0.038919,88,2316.825621
-0.038436,86,2317.782282
-0.039785,90,2318.783636
-0.04003,86,2319.762964
-0.039087,83,2320.694649
-0.039253,88,2321.684433
-0.040294,87,2322.665887
-0.038594,88,2323.654151
-0.039244,87,2324.634881
-0.04039,86,2325.60039
-0.038281,88,2326.587346
-0.038671,87,2327.570135
-0.038954,89,2328.562967
-0.036842,87,2329.535626
-0.039754,87,2330.505069
-0.038737,87,2331.476402
-0.036751,86,2332.451638
-0.036615,88,2333.446449
-0.038181,87,2334.41967
-0.038952,85,2335.371446
-0.039797,85,2336.318236
-0.038824,88,2337.300076
-0.040023,87,2338.273324
-0.039143,88,2339.255224
-0.038657,87,2340.225597
-0.04019,86,2341.18641
-0.039436,88,2342.167409
-0.039898,87,2343.139923
-0.038926,87,2344.109319
-0.039789,86,2345.075121
-0.040145,90,2346.079165
-0.039194,87,2347.068987
-0.039888,89,2348.073192
-0.040636,88,2349.069224
-0.040337,87,2350.055097
-0.040173,85,2351.005419
-0.039669,86,2351.985406
-0.040962,86,2352.941381
-0.041108,86,2353.895518
-0.039992,86,2354.873272
-0.041062,87,2355.875476
-0.038831,85,2356.852266
-0.040392,88,2357.879283
-0.040586,88,2358.871605
-0.039972,87,2359.857609
-0.039318,85,2360.823642
-0.040921,86,2361.813641
-0.039713,87,2362.797649
-0.042583,8,2362.888302
-0.039816,85,2363.850129
-0.039859,85,2364.811188
-0.042528,3,2364.845675
-0.042553,3,2364.881047
-0.042882,11,2365.006571
-0.042489,3,2365.040715
-0.039585,84,2365.988304
-0.040169,86,2366.971651
-0.041161,90,2367.999507
-0.042045,13,2368.163054
-0.040093,85,2369.123868
-0.039926,85,2370.088241
-0.038594,86,2371.057888
-0.036726,86,2372.026744
-0.037787,85,2372.984771
-0.0403,87,2373.948341
-0.038448,83,2374.874208
-0.039568,86,2375.826583
-0.039209,85,2376.770139
-0.038701,84,2377.702015
-0.03902,84,2378.635976
-0.036884,86,2379.592759
-0.039406,90,2380.589379
-0.037529,85,2381.534319
-0.042493,10,2381.645187
-0.038048,86,2382.599411
-0.03702,87,2383.568758
-0.03845,85,2384.514229
-0.038512,87,2385.52219
-0.038409,88,2386.540396
-0.039247,84,2387.489698
-0.038924,85,2388.471344
-0.038563,87,2389.470552
-0.039559,88,2390.468653
-0.039291,85,2391.429889
-0.038942,88,2392.423737
-0.038802,88,2393.441624
-0.038611,86,2394.43943
-0.042527,1,2394.450919
-0.042515,1,2394.462249
-0.0425,1,2394.473678
-0.042575,1,2394.484999
-0.042562,1,2394.496461
-0.042555,1,2394.507728
-0.042553,1,2394.519439
-0.042544,1,2394.530862
-0.042519,1,2394.542299
-0.042527,1,2394.554233
-0.042524,1,2394.565732
-0.042517,1,2394.577306
-0.04251,1,2394.58865
-0.042526,1,2394.599906
-0.042504,1,2394.611251
-0.042511,1,2394.622604
-0.042489,1,2394.634118
-0.042473,1,2394.646285
-0.039758,87,2395.629043
-0.039805,88,2396.623435
-0.039466,88,2397.619231
-0.042527,1,2397.630607
-0.042518,1,2397.641845
-0.042518,1,2397.653128
-0.042518,1,2397.664429
-0.042518,1,2397.675926
-0.042518,1,2397.687356
-0.042518,1,2397.699444
-0.042518,1,2397.711019
-0.042518,1,2397.722359
-0.042518,1,2397.733703
-0.042518,1,2397.745
-0.042518,1,2397.75622
-0.042518,1,2397.767606
-0.042518,1,2397.778929
-0.042518,1,2397.790209
-0.042518,1,2397.801461
-0.042533,1,2397.812925
-0.042518,1,2397.82446
-0.042518,1,2397.835777
-0.042523,1,2397.847226
-0.042518,1,2397.858492
-0.042537,1,2397.869958
-0.042521,1,2397.88138
-0.042519,1,2397.892914
-0.042527,1,2397.904545
-0.042524,1,2397.91626
-0.042522,1,2397.927516
-0.042525,1,2397.938744
-0.042552,1,2397.950196
-0.042555,1,2397.961604
-0.042539,1,2397.972866
-0.042536,1,2397.985037
-0.04255,1,2397.996484
-0.042571,1,2398.007886
-0.042541,1,2398.01932
-0.042538,1,2398.0309
-0.042553,1,2398.042201
-0.042555,1,2398.053684
-0.04255,1,2398.065022
-0.042523,1,2398.076568
-0.04255,1,2398.088124
-0.04254,1,2398.099475
-0.042542,1,2398.11068
-0.042544,1,2398.121922
-0.042525,1,2398.13324
-0.042543,1,2398.144514
-0.042518,1,2398.156277
-0.042518,1,2398.167779
-0.042562,1,2398.184712
-0.042518,1,2398.200115
-0.042518,1,2398.213267
-0.042528,1,2398.22479
-0.042518,1,2398.236761
-0.042522,1,2398.248496
-0.042522,1,2398.260187
-0.04252,1,2398.271843
-0.042518,1,2398.283512
-0.042518,1,2398.295186
-0.042527,1,2398.306858
-0.042518,1,2398.318543
-0.042518,1,2398.330257
-0.042518,1,2398.341561
-0.042518,1,2398.352832
-0.042518,1,2398.364089
-0.042525,1,2398.375388
-0.042522,1,2398.386613
-0.042518,1,2398.398351
-0.042518,1,2398.409654
-0.042521,1,2398.420858
-0.042524,1,2398.432072
-0.042527,1,2398.44342
-0.04252,1,2398.454918
-0.042536,1,2398.46627
-0.042518,1,2398.477681
-0.042523,1,2398.489127
-0.042539,1,2398.500469
-0.042535,1,2398.511862
-0.042549,1,2398.52332
-0.042538,1,2398.534573
-0.042547,1,2398.545841
-0.042542,1,2398.557283
-0.042549,1,2398.568669
-0.042531,1,2398.579942
-0.042546,1,2398.591157
-0.042549,1,2398.602412
-0.042518,1,2398.613645
-0.042545,1,2398.624853
-0.042531,1,2398.636274
-0.042546,1,2398.647667
-0.042528,1,2398.659923
-0.042518,1,2398.67126
-0.042529,1,2398.682773
-0.042542,1,2398.694053
-0.042534,1,2398.705964
-0.042522,1,2398.717258
-0.042544,1,2398.728801
-0.042518,1,2398.740209
-0.04252,1,2398.751768
-0.042525,1,2398.763278
-0.042561,1,2398.774814
-0.042535,1,2398.786278
-0.042525,1,2398.797675
-0.042534,1,2398.809074
-0.042525,1,2398.820477
-0.042531,1,2398.831923
-0.042521,1,2398.843395
-0.042518,1,2398.854825
-0.042528,1,2398.866166
-0.042545,1,2398.877371
-0.042521,1,2398.88885
-0.042519,1,2398.900368
-0.042523,1,2398.911706
-0.042553,1,2398.92316
-0.042535,1,2398.934507
-0.042554,1,2398.945726
-0.042529,1,2398.957111
-0.042528,1,2398.968419
-0.042544,1,2398.980653
-0.042523,1,2398.992048
-0.042551,1,2399.003397
-0.04256,1,2399.014822
-0.042555,1,2399.02608
-0.042554,1,2399.03733
-0.042546,1,2399.048807
-0.042567,1,2399.060066
-0.042548,1,2399.071393
-0.042549,1,2399.082713
-0.042558,1,2399.094033
-0.042561,1,2399.105254
-0.042552,1,2399.116537
-0.042536,1,2399.127774
-0.042551,1,2399.139083
-0.04254,1,2399.150353
-0.042532,1,2399.161681
-0.042556,1,2399.173684
-0.042544,1,2399.187194
-0.042552,1,2399.201004
-0.042554,1,2399.214448
-0.042546,1,2399.227287
-0.042561,1,2399.239419
-0.042564,1,2399.251382
-0.042553,1,2399.263355
-0.042546,1,2399.275658
-0.042559,1,2399.288713
-0.042558,1,2399.301073
-0.042548,1,2399.31322
-0.042546,1,2399.325404
-0.042539,1,2399.33757
-0.042551,1,2399.353053
-0.042538,1,2399.368463
-0.04255,1,2399.382999
-0.042574,1,2399.395011
-0.042558,1,2399.407094
-0.042549,1,2399.418916
-0.042526,1,2399.430637
-0.042538,1,2399.442342
-0.042535,1,2399.454056
-0.042522,1,2399.465808
-0.042535,1,2399.477525
-0.042542,1,2399.49014
-0.042525,1,2399.502023
-0.042539,1,2399.513918
-0.042532,1,2399.525825
-0.042522,1,2399.537495
-0.042518,1,2399.549147
-0.042522,1,2399.56064
-0.042527,1,2399.572069
-0.042521,1,2399.583573
-0.042518,1,2399.595083
-0.042518,1,2399.606556
-0.042518,1,2399.618016
-0.042518,1,2399.63056
-0.042518,1,2399.644787
-0.042525,1,2399.658553
-0.042518,1,2399.673387
-0.042518,1,2399.68798
-0.042518,1,2399.70001
-0.042518,1,2399.711998
-0.042518,1,2399.723545
-0.042507,1,2399.735239
-0.037984,87,2400.737207
-0.038807,87,2401.744576
-0.040291,87,2402.744617
-0.037268,88,2403.745301
-0.038148,87,2404.773636
-0.038646,89,2405.789396
-0.039694,82,2406.72085
-0.039706,87,2407.700992
-0.038114,89,2408.707936
-0.039415,86,2409.700489
-0.038815,87,2410.683252
-0.03876,89,2411.687865
-0.039289,84,2412.645453
-0.038219,88,2413.658418
-0.037602,89,2414.698586
-0.039223,89,2415.706502
-0.038937,90,2416.72263
-0.037682,88,2417.721691
-0.037565,92,2418.781471
-0.039021,88,2419.81267
-0.038421,91,2420.859696
-0.038314,88,2421.869752
-0.038885,88,2422.867154
-0.038747,87,2423.847387
-0.038849,88,2424.866887
-0.039005,88,2425.859471
-0.039286,88,2426.852948
-0.038005,87,2427.836559
-0.038072,86,2428.809085
-0.038033,86,2429.842376
-0.038651,89,2430.849103
-0.040184,89,2431.857858
-0.03786,91,2432.88899
-0.037935,88,2433.891113
-0.038093,85,2434.877645
-0.038807,88,2435.869014
-0.03835,86,2436.84222
-0.036732,86,2437.814639
-0.038779,87,2438.799891
-0.038593,87,2439.783783
-0.038959,82,2440.708609
-0.037415,87,2441.691078
-0.038807,90,2442.711571
-0.037774,88,2443.726488
-0.03725,91,2444.755124
-0.038718,87,2445.739938
-0.038025,86,2446.749461
-0.038022,86,2447.720698
-0.039193,90,2448.760936
-0.038305,89,2449.76705
-0.038457,85,2450.727513
-0.039183,85,2451.690704
-0.038149,86,2452.701705
-0.037371,86,2453.705111
-0.037422,87,2454.695921
-0.038323,86,2455.669256
-0.037882,87,2456.656667
-0.038921,85,2457.613623
-0.038742,86,2458.619184
-0.038443,86,2459.591352
-0.038016,86,2460.564116
-0.039102,86,2461.535786
-0.039136,85,2462.506863
-0.038848,85,2463.491456
-0.040011,87,2464.475682
-0.03875,87,2465.461569
-0.037456,88,2466.453963
-0.038784,87,2467.438305
-0.039662,88,2468.449308
-0.038928,86,2469.453928
-0.037608,87,2470.441526
-0.039254,87,2471.424594
-0.037689,89,2472.436814
-0.038114,86,2473.410349
-0.038145,88,2474.450869
-0.038697,87,2475.432597
-0.038346,86,2476.396123
-0.038581,86,2477.355366
-0.038071,86,2478.322844
-0.038771,86,2479.303102
-0.038166,87,2480.277258
-0.03952,85,2481.239845
-0.038262,87,2482.214418
-0.03923,85,2483.168331
-0.038207,87,2484.14959
-0.039449,88,2485.137255
-0.039276,84,2486.080603
-0.037157,86,2487.046417
-0.039132,84,2487.990908
-0.038428,86,2488.954866
-0.037447,87,2489.936147
-0.038682,85,2490.888298
-0.038236,84,2491.834448
-0.03731,86,2492.799836
-0.037593,85,2493.760708
-0.039029,84,2494.710157
-0.038932,85,2495.671407
-0.039181,88,2496.664634
-0.038205,85,2497.623945
-0.038616,84,2498.573781
-0.037846,86,2499.54562
-0.038083,85,2500.495758
-0.038902,85,2501.448216
-0.039316,87,2502.425409
-0.038522,87,2503.405171
-0.039887,87,2504.389145
-0.03857,84,2505.34099
-0.038393,91,2506.369801
-0.039899,84,2507.356393
-0.038778,86,2508.365691
-0.037505,86,2509.335503
-0.038774,87,2510.315763
-0.038344,86,2511.284978
-0.037453,87,2512.292948
-0.04043,87,2513.29262
-0.039592,86,2514.275108
-0.037364,86,2515.244027
-0.040524,86,2516.208472
-0.039531,86,2517.217524
-0.040726,85,2518.193429
-0.039322,87,2519.171006
-0.037841,87,2520.151404
-0.038612,85,2521.11202
-0.037274,85,2522.115973
-0.038032,87,2523.12649
-0.038531,86,2524.107205
-0.038464,89,2525.114681
-0.038974,88,2526.111686
-0.039293,86,2527.114729
-0.040123,85,2528.089906
-0.038467,90,2529.1252
-0.039306,87,2530.128727
-0.038977,87,2531.133678
-0.039608,87,2532.155531
-0.039318,87,2533.166033
-0.038952,86,2534.163002
-0.03877,87,2535.160914
-0.039472,86,2536.126564
-0.039537,89,2537.149297
-0.039756,86,2538.113806
-0.03971,85,2539.058659
-0.038297,88,2540.03873
-0.038985,87,2541.007151
-0.037979,85,2541.967639
-0.038361,87,2542.937507
-0.03934,86,2543.934536
-0.039368,87,2544.90608
-0.039578,88,2545.885442
-0.039544,85,2546.828689
-0.039862,86,2547.784008
-0.039819,85,2548.728859
-0.038379,88,2549.706846
-0.038112,86,2550.663722
-0.038386,86,2551.627937
-0.035888,86,2552.580589
-0.0394,85,2553.524893
-0.039487,87,2554.494252
-0.037746,87,2555.463512
-0.039388,85,2556.408283
-0.039575,87,2557.375653
-0.036474,87,2558.340557
-0.040118,85,2559.287666
-0.040001,85,2560.23482
-0.038614,86,2561.189691
-0.038684,86,2562.145388
-0.038027,86,2563.100518
-0.039147,85,2564.045633
-0.039705,87,2565.023087
