time[s],x[m],y[m],vx[m/s],vy[m/s],theta[rad],theta_dot[rad/s],gamma[rad],alpha[rad],mass[kg],mass_propellant[kg],u0
539.7000000000542,26425.54217273526,1326.3690631935744,6.698251811339783,-47.229300613887794,1.712575447870707,0.0011820839022678624,4.8532734811212395,-3.1406980332505325,601485.2757642017,154650.6317504904,-0.88
539.8000000000542,26426.209233885846,1321.6695947599474,6.670611505867481,-46.99468433627034,1.712693178898478,0.001177310277710428,4.853390999770914,-3.140697820872436,601442.104073507,154607.46005979576,-0.88
539.9000000000542,26426.873521628688,1316.9935983659145,6.642877428427945,-46.75996394032866,1.7128104315116028,0.001172526131246995,4.853508038083053,-3.1406976065714503,601398.9323828124,154564.28836910112,-0.88
540.0000000000542,26427.535026614627,1312.341084389189,6.615049859401605,-46.52513976725519,1.712927204700701,0.0011677318909819475,4.853624594562485,-3.1406973898617845,601355.7606921177,154521.11667840648,-0.88
540.1000000000543,26428.19373952348,1307.7120631733187,6.587129088551779,-46.29021215870367,1.7130434974882505,0.001162927875494966,4.853740667870303,-3.1406971703820528,601312.5890014231,154477.94498771185,-0.88
540.2000000000543,26428.849651064753,1303.1065450276055,6.559115412721006,-46.05518145713165,1.7131593089210169,0.001158114327662986,4.853856256777747,-3.14069694785673,601269.4173107285,154434.7732970172,-0.88
540.3000000000543,26429.502751978176,1298.524540227002,6.531009134242204,-45.82004800603505,1.7132746380648134,0.0011532914379649838,4.853971360134308,-3.140696722069494,601226.2456200338,154391.60160632257,-0.88
540.4000000000543,26430.15303303416,1293.966059011991,6.502810559839776,-45.58481215010848,1.7133894840008712,0.0011484593605782893,4.854085976845602,-3.140696492844731,601183.0739293392,154348.42991562793,-0.88
540.5000000000543,26430.800485034146,1289.4311115884557,6.474519999867554,-45.34947423535467,1.7135038458233232,0.00114361822451911,4.854200105858009,-3.140696260034686,601139.9022386445,154305.2582249333,-0.88
540.6000000000544,26431.445098810924,1284.9197081275397,6.4461377677785725,-45.11403460915861,1.7136177226374605,0.0011387681413722102,4.8543137461479695,-3.1406960235105092,601096.7305479499,154262.08653423865,-0.88
540.7000000000544,26432.0868652289,1280.431858765506,6.417664179754564,-44.87849362033751,1.7137311135585276,0.0011339092106702835,4.854426896714513,-3.140695783155986,601053.5588572553,154218.91484354401,-0.88
540.8000000000544,26432.725775184343,1275.9675736035886,6.38909955444621,-44.642851619173825,1.713844017710892,0.00112904152364354,4.854539556574048,-3.140695538863156,601010.3871665606,154175.74315284938,-0.88
540.9000000000544,26433.361819605623,1271.5268627078449,6.360444212789625,-44.407108957436684,1.7139564342274767,0.0011241651658470463,4.854651724756683,-3.140695290529206,600967.215475866,154132.57146215474,-0.88
541.0000000000545,26433.99498945341,1267.1097361090053,6.331698477876094,-44.171265988395135,1.714068362249377,0.0011192802190040574,4.854763400303664,-3.140695038054287,600924.0437851714,154089.3997714601,-0.88
541.1000000000545,26434.625275720897,1262.7162038023228,6.302862674858624,-43.93532306682575,1.7141798009256077,0.0011143867623066316,4.8548745822655555,-3.1406947813399477,600880.8720944767,154046.22808076546,-0.88
541.2000000000545,26435.25266737884,1258.346289892439,6.27391657945667,-43.699139098838245,1.7142907495999364,0.0011094867432866486,4.854985264245249,-3.1406945146453125,600837.7004037821,154003.05639007082,-0.88
541.3000000000545,26435.877155512328,1254.0000041460628,6.244881334868322,-43.462857463762006,1.714401207317843,0.001104577179065354,4.855095452254308,-3.140694244936465,600794.5287130874,153959.88469937618,-0.88
541.4000000000545,26436.498731237338,1249.6773562943627,6.215757250098765,-43.22647851700107,1.7145111731648157,0.0010996584697265215,4.855205144886636,-3.14069397172182,600751.3570223928,153916.71300868155,-0.88
541.5000000000546,26437.11738570156,1245.3783560328961,6.186544642235992,-42.99000261466501,1.7146206462572418,0.0010947309242596254,4.855314340875859,-3.1406936946186175,600708.1853316982,153873.5413179869,-0.88
541.6000000000546,26437.733110085024,1241.1030130215174,6.157243834636694,-42.75343011378664,1.7147296257359441,0.0010897947870241404,4.855423039056885,-3.1406934133209408,600665.0136410035,153830.36962729227,-0.88
541.7000000000546,26438.34589560059,1236.85133688427,6.127855155640774,-42.516761372474534,1.7148381107615918,0.0010848502564760462,4.855531238338572,-3.1406931275769803,600621.8419503089,153787.19793659763,-0.88
541.8000000000546,26438.955733494353,1232.6233372092681,6.098378937658051,-42.279996750019436,1.7149461005114364,0.0010798974984466904,4.855638937684271,-3.140692837172834,600578.6702596142,153744.026245903,-0.88
541.9000000000547,26439.562615046005,1228.4190235485712,6.068815516517311,-42.043136606968254,1.7150535941769944,0.001074936655581502,4.855746136097934,-3.1406925419209393,600535.4985689196,153700.85455520835,-0.88
542.0000000000547,26440.166531569106,1224.2384054180536,6.039165231000693,-41.80618130517504,1.715160590962401,0.0010699678540659985,4.855852832614177,-3.1406922416517764,600492.326878225,153657.6828645137,-0.88
542.1000000000547,26440.767474411357,1220.08149229727,6.009428422509212,-41.569131207835646,1.7152670900832443,0.0010649912084318787,4.855959026291156,-3.140691936207912,600449.1551875303,153614.51117381908,-0.88
542.2000000000547,26441.365434954838,1215.9482936293189,5.97960543482126,-41.33198667951084,1.7153730907657445,0.0010600068250019878,4.856064716205431,-3.140691625439686,600405.9834968357,153571.33948312444,-0.88
542.3000000000548,26441.96040461623,1211.8388188207048,5.949696613917141,-41.09474808614115,1.7154785922461813,0.001055014804367994,4.856169901448265,-3.140691309202084,600362.811806141,153528.1677924298,-0.88
542.4000000000548,26442.552374847015,1207.7530772411992,5.9197023078507485,-40.857415795055765,1.715583593770499,0.0010500152431775292,4.8562745811229515,-3.1406909873524524,600319.6401154464,153484.99610173516,-0.88
542.5000000000548,26443.141337133682,1203.6910782237014,5.889622866654651,-40.61999017497727,1.7156880945940423,0.0010450082354313882,4.856378754342858,-3.140690659748816,600276.4684247518,153441.82441104052,-0.88
542.6000000000548,26443.72728299791,1199.652831064099,5.859458642269173,-40.382471596023336,1.715792093981385,0.001039993873428761,4.856482420230003,-3.1406903262486185,600233.2967340571,153398.65272034588,-0.88
542.7000000000548,26444.310203996756,1195.6383450211283,5.829209988488628,-40.144860429706206,1.715895591206231,0.001034972248460305,4.8565855779140055,-3.140689986707774,600190.1250433625,153355.48102965124,-0.88
542.8000000000549,26444.89009172285,1191.6476293162352,5.798877260919895,-39.90715704893058,1.715998585551363,0.0010299434513196704,4.856688226531308,-3.1406896409799447,600146.9533526679,153312.3093389566,-0.88
542.9000000000549,26445.466937334942,1187.6806963246688,5.768456120928168,-39.669329915665,1.7161010763510203,0.0010249079965721035,4.8567903638535475,-3.140689287502527,600103.7816619732,153269.13764826197,-0.88
543.0000000000549,26446.040732501315,1183.7375551704754,5.737951663715749,-39.4314115419333,1.7162030628817015,0.0010198653068120558,4.8568919907330965,-3.1406889278513948,600060.6099712786,153225.96595756733,-0.88
543.1000000000549,26446.611468925967,1179.8182149397062,5.707364246536413,-39.1934023076913,1.716304544435097,0.0010148155339544482,4.856993106225996,-3.140688561790899,600017.4382805839,153182.7942668727,-0.88
543.200000000055,26447.17913834891,1175.922684680296,5.676694229424914,-38.95530259410257,1.7164055203165798,0.0010097588148262663,4.857093709418533,-3.1406881891019527,599974.2665898893,153139.62257617805,-0.88
543.300000000055,26447.7437325464,1172.0509734019395,5.645941974895826,-38.717112783565945,1.7165059898441257,0.0010046952754591482,4.8571937994204575,-3.140687809576332,599931.0948991947,153096.4508854834,-0.88
543.400000000055,26448.305243331175,1168.2030900759662,5.615107847721078,-38.47883325973383,1.716605952347549,0.0009996250342321174,4.8572933753599905,-3.1406874230124417,599887.9232085,153053.27919478877,-0.88
543.500000000055,26448.863662552652,1164.3790436352137,5.584192214764747,-38.240464407523746,1.7167054071679668,0.0009945482041774526,4.8573924363801355,-3.1406870292121685,599844.7515178054,153010.10750409414,-0.88
543.600000000055,26449.418982097137,1160.5788429739011,5.553195444859269,-38.002006613124955,1.716804353657435,0.0009894648946807572,4.857490981635937,-3.1406866279785026,599801.5798271107,152966.9358133995,-0.88
543.7000000000551,26449.971193888006,1156.802496947501,5.522117908711942,-37.763460264001544,1.7169027911787087,0.000984375212737795,4.857589010292445,-3.1406862191137366,599758.4081364161,152923.76412270486,-0.88
543.8000000000551,26450.520289885888,1153.0500143726117,5.490959978833415,-37.52482574889284,1.7170007191050976,0.0009792792638891362,4.8576865215231715,-3.1406858024180737,599715.2364457215,152880.59243201022,-0.88
543.9000000000551,26451.066262088836,1149.3214040268306,5.459722029482289,-37.28610345781189,1.7170981368203895,0.000974177152918584,4.857783514508934,-3.140685377688544,599672.0647550268,152837.42074131558,-0.88
544.0000000000551,26451.609102532497,1145.6166746486263,5.428404436621407,-37.04729378204257,1.7171950437188275,0.0009690689843795053,4.8578799884369595,-3.140684944718132,599628.8930643322,152794.24905062094,-0.88
544.1000000000552,26452.148803290285,1141.9358349372128,5.397007577882795,-36.80839711413556,1.7172914392051268,0.0009639548629938273,4.857975942500199,-3.1406845032950725,599585.7213736376,152751.0773599263,-0.88
544.2000000000552,26452.68535647354,1138.2788935524225,5.365531832538808,-36.56941384790357,1.7173873226945227,0.0009588348939591102,4.858071375896773,-3.1406840532022504,599542.5496829429,152707.90566923167,-0.88
