time[s],x[m],y[m],vx[m/s],vy[m/s],theta[rad],theta_dot[rad/s],gamma[rad],alpha[rad],mass[kg],mass_propellant[kg]
163.49999999999503,28624.485699536537,92468.63780229737,-150.08515560592164,535.6008267813597,3.0533413939255727,-0.001372769027550045,1.8440074521664325,1.2093339417591402,1154379.2864467103,786366.3799248224
163.59999999999502,28609.47718405873,92522.10260405578,-150.0851547780765,534.6480175841775,3.053198163367622,-0.0014323055795065144,1.8444704166013015,1.2087277467663207,1154379.2864467103,786366.3799248224
163.69999999999501,28594.46866866337,92575.47212647248,-150.08515395360845,533.6952241670141,3.0530489787911685,-0.0014918457645348676,1.84493490545289,1.2081140733382785,1154379.2864467103,786366.3799248224
163.799999999995,28579.460153350115,92628.74637112262,-150.08515313253378,532.7424465014033,3.052893839909826,-0.0015513888134225814,1.845400926075184,1.2074929138346422,1154379.2864467103,786366.3799248224
163.899999999995,28564.45163811863,92681.9253395785,-150.08515231486845,531.7896845588806,3.0527327464967566,-0.0016109341306973456,1.8458684858681804,1.2068642606285762,1154379.2864467103,786366.3799248224
163.999999999995,28549.443122968565,92735.0090334096,-150.08515150062837,530.8369383109832,3.0525656983914944,-0.0016704810526238414,1.8463375922782381,1.2062281061132563,1154379.2864467103,786366.3799248224
164.099999999995,28534.43460789958,92787.99745418252,-150.08515068982922,529.8842077292501,3.052392695479471,-0.0017300291202330062,1.8468082527984282,1.205584442681043,1154379.2864467103,786366.3799248224
164.199999999995,28519.426092911333,92840.89060346104,-150.0851498824866,528.9314927852218,3.052213737663472,-0.0017895781599897708,1.8472804749688894,1.2049332626945828,1154379.2864467103,786366.3799248224
164.29999999999498,28504.41757800347,92893.68848280609,-150.08514907861593,527.9787934504408,3.0520288248592933,-0.00184912804178984,1.8477542663771858,1.2042745584821075,1154379.2864467103,786366.3799248224
164.39999999999498,28489.409063175648,92946.39109377573,-150.08514827823245,527.0261096964509,3.0518379569938796,-0.0019086786541388507,1.8482296346586677,1.2036083223352119,1154379.2864467103,786366.3799248224
164.49999999999497,28474.40054842751,92998.99843792521,-150.08514748135127,526.0734414947981,3.051641134002844,-0.0019682299103575824,1.8487065874968367,1.2029345465060073,1154379.2864467103,786366.3799248224
