t[s],x[m],y[m],vx[m/s],vy[m/s],mass[kg],tau[-]
490.300000000043,25793.606326126883,10939.614322234622,-2.42056467148889,-371.6862353211899,603685.4278375763,0.2647881036848002
490.400000000043,25793.365701434497,10902.56802597783,-2.4062469238660364,-370.4629625679242,603262.8282485211,0.26429793971240484
490.50000000004303,25793.12650230826,10865.643678288076,-2.3919912623886397,-369.2434768975385,602841.0173596747,0.2638046788440996
490.60000000004305,25792.88872255135,10828.84090065854,-2.377797569091539,-368.02777629534404,602419.9926912731,0.26331296884459304
490.7000000000431,25792.652355985076,10792.159315736873,-2.3636656627270853,-366.8158492166716,601999.7505084848,0.26282359464550736
490.8000000000431,25792.41739645129,10755.598547667507,-2.3495953378595322,-365.6076806936596,601580.2873056968,0.2623364128911869
490.9000000000431,25792.183837812474,10719.158222188682,-2.335586388142424,-364.40325478824667,601161.600343485,0.261850944399629
491.00000000004314,25791.951673951724,10682.837966586785,-2.3216386075075315,-363.2025560189603,600743.6878048613,0.26136661227041363
491.10000000004317,25791.720898772113,10646.637409606914,-2.3077517960918668,-362.00556979870845,600326.5487295705,0.26088288069424004
491.2000000000432,25791.491506196126,10610.556181365033,-2.293925759892593,-360.81228241880945,599910.1828799073,0.2603992977811135
491.3000000000432,25791.26349016513,10574.593913271881,-2.280160309979685,-359.6226809315141,599494.5906085859,0.25991549427725164
491.40000000004324,25791.036844638948,10538.750237966697,-2.2664552618304428,-358.43675305184087,599079.7727444947,0.2594311723783043
491.50000000004326,25790.811563595453,10503.024789256162,-2.252810434960281,-357.25448710535227,598665.7304933883,0.25894609638874594
491.6000000000433,25790.587641030168,10467.417202053784,-2.2392256528612613,-356.07587202378244,598252.4653463989,0.25846008783025914
491.7000000000433,25790.365070955846,10431.927112315101,-2.225700743229401,-354.90089738682633,597839.9789889362,0.25797302520002363
491.8000000000433,25790.143847402,10396.554156964583,-2.212235538445695,-353.7295535051849,597428.2732027763,0.25748484822946044
491.90000000004335,25789.923964414385,10361.297973812552,-2.1988298761507377,-352.5618315202975,597017.349754887,0.2569955661799488
492.00000000004337,25789.705416054454,10326.158201470007,-2.1854835993197277,-351.39772342544717,596607.210270343,0.2565052677926805
492.1000000000434,25789.488196399045,10291.134479297183,-2.1721965540986337,-350.2372217282321,596197.8561015408,0.25601412360330067
492.2000000000434,25789.272299520668,10256.226444229227,-2.1589687837715044,-349.0803506795674,595789.288249622,0.25552235329024753
492.30000000004344,25789.057719558812,10221.433742251083,-2.1457996185685304,-347.9270197814427,595381.5024161848,0.25503327123982233
492.40000000004346,25788.84445064863,10186.756016948188,-2.132689101803445,-346.7772530289606,594974.5068809058,0.2545390109981782
492.5000000000435,25788.63248694675,10152.192913654619,-2.11963701880498,-345.631032935685,594568.3046928911,0.2540428438157728
492.6000000000435,25788.421822636155,10117.744080261582,-2.106643105947652,-344.4883339303753,594162.9001240666,0.2535440049287308
492.70000000004353,25788.212451926887,10083.40916734977,-2.093707092677843,-343.3491291181282,593758.2999363946,0.2530409370440646
492.80000000004355,25788.00436905597,10049.187828197433,-2.0808287091905515,-342.2133915233666,593354.5135990103,0.25253194706902926
492.9000000000436,25787.79756828734,10015.079718790174,-2.0680076862986803,-341.0810940725929,592951.5533122456,0.25201532688640016
493.0000000000436,25787.59204391201,9981.084497865502,-2.055243753309007,-339.95220924671804,592549.4340344066,0.25148935163212416
493.1000000000436,25787.38779024841,9947.201826969602,-2.0425366360017416,-338.826708958997,592148.1735628356,0.2509522457447876
493.20000000004364,25787.184801641837,9913.431370435785,-2.029886065731677,-337.704565338163,591747.792634261,0.25040217090359446
493.30000000004367,25786.983072474457,9879.77279703808,-2.01729167379804,-336.5857339770399,591348.3149033441,0.24983730220450012
493.4000000000437,25786.782597147023,9846.2257769845,-2.0047532743577343,-335.4702005357971,590949.7695331611,0.24925419463086823
