Length Scale Min,Length Scale Max,Intensity Scale Min,Intensity Scale Max,Mean Standard Deviation,Mean Kurtosis,Mean Autocorrelation,Mean PSD Slope
50.0,500.0,0.5,2.0,0.7523320283638343,0.015100831257856303,0.9854577843956587,-0.5378530299273596
