time,x,y,vx,vy,theta,theta_dot,gamma,alpha,mass,mass_propellant
0.1,-0.0014866768116207482,0.04410378433358217,-0.01486676811620748,0.4410378433358217,1.570776264722215,-0.0002006207268153052,1.6044921678447126,-0.033715903122497615,6939473.7231598245,4162654.4292411795
0.2,-0.0045102966488507045,0.14494816170554153,-0.030236198372299558,1.0084437737195937,1.5707355160551109,-0.0004074866710423892,1.6007703753683151,-0.030034859313204265,6936342.747430292,4159523.4535116474
0.30000000000000004,-0.009072854319535747,0.3044299385938607,-0.04562557670685042,1.5948177688831917,1.5706739521888944,-0.0006156386621642176,1.5993971714919613,-0.02872321930306687,6933174.84391402,4156355.5499953753
0.4,-0.015179797148642052,0.5226832108784991,-0.06106942829106306,2.182532722846384,1.5705911557653598,-0.0008279642353457519,1.5987700186987035,-0.028178862933343707,6930005.679673536,4153186.385754891
0.5,-0.022819843609637284,0.7998223648481921,-0.07640046460995231,2.7713915396969293,1.5704870972336575,-0.0010405853170232788,1.5983568927870175,-0.02786979555336,6926835.659836677,4150016.365918032
0.6,-0.03197725845692419,1.135949963820195,-0.09157414847286906,3.3612759897200286,1.5703617778290189,-0.001253194046386988,1.598033454163518,-0.027671676334499073,6923665.02726266,4146845.7333440147
0.7,-0.042631108504653646,1.5311769006798734,-0.10653850047729457,3.9522693685967827,1.5702152531890594,-0.0014652463995955792,1.5977460857046484,-0.027530832515588965,6920493.618205182,4143674.3242865377
0.7999999999999999,-0.054756212908127544,1.9856110843769947,-0.12125104403473899,4.5443418369712125,1.57004760423288,-0.0016764895617950707,1.5974717590429537,-0.027424154810073764,6917321.497171133,4140502.2032524887
0.8999999999999999,-0.06832453660010782,2.499371763607331,-0.13568323691980264,5.137606792303365,1.5698588982619779,-0.0018870597090206308,1.5972000027144073,-0.027341104452429432,6914148.43910354,4137329.145184896
0.9999999999999999,-0.0833057114153272,3.0725959112972734,-0.14981174815219375,5.7322414768994205,1.569649174036077,-0.0020972422590101614,1.5969253120882851,-0.027276138052208188,6910974.0907209,4134154.796802256
1.0999999999999999,-0.09966554011533396,3.705416008391874,-0.16359828700006768,6.328200970946006,1.5694184836224594,-0.0023069041361750368,1.5966428281896494,-0.02722434456719003,6907798.54754974,4130979.253631096
1.2,-0.11736599804605248,4.39796011657923,-0.17700457930718516,6.925441081873563,1.5691668926006495,-0.0025159102181004657,1.5963493637837278,-0.02718247118307837,6904621.902554563,4127802.6086359187
1.3,-0.13636594202339555,5.150316461925719,-0.1899994397734307,7.52356345346489,1.5688944574419346,-0.002724351587148875,1.5960448762398949,-0.02715041879796032,6901444.961882528,4124625.6679638834
1.4000000000000001,-0.15662147254983394,5.962517190925841,-0.20255530526438392,8.122007290001221,1.5686012151849797,-0.0029324225695487607,1.595730227999499,-0.027129012814519182,6898268.855971437,4121449.562052793
1.5000000000000002,-0.1780855673113347,6.834591903810571,-0.21464094761500763,8.720747128847295,1.5682871975207846,-0.003140176641950709,1.5954040373702634,-0.02711683984947877,6895093.637905883,4118274.3439872386
1.6000000000000003,-0.20070565196731655,7.766555931289148,-0.2262008465598185,9.319640274785776,1.5679525020037286,-0.0033469551705609035,1.5950629762752884,-0.02711047427155977,6891919.595772552,4115100.301853908
1.7000000000000004,-0.22442297289934082,8.758362530552064,-0.23717320932024263,9.918065992629169,1.5675973111275205,-0.003551908762080328,1.594705021931632,-0.027107710804111562,6888747.977244906,4111928.6833262616
1.8000000000000005,-0.24917515793745043,9.809988522467552,-0.247521850381096,10.516259919154889,1.56722181957763,-0.003754915498904792,1.594329042702822,-0.027107223125192093,6885578.308497933,4108759.014579288
1.9000000000000006,-0.274896625324347,10.921518882731725,-0.25721467386896574,11.115303602641717,1.5668262196952882,-0.003955998823418206,1.59393278677068,-0.02710656707539183,6882408.419193362,4105589.125274717
2.0000000000000004,-0.30151026595607294,12.093049254182333,-0.26613640631725966,11.715303714506074,1.5664107192060952,-0.00415500489193051,1.5935094075696665,-0.02709868836357132,6879238.098748823,4102418.804830177
2.1000000000000005,-0.3289345531914831,13.324666522518859,-0.27424287235410194,12.316172683365265,1.5659755273922114,-0.004351918138838024,1.5930595386187332,-0.02708401122652182,6876067.524984559,4099248.231065913
2.2000000000000006,-0.35708331058130605,14.61644148201592,-0.2814875738982295,12.917749594970617,1.5655208715617444,-0.004546558304671063,1.5925836381936826,-0.027062766631938295,6872897.022823456,4096077.7289048093
2.3000000000000007,-0.3858657372433465,15.968428445009552,-0.28782426662040456,13.519869629936322,1.5650469975760302,-0.004738739857142624,1.5920820938675535,-0.02703509629152334,6869726.924409233,4092907.630490587
2.400000000000001,-0.4151864502242232,17.38066441962398,-0.2932071298087671,14.122359746144273,1.5645541696681529,-0.0049282790787729125,1.5915552520968854,-0.02700108242873256,6866557.57679838,4089738.282879734
2.500000000000001,-0.4449455359701751,18.853167738067654,-0.2975908574595191,14.725033184436757,1.5640426712135276,-0.00511498454625303,1.59100343585947,-0.026960764645942437,6863389.353847962,4086570.0599293155
2.600000000000001,-0.47503860255285,20.385936168935714,-0.3009306658267491,15.327684308680618,1.5635128046647984,-0.005298665487292799,1.5904269509052427,-0.026914146240444303,6860222.666937236,4083403.3730185893
2.700000000000001,-0.5053568588028681,21.978944232220925,-0.30318256250018016,15.930080632852125,1.5629648919656378,-0.005479126991605949,1.5898261089518468,-0.026861216986209024,6857057.979884826,4080238.6859661792
2.800000000000001,-0.535787220053745,23.632139761535857,-0.30430361250876964,16.531955293149313,1.5623992746449036,-0.005656173207342513,1.5892012429894313,-0.02680196834452775,6853895.823865027,4077076.5299463808
