swarm_idx,best_fitness,avg_fitness,min_fitness,max_fitness,std_fitness,num_particles,generation,global_best_fitness,global_avg_fitness
1,2209.5704301412325,12872.523711178936,2209.5704301412325,19094.545212313682,6137.0731219692025,75,0,-19.554013686656333,13521.257634219475
1,66.66899544326532,11105.955578300065,66.66899544326532,19094.47005602874,6702.773898276435,75,1,-133.53376453760916,12345.294755852427
1,3.2513612942007057,10037.391698719011,3.2513612942007057,19094.257392984964,6491.523885806757,75,2,-171.40430734021123,10588.362904175592
1,-64.4276617612066,10758.733854159542,-64.4276617612066,19091.938680998195,6297.000090627733,75,3,-179.97901755130334,9829.50937062748
1,-64.4276617612066,9743.891422018713,5.035151858992549,19092.336318034966,6510.726257601243,75,4,-264801.17923975573,6298.9595960818615
1,-64.4276617612066,8915.72362930102,-48.6538664696144,19093.24500651393,5367.072337392347,75,5,-264801.17923975573,8773.337938992152
1,-124.56148540889241,8978.684381188126,-124.56148540889241,19091.30193502576,5645.420043630787,75,6,-264801.17923975573,8692.480463881186
1,-167.46066109070333,11172.951484718385,-167.46066109070333,19091.61342445397,7620.796719886483,75,7,-264801.17923975573,9810.976663237449
1,-185.59817538387335,13966.080528479257,-185.59817538387335,19094.010336937423,7434.625446062458,75,8,-264801.17923975573,11472.653518572992
1,-185.59817538387335,13633.962378944223,-142.70013982590783,19093.552143064833,7518.411906001116,75,9,-264801.17923975573,10475.304171773856
1,-185.76851396308425,12728.382873518844,-185.76851396308425,19093.734532530856,6967.135543144497,75,10,-264801.17923975573,9049.029086969389
1,-185.76851396308425,9538.008120328575,-152.2592846415957,19092.950656527188,7338.569145211701,75,11,-264801.17923975573,8684.621989933321
1,-185.76851396308425,9628.331701204757,-183.4832118863743,19093.40261379009,7237.719146056001,75,12,-264801.17923975573,8546.499594778821
1,-185.76851396308425,12068.593658879485,-171.62982523906595,19091.580662489305,7623.259145979833,75,13,-264801.17923975573,9270.69699389179
1,-185.76851396308425,11507.726282402995,-184.15082028929197,19091.82572806734,7590.222130547789,75,14,-264801.17923975573,7396.611292736901
1,-185.76851396308425,9640.516448319555,-172.74365644375308,19091.973307954428,8113.656910894293,75,15,-264801.17923975573,8177.027368850433
1,-188.35365393203102,8252.242876753642,-188.35365393203102,19091.585968269927,7395.368072267309,75,16,-264801.17923975573,5533.519872011645
1,-188.35365393203102,9348.007602670277,-186.01072425149061,19094.035800125013,7915.978456954818,75,17,-269271.4886803685,5826.2729583541595
1,-344589.9906449376,3940.5044477233882,-344589.9906449376,19091.865080359836,41290.7767299925,75,18,-344589.9906449376,5241.174387153045
1,-344589.9906449376,9735.349348476799,-182.8739180933578,19092.39831581919,7809.6667819360555,75,19,-344589.9906449376,6011.893710384101
1,-344589.9906449376,8555.017012152428,-182.79264779935343,19091.803443741617,7985.591192553361,75,20,-344589.9906449376,7299.147726497323
1,-344589.9906449376,6687.422361801926,-183.5344422100423,19091.27697649928,7556.033341680943,75,21,-344589.9906449376,6167.885634579969
1,-344589.9906449376,-2033.749600000815,-313658.93407297716,19093.61565383975,51725.19575122933,75,22,-344589.9906449376,1461.1042474979786
1,-344589.9906449376,7133.694316667568,-194.25033254587424,19094.570354608226,7921.611009971354,75,23,-344589.9906449376,6235.683826020958
1,-344589.9906449376,-1497.173226124132,-317549.47053385363,19091.31099777443,51408.43169971842,75,24,-344589.9906449376,1807.331983889849
1,-344589.9906449376,4262.924886040331,-319340.6007180272,19093.454326208896,38405.69093036454,75,25,-344589.9906449376,2612.1893312193424
1,-344589.9906449376,6968.88493903553,-192.75941899213908,19091.52812732272,7901.8185214560335,75,26,-344589.9906449376,5901.586907123789
1,-344589.9906449376,5525.628951771503,-190.67053328558413,19092.147338012415,6699.652360883805,75,27,-344589.9906449376,5057.698997255718
1,-344589.9906449376,1754.1532001506146,-341893.8773827611,19091.275610607023,40614.978256326845,75,28,-344589.9906449376,3254.2113677741004
1,-344589.9906449376,6460.222776009303,-190.83227945894666,19091.768499691098,7459.28847594457,75,29,-344589.9906449376,5401.788945756851
1,-344589.9906449376,1425.783564069849,-337279.2402710973,19091.264238698364,40005.86837233859,75,30,-344589.9906449376,578.3428039419381
1,-344589.9906449376,6569.981370501151,-187.06778717844844,19091.786637783054,7728.01437936001,75,31,-344589.9906449376,3174.9318685468224
1,-344589.9906449376,480.2910936908896,-332800.8556008397,19091.262074827166,39330.4104947971,75,32,-344589.9906449376,270.9711482541215
1,-344589.9906449376,-708.2242479693475,-338864.18703699694,19091.309936053814,39813.84647697262,75,33,-344589.9906449376,1762.1615751847962
1,-344589.9906449376,4859.639817830818,-185.8455341051632,19091.262211501504,6882.335187205797,75,34,-354616.3384995519,-285.46462681390346
1,-344589.9906449376,3750.075030480018,-192.90959891405276,19091.59746428021,6667.99713491766,75,35,-354616.3384995519,2472.3448254462014
1,-344589.9906449376,-254.20167667080756,-332674.1700768529,19091.293751123423,39167.658372921585,75,36,-354616.3384995519,3615.2545380831734
