time,x,y,vx,vy,theta,theta_dot,gamma,alpha,mass,mass_propellant,throttle,action,reward,dynamic_pressure,maximum_velocity,speed_of_sound,ug,vg,drag,control_force_parallel,fuel_percentage_consumed,x_cog,air_density,g_load_1_sec_window,control_force_x,lift,CL,control_force_perpendicular,CD,d_thrust_cg,aero_force_y,alpha_effective,mach_number_max,atmospheric_pressure,inertia,mass_flow,d_cp_cg,aero_force_x,gravity_force_y,control_force_y,mach_number,acceleration_dict_acceleration_x_component,acceleration_dict_acceleration_x_component_gravity,acceleration_dict_acceleration_x_component_drag,acceleration_dict_acceleration_x_component_wind,acceleration_dict_acceleration_y_component_gravity,acceleration_dict_acceleration_y_component_wind,acceleration_dict_acceleration_y_component_drag,acceleration_dict_acceleration_y_component_lift,acceleration_dict_acceleration_x_component_control,acceleration_dict_acceleration_y_component,acceleration_dict_acceleration_y_component_control,acceleration_dict_acceleration_x_component_lift,moment_dict_theta_dot_dot,moment_dict_moments_z,moment_dict_M_wind_z,moment_dict_aero_moment_z,moment_dict_control_moment_z
380.1749999999113,565.1209376753931,412.8127571842259,-0.10625747800622884,-63.417547783013866,1.5691483330075886,0.00025529665111777283,4.710713460244189,-3.1415651272366,938757.8735002857,594476.5044499564,0.2638508677482605,-0.472298264503479,0.49312629116848583,2371.6918052120454,404.8310522767145,338.699846039363,0.0,0.0,36443.917920574146,11610443.717736041,0.8603192406626252,5.108623142221403,1.1770048633546089,0.26418455975893507,19208.03303775529,-19.112405350943124,-7.495411657598705e-05,0.0,0.14292401307664937,8.208623142221404,36443.83422978135,-2.7518993428010674e-05,0.9812226129228316,96445.11163538713,22541425.952019073,3375.078125,-32.6586135057415,80.40719993143748,-9204872.40947715,11610427.82907603,0.18743038463742998,0.020544921394804547,0.0,6.504604821709099e-05,0.0,-9.8053743881322,0.0,4.1353975411844e-08,2.035922047919683e-05,0.020461115245974493,2.6001939144031763,12.367861998094332,3.4112315879740025e-08,-2.9143585775416022e-05,-656.9379807328567,0.0,-656.9379807328567,0.0
380.2749999999112,565.1104393462095,406.48725414164767,-0.10422264249972472,-63.15747383647253,1.5691736811759096,0.0002523953949461385,4.710738779045662,-3.1415650978697522,938420.4138140064,594139.044763677,0.2638132572174072,-0.47237351536750793,0.4932316165620713,2353.7459989801714,404.8602013595116,338.7242594070407,0.0,0.0,36168.29859774521,11608362.967267258,0.8603985232176611,5.108804917017322,1.1777271804211593,0.2642516152148434,18909.49838362726,-18.971940279029784,-7.497052450350372e-05,0.0,0.14292456524699562,8.208804917017321,36168.217547679946,-2.7548380298281216e-05,0.9808509683834068,96518.21160829654,22540640.322872113,3374.596923828125,-32.65843173094558,78.88481395984677,-9201581.780236516,11608347.565898119,0.18664920491484732,0.020232590848572637,0.0,6.360150185259089e-05,0.0,-9.805393877610442,0.0,4.1070746343876725e-08,2.0216860340954932e-05,0.020150348506138845,2.6021250261655844,12.370092759084924,3.3361920288920945e-08,-2.8931474490999522e-05,-652.1339605119698,0.0,-652.1339605119698,0.0
380.3749999999111,565.1001425565692,400.1877687313432,-0.10221886807870827,-62.897236047768295,1.5691987406039969,0.0002495165135917315,4.710763809160819,-3.1415650685568224,938083.0102800708,593801.6412297415,0.26376935839653015,-0.4724612832069397,0.4933365087383552,2335.838173193656,404.8892285203198,338.74857077790585,0.0,0.0,35893.27770537042,11606007.252249114,0.8604777930521691,5.108986704981246,1.1784468684376272,0.26435948834648426,18613.98619935436,-18.81950741496041,-7.493831013810626e-05,0.0,0.14292518487598693,8.208986704981246,35893.19923874261,-2.7577695613345554e-05,0.9804810430252022,96591.05599367702,22539854.61227871,3374.035400390625,-32.658249942981655,77.37581423004013,-9198291.613382848,11605992.325466048,0.18586768883059349,0.019923270396448863,0.0,6.218287266695834e-05,0.0,-9.805413287078547,0.0,4.078777403115293e-08,2.006163884844234e-05,0.01984257895662883,2.6037644424323503,12.372031257661305,3.260362686420745e-08,-2.8702007333448563e-05,-646.939072376488,0.0,-646.939072376488,0.0
380.474999999911,565.0900442198931,393.9143159203949,-0.10024584230315293,-62.636857087308584,1.5692235135823656,0.00024666056674287366,4.710788552755083,-3.141565039172717,937745.669124065,593464.3000737356,0.2637205719947815,-0.472558856010437,0.4934409674481219,2317.9705235177107,404.918133715688,338.7727801134395,0.0,0.0,35618.887247332794,11603438.574731022,0.8605570485978158,5.109168502502446,1.1791639215606473,0.2645071540743483,18321.5866563435,-18.669365151570922,-7.491349107474621e-05,0.0,0.14292586653226028,8.209168502502447,35618.811285070144,-2.760705076587655e-05,0.9801128352569467,96663.64408047833,22539068.835839476,3373.411376953125,-32.658068145460454,75.89414971986449,-9195001.969999459,11603424.110021072,0.18508590753591583,0.01961707422399786,0.0,6.0789858943758544e-05,0.0,-9.805432616487987,0.0,4.050509521358059e-08,1.990874696275801e-05,0.01953790591585183,2.6051779062477873,12.37374321425517,3.1862535913959945e-08,-2.8475849701201097e-05,-641.8191365743905,0.0,-641.8191365743905,0.0
380.5749999999109,565.0801412803212,387.6669080510506,-0.09830326125056632,-62.37636536130605,1.569248002324972,0.00024382613673694706,4.7108130119983205,-3.1415650096733483,937408.3981890064,593127.029138677,0.26366567611694336,-0.47266867756843567,0.49354499248586176,2300.1454135065446,404.9469169141624,338.79688738460857,0.0,0.0,35345.16168421977,11600601.936919106,0.8606362881070297,5.109350305555557,1.1798783342416193,0.2646935134635175,18032.20183200463,-18.531450303489898,-7.493634587801834e-05,0.0,0.14292660410849628,8.209350305555557,35345.08813367726,-2.7636524817964414e-05,0.9797463433531349,96735.97518768956,22538283.01094924,3372.709228515625,-32.657886342407345,74.44945180888857,-9191712.927036999,11600587.922107587,0.18430393988309599,0.01931391143235838,0.0,5.942216271486625e-05,0.0,-9.805451865797885,0.0,4.0222749408762084e-08,1.9768787356965587e-05,0.01923622816569738,2.6063064472126367,12.375169610725635,3.1155009704425305e-08,-2.8267405733470695e-05,-637.0987904062916,0.0,-637.0987904062916,0.0
380.6749999999108,565.070430712537,381.4455547386557,-0.0963908187679751,-62.115787445674854,1.5692722088941284,0.00024101196318678168,4.7108371890388785,-3.14156498014475,937071.2048296314,592789.835779302,0.2636050581932068,-0.4727898836135864,0.49364858369147047,2282.3651872769815,404.9755780967528,338.8208925729848,0.0,0.0,35072.1355757268,11597515.341001345,0.8607155098232777,5.10953211009091,1.1805901012607098,0.26490546134576604,17745.852309322083,-18.398367075298633,-7.497777357606816e-05,0.0,0.14292739291828302,8.20953211009091,35072.06435860294,-2.7666055536723633e-05,0.979381565437335,96808.04866780606,22537497.155110054,3371.93359375,-32.65770453787199,73.03402005893369,-9188424.556666903,11597501.764151078,0.1835218650349944,0.0190137989577154,0.0,5.807948674775589e-05,0.0,-9.805471034975882,0.0,3.994077642152326e-08,1.9633881425793525e-05,0.018937570824778947,2.607168904893358,12.376329252652274,3.046771173722366e-08,-2.8065958340547273e-05,-632.5364562555214,0.0,-632.5364562555214,0.0
380.77499999991073,565.0609095220152,375.25026312691836,-0.09450820589686969,-61.855146935482644,1.5692961353269101,0.00023821841406660978,4.710861085988876,-3.141564950661966,936734.095485149,592452.7264348196,0.2635393738746643,-0.4729212522506714,0.49375174094599883,2264.631966137839,405.0041172557518,338.84479566986806,0.0,0.0,34799.840376649125,11594208.78895775,0.8607947121800186,5.109713912491244,1.181299217701735,0.26508948888707173,17462.575351752766,-18.25922544371034,-7.499341189953768e-05,0.0,0.14292822942843833,8.209713912491244,34799.77143357449,-2.7695549891681992e-05,0.9790184994958415,96879.86390431083,22536711.28395699,3371.093505859375,-32.65752273547166,71.63665644009635,-9185136.922091335,11594195.63835315,0.18273975427704828,0.018716767856919603,0.0,5.676152993209799e-05,0.0,-9.805490123997474,0.0,3.965921272791508e-08,1.9492409018730465e-05,0.018641976881079183,2.607796962554316,12.377253795110702,2.978236567589117e-08,-2.7855724186742207e-05,-627.7764136021467,0.0,-627.7764136021467,0.0
380.87499999991064,565.0515747451327,369.08103806152366,-0.0926551134598886,-61.59446646867971,1.5693197837466017,0.00023544640569784616,4.71088470493782,-3.141564921191218,936397.0763506275,592115.7073002981,0.26346883177757263,-0.47306233644485474,0.4938544641687618,2246.9477312900513,405.03253439393177,338.8685966754193,0.0,0.0,34528.30557112597,11590689.282637559,0.8608738937074999,5.109895709358198,1.1820056789272262,0.26524655419069615,17182.37004518228,-18.115355363038617,-7.49880884667875e-05,0.0,0.1429291107398712,8.209895709358198,34528.238842127386,-2.772501519032744e-05,0.9786571433911447,96951.42030917267,22535925.41218078,3370.191162109375,-32.657340938604705,70.25838138007342,-9181850.084125718,11590676.546811614,0.1819576742370273,0.018422821526688764,0.0,5.546798897147453e-05,0.0,-9.805509132845303,0.0,3.937809269716905e-08,1.934578324136299e-05,0.018349448625092097,2.6081977923887507,12.377950379750613,2.9101408681101368e-08,-2.763863143890793e-05,-622.8621366019839,0.0,-622.8621366019839,0.0
380.97499999991055,565.042423448945,362.9378819749996,-0.0908312359660679,-61.333771035836094,1.5693431563092564,0.0002326958003443135,4.710908047971281,-3.141564891662025,936060.1543230396,591778.7852727103,0.26339292526245117,-0.47321411967277527,0.4939567533192554,2229.314556294988,405.06082952507137,338.89229559878186,0.0,0.0,34257.56218513195,11586935.823976217,0.860953052826634,5.110077497039157,1.1827094805827838,0.26537695931574246,16905.19294350839,-17.97587367874345,-7.499927253246108e-05,0.0,0.14293003436370624,8.210077497039157,34257.49759814631,-2.7754525039114242e-05,0.9782974948603607,97022.7173233086,22535139.555573184,3369.22021484375,-32.657159150923746,68.90800546447838,-9178564.110475248,11586923.491738217,0.18117569625542893,0.018131926254149833,0.0,5.419856348516619e-05,0.0,-9.805528061509255,0.0,3.90974525128017e-08,1.920373801164131e-05,0.018059942905842688,2.6083486626966064,12.378396236850719,2.843945887082016e-08,-2.7427896334258274e-05,-618.0914716083043,0.0,-618.0914716083043,0.0
381.07499999991046,565.0334527311904,356.82079489828203,-0.08903626595140005,-61.07308411068015,1.5693662550932872,0.00022996558001377426,4.710931117167698,-3.1415648620744108,935723.3358415943,591441.966791265,0.2633119821548462,-0.47337600588798523,0.4940586083969647,2211.734446527303,405.0890026738983,338.9158924584068,0.0,0.0,33987.640310802846,11582962.414845524,0.8610321879977658,5.110259271968716,1.1834106186074884,0.2654813301053053,16631.053122645215,-17.84363473701051,-7.503929373103846e-05,0.0,0.1429309982016875,8.210259271968717,33987.577791654454,-2.778410191250913e-05,0.9779395515105671,97093.75441766041,22534353.72955086,3368.184814453125,-32.65697737599419,67.58807622585503,-9175279.064364025,11582950.475237131,0.1803938899291719,0.017844097719738283,0.0,5.295295221547815e-05,0.0,-9.805546909986736,0.0,3.881732744985312e-08,1.906932860538894e-05,0.01777347265544806,2.6082642111484446,12.378605974189334,2.780049244192336e-08,-2.7227658326688656e-05,-613.5576839609531,0.0,-613.5576839609531,0.0
