time[s],x[m],y[m],vx[m/s],vy[m/s],theta[rad],theta_dot[rad/s],alpha[rad],mass[kg],gimbalanglecommanded[deg],u0
101.29999999999852,13738.458640060902,42823.28448682655,527.787236077691,1010.2008298487531,1.0390024543476306,0.012517179295910499,-0.050341913118952204,3833586.949910755,-34.5145252359728,-0.7669894496882844
101.39999999999851,13791.273571115506,42924.23447440169,528.1493105460321,1009.4998757513765,1.0405946501369108,0.015921957892799505,-0.04818314417899149,3833107.2644585925,-33.87442502355128,-0.7527650005233618
101.49999999999851,13844.125138336078,43025.11379182909,528.5156722057161,1008.7931742740327,1.042541294311268,0.019466441743572642,-0.04566379933034348,3832627.57900643,-33.19656019242451,-0.7377013376094337
101.5999999999985,13897.013675269174,43125.92198188305,528.8853693309705,1008.0819005396013,1.0448538907624099,0.023125964511418514,-0.04277358290439359,3832147.893554268,-32.485868522679034,-0.7219081893928674
101.6999999999985,13949.939430935861,43226.65869937006,529.2575566668625,1007.3671748701053,1.0475417173852493,0.026878266228394822,-0.039504323108170425,3831668.2081021057,-31.74682443362342,-0.7054849874138538
101.79999999999849,14002.902578680474,43327.323705122246,529.6314774461194,1006.6500575218437,1.0506120419280995,0.030703245428501783,-0.03584976784454641,3831188.5226499434,-30.98348574538564,-0.6885219054530142
101.89999999999849,14055.903223479978,43427.916859676545,530.0064479950344,1005.9315455429895,1.0540703153382671,0.034582734101674326,-0.03180540186781333,3830708.837197781,-30.19953687000849,-0.6711008193335221
101.99999999999848,14108.941407948168,43528.438116798505,530.3818446819142,1005.2125712195959,1.057920344910518,0.03850029572250999,-0.02736828294914706,3830229.151745619,-29.398328052203727,-0.6532961789378606
102.09999999999847,14162.017117243642,43628.88751696799,530.7570929547388,1004.4940016948128,1.062164449467868,0.04244104557349883,-0.022536894856389544,3829749.4662934565,-28.58291057878948,-0.6351757906397663
102.19999999999847,14215.130283065722,43729.26518091217,531.1316582208023,1003.7766394417808,1.0668035986631232,0.04639149195255651,-0.01731101512634825,3829269.780841294,-27.756068071040204,-0.6168015126897823
102.29999999999846,14268.28078689923,43829.57130324685,531.505038335072,1003.0612233468161,1.0718375383141268,0.05033939651003467,-0.011691595802316268,3828790.095389132,-26.920344094395887,-0.598229868764353
102.39999999999846,14321.468462647457,43929.8061462688,531.8767574822708,1002.3484302194986,1.0772649034953898,0.05427365181262886,-0.00568065550913599,3828310.4099369696,-26.078066387134516,-0.5795125863807671
102.49999999999845,14374.693098773245,44029.970033928104,532.2463612578672,1001.6388765930965,1.0830833209169637,0.05818417421574116,0.0007188185673157044,3827830.7244848073,-25.23136804008537,-0.5606970675574527
102.59999999999845,14427.954440050611,44130.0633459996,532.6134127736589,1000.9331207149476,1.0892895019364468,0.062061810194832354,0.007502960046084084,3827351.039032645,-24.382205965181573,-0.5418267992262572
102.69999999999844,14481.252189013958,44230.086512465015,532.9774896334667,1000.2316646541145,1.0958793273771053,0.06589825440658255,0.014667105143984394,3826871.353580483,-23.532376980386143,-0.5229417106752476
102.79999999999843,14534.58600717826,44330.040008112475,533.3381816430255,999.534956474606,1.102847925166985,0.0696859778987964,0.02220586782485579,3826391.6681283205,-22.68353181843443,-0.5040784848540985
102.89999999999843,14587.955516091779,44429.92434735629,533.6950891351742,998.8433924381484,1.110189741671771,0.07341816504786042,0.030113209099636995,3825911.982676158,-21.837187341328335,-0.4852708298072963
102.99999999999842,14641.360298272459,44529.74007927749,534.0478218067942,998.1573192120765,1.1178986074681194,0.07708865796348421,0.03838250115303122,3825432.297223996,-20.994737214582113,-0.4665497158796025
103.09999999999842,14694.799898070221,44629.48778288413,534.3959979776259,997.4770360663172,1.1259677981936778,0.08069190725558294,0.04700658686932879,3824952.6117718336,-20.157461266820306,-0.4479435837071179
103.19999999999841,14748.273822489542,44729.168062589066,534.7392441931972,996.8027970494076,1.134390091014014,0.08422292820336086,0.05597783524103317,3824472.9263196713,-19.32653373283635,-0.42947852739636333
103.2999999999984,14801.781542000017,44828.78154390283,535.0771951047416,996.1348131376143,1.143157817173874,0.08767726159860202,0.06528819307781597,3823993.240867509,-18.503030552341585,-0.4111784567187019
103.3999999999984,14855.322491356847,44928.32886933823,535.4094935682966,995.4732543539719,1.1522629110139693,0.09105093840095145,0.07492923335328072,3823513.5554153468,-17.687935853304452,-0.3930652411845434
103.4999999999984,14908.89607044818,45027.8106945238,535.7357909133353,994.8182518557591,1.1616969557305281,0.09434044716558612,0.08489220042877843,3823033.8699631845,-16.88214777793557,-0.3751588395096794
103.59999999999839,14962.501645182027,45127.22768452278,536.0557473384721,994.1698999898265,1.17145122622364,0.09754270493112088,0.09516805246758708,3822554.184511022,-16.086483845262315,-0.357477418783607
103.69999999999838,15016.138548421817,45226.58051035436,536.369032397909,993.5282583157464,1.1815167292433018,0.10065503019661588,0.10574750122024355,3822074.49905886,-15.301685703423288,-0.34003746007607305
103.79999999999838,15069.806080976594,45325.86984571404,536.6753255477595,992.8933535967842,1.1918842410317945,0.10367511788492598,0.11662104935584239,3821594.8136066976,-14.528423540519313,-0.32285385645598474
103.89999999999837,15123.503512649208,45425.0963638899,536.9743167261403,992.265181758544,1.202544342631847,0.10660101600052546,0.12777902548874298,3821115.1281545353,-13.76730016290442,-0.3059400036200982
103.99999999999837,15177.230083343717,45524.26073487138,537.2657069450909,991.6437098148389,1.2134874530060549,0.10943110374207596,0.1392116170295714,3820635.442702373,-13.018854794500854,-0.2893078843222412
104.09999999999836,15230.98500423132,45623.363622647375,537.5492088760334,991.02887775998,1.2247038600934765,0.11216407087421874,0.15090890097288387,3820155.7572502107,-12.283566639868248,-0.2729681475526277
104.19999999999835,15284.767458972688,45722.405682690005,537.8245474136991,990.4206004262959,1.236183749913508,0.11479889820031536,0.1628608727207486,3819676.0717980484,-11.561858245747537,-0.25693018323883415
104.29999999999835,15338.576604993315,45821.38755962054,538.0914602062699,989.8187693053331,1.2479172338144089,0.11733483900901033,0.17505747303115712,3819196.386345886,-10.854098689012218,-0.2412021930891604
104.39999999999834,15392.411574807513,45920.309885053626,538.3496981419678,989.2232543308779,1.2598943739537438,0.11977140139334502,0.18748861317216203,3818716.700893724,-10.160606613317583,-0.22579125807372408
104.49999999999834,15446.271477385964,46019.173275615794,538.5990257845084,988.6339056216807,1.272105207089987,0.12210833136243343,0.2001441983564678,3818237.0154415616,-9.481653132008866,-0.21070340293353035
104.59999999999833,15500.15539956114,46117.978331133956,538.8392217517509,988.0505551815834,1.2845397667582932,0.1243455966830621,0.21301414952653072,3817757.3299893993,-8.81746461096732,-0.19594365802149602
104.69999999999833,15554.062407464495,46216.72563298942,539.0700790335574,987.4730185546339,1.2971881038985507,0.12648337140257165,0.22608842355673398,3817277.644537237,-8.168225341921584,-0.18151611870936854
104.79999999999832,15607.99154798913,46315.41574263269,539.2914052463403,986.9010964327354,1.3100403060001022,0.1285220210155187,0.2393570319366232,3816797.9590850747,-7.53408011416839,-0.16742400253707532
104.89999999999831,15661.941850271434,46414.049200254034,539.5030228230489,986.3345762134013,1.3230865148246376,0.13046208824535238,0.2528100579972974,3816318.2736329124,-6.915136690632416,-0.1536697042362759
104.99999999999831,15715.912327185279,46512.626523604566,539.7047691384449,985.773233505283,1.3363169427665431,0.13230427941905518,0.26643767274166175,3815838.58818075,-6.311468192575553,-0.14025484872390118
105.0999999999983,15769.901976842324,46611.14820696249,539.8964965704595,985.2168335792775,1.3497218879083166,0.13404945141773583,0.2802301493382162,3815358.902728588,-5.723115396062724,-0.1271803421347272
105.1999999999983,15823.909784092246,46709.61472023882,540.0780724992172,984.6651327632211,1.363291747827298,0.1356985991898136,0.2941778763372464,3814879.2172764256,-5.150088942342364,-0.11444642094094143
105.29999999999829,15877.934722016844,46808.02650821666,540.2493792459799,984.1178797784052,1.3770170322088937,0.13725284381595798,0.3082713696676007,3814399.5318242633,-4.592371463665991,-0.10205269919257758
105.39999999999829,15931.975753412324,46906.3839899183,540.4103139548067,983.5748170164151,1.39088837432055,0.13871342111656082,0.3225012834716173,3813919.846372101,-4.0499196255964485,-0.0899982139021433
105.49999999999828,15986.03183225434,47004.68755809381,540.5607884201675,983.0356817550808,1.4048965413998908,0.1400816707934107,0.33685841983512366,3813440.1609199387,-3.5226660865749295,-0.07828146859055399
105.59999999999827,16040.101905593609,47102.93757934015,540.7007333926815,982.5002124634502,1.419032409748503,0.14135868348612085,0.35133370453092794,3812960.4754677764,-3.0105213753676274,-0.0669004750081695
105.69999999999827,16094.184914168574,47201.13439291671,540.8300857496657,981.968135765611,1.4332870394401942,0.14254629691691387,0.36591825730023597,3812480.790015614,-2.5134434555116414,-0.05585429901136981
105.79999999999826,16148.27979414665,47299.27831094255,540.9487997807549,981.4391802584164,1.447651649804043,0.14364610363848332,0.38060337021002844,3812001.104563452,-2.0312391597049277,-0.04513864799344284
105.89999999999826,16202.385478473116,47397.369618308505,541.0568432646596,980.9130736595605,1.4621176260009225,0.14465976196879704,0.3953805123797218,3811521.4191112895,-1.5637646909404772,-0.034750326465343935
105.99999999999825,16256.500898181503,47495.40857267969,541.1541970838722,980.3895437118911,1.4766765247688252,0.1455889876790257,0.4102413350267396,3811041.7336591273,-1.110859004296021,-0.024685755651022687
