time[s],x[m],y[m],vx[m/s],vy[m/s],theta[rad],theta_dot[rad/s],alpha[rad],gamma[rad],mass[kg],masspropellant[kg],u0,u1,u2,u3
379.91000000001776,13672.457665415393,43286.03391013775,-59.22911625506761,-1275.6596154708666,1.3549529581799518,-0.007264340786654955,-3.311039154887308,4.66599211306726,401988.1162696005,128936.38878848005,-1.0,-0.7917132391932682,0.0,0.0
379.92000000001775,13671.866188412334,43273.27973460004,-59.14770030586283,-1275.4175537707254,1.35488043867523,-0.00725195047217426,-3.3111665789192903,4.66604701759452,401949.27132891974,128897.54384779926,-1.0,-0.7915460149688442,0.0,0.0
379.93000000001774,13671.275531449257,43260.52798001941,-59.065696307788876,-1275.1754580624006,1.3548080527945177,-0.007238588071228428,-3.3112943493830116,4.666102402177529,401910.4110947896,128858.68361366913,-1.0,-0.7913707357616658,0.0,0.0
379.94000000001773,13670.685700351642,43247.77864671622,-58.98310976161289,-1274.9333303189742,1.3547358101640012,-0.007224263051630615,-3.3114224527031864,4.666158262867188,401871.5358299601,128819.80834883956,-1.0,-0.7911973909147492,0.0,0.0
379.9500000000177,13670.09670089655,43235.031735016695,-58.899945509138554,-1274.6911699525576,1.3546637203170444,-0.007208984695693387,-3.3115508758172645,4.666214596134309,401832.6455045992,128780.9180234787,-1.0,-0.7910229050110502,0.0,0.0
379.9600000000177,13669.50853881108,43222.28724524491,-58.81620854699434,-1274.4489771786139,1.3545917926947046,-0.0071927622339843155,-3.311679605660262,4.666271398354967,401793.7401828356,128742.01270171511,-1.0,-0.7908483003644505,0.0,0.0
379.9700000000177,13668.921219773376,43209.54517772529,-58.73190377046793,-1274.2067519621196,1.3545200366466892,-0.007175604801554805,-3.3118086293261078,4.666328665972797,401754.81990158145,128703.09242046096,-1.0,-0.790673313858133,0.0,0.0
379.9800000000177,13668.334749412828,43196.805532781815,-58.647036054711826,-1273.964494347194,1.3544484614321526,-0.007157521453663636,-3.3119379340152406,4.666386395447393,401715.88470838644,128664.15722726595,-1.0,-0.7904980831648573,0.0,0.0
379.9900000000177,13667.749133310532,43184.06831073827,-58.56161022971708,-1273.7222043541087,1.3543770762205358,-0.007138521161666183,-3.3120675070496697,4.666444583270206,401676.9346495487,128625.20716842823,-1.0,-0.7903226193149748,0.0,0.0
380.0000000000177,13667.164376999644,43171.33351191816,-58.47563108867826,-1273.4798820113974,1.3543058900923812,-0.007118612815457543,-3.3121973358667844,4.666503225959166,401637.9697737653,128586.24229264479,-1.0,-0.7901469714874111,0.0,0.0
380.01000000001767,13666.580485965786,43158.6011366447,-58.38910338586849,-1273.2375273458356,1.3542349120401438,-0.00709780522374093,-3.3123274080198772,4.666562320060021,401598.99013093644,128547.26264981595,-1.0,-0.7899711756330362,0.0,0.0
380.02000000001766,13665.997465647408,43145.871185240845,-58.30203183779467,-1272.9951403855366,1.354164150968994,-0.007076107114994225,-3.3124577111765685,4.666621862145562,401559.9957724806,128508.26829136015,-1.0,-0.7897952705050557,0.0,0.0
380.03000000001765,13665.415321436174,43133.14365802926,-58.21442112332054,-1272.752721158977,1.354093615697612,-0.007053527138194488,-3.3125882331179044,4.666681848815516,401520.98675118136,128469.2592700609,-1.0,-0.7896192927080847,0.0,0.0
380.04000000001764,13664.834058677334,43120.418555332304,-58.1262758841038,-1272.510269695279,1.354023314958976,-0.007030073863606679,-3.3127189617372617,4.666742276696238,401481.9631211801,128430.23564005957,-1.0,-0.7894432782566583,0.0,0.0
380.05000000001763,13664.253682670085,43107.69587747206,-58.037600724928886,-1272.2677860241063,1.3539532574011406,-0.007005755783537874,-3.3128498850393258,4.666803142440466,401442.92493792484,128391.19745680432,-1.0,-0.7892672621208476,0.0,0.0
380.0600000000176,13663.674198667944,43094.975624770304,-57.94840021406595,-1272.0252701756795,1.3538834515880096,-0.006980581313089231,-3.312980991139062,4.666864442727071,401403.8722581343,128352.14477701377,-1.0,-0.7890912783946987,0.0,0.0
380.0700000000176,13663.09561187911,43082.2577975485,-57.85867888361535,-1271.7827221807568,1.3538139060001007,-0.006954558790895577,-3.3131122682607,4.666926174260801,401364.8051397579,128313.07765863738,-1.0,-0.7889153602707666,0.0,0.0
380.0800000000176,13662.51792746681,43069.54239612779,-57.76844122985013,-1271.540142070624,1.3537446290353021,-0.006927696479856066,-3.3132437047367373,4.666988333772039,401325.72364193836,128273.9961608178,-1.0,-0.7887395400721289,0.0,0.0
380.0900000000176,13661.941150549674,43056.829420829024,-57.67769171355294,-1271.297529877082,1.3536756290096237,-0.006900002567855127,-3.313375289006939,4.667050918016563,401286.6278249742,128234.90034385366,-1.0,-0.7885638492669387,0.0,0.0
380.1000000000176,13661.36528620207,43044.1188719727,-57.58643476034879,-1271.0548856324365,1.353606914157939,-0.006871485168474291,-3.3135070096173616,4.6671139237753,401247.5177502839,128195.79026916332,-1.0,-0.7883883184887963,0.0,0.0
380.1100000000176,13660.79033945446,43031.410749879,-57.49467476103263,-1270.812209369483,1.353538492634722,-0.006842152321694741,-3.3136388552193763,4.667177347854098,401208.39348036965,128156.66599924912,-1.0,-0.7882129775513022,0.0,0.0
380.12000000001757,13660.216315293741,43018.70505486779,-57.40241607189449,-1270.5695011215025,1.353470372514776,-0.006812011994591615,-3.313770814568713,4.667241187083489,401169.2550787836,128117.52759766311,-1.0,-0.7880378554742492,0.0,0.0
380.13000000001756,13659.64321866359,43006.00178725857,-57.30966301503777,-1270.3267609222441,1.3534025617939558,-0.0067810720820188405,-3.3139028765245038,4.66730543831846,401130.102610093,128078.37512897253,-1.0,-0.7878629804890807,0.0,0.0
380.14000000001755,13659.071054464803,42993.30094737051,-57.216419878695824,-1270.08398880592,1.3533350683898828,-0.006749340407286284,-3.3140350300483448,4.667370098438227,401090.9361398475,128039.20865872702,-1.0,-0.787688380066902,0.0,0.0
380.15000000001754,13658.499827555628,42980.60253552244,-57.12269091754256,-1269.8411848071912,1.3532679001426546,-0.006716824722827984,-3.314167264203359,4.6674351643460135,401051.75573454617,128000.0282534257,-1.0,-0.7875140809261211,0.0,0.0
380.16000000001753,13657.929542752097,42967.90655203283,-57.028480353000624,-1269.598348961161,1.353201064815546,-0.006683532710862769,-3.314299568153279,4.667500632968825,401012.5614616061,127960.83398048565,-1.0,-0.7873401090553671,0.0,0.0
380.1700000000175,13657.360204828363,42955.212997219794,-56.933792373544506,-1269.3554813033625,1.3531345700957054,-0.006649471984046564,-3.314431931161532,4.667566501257237,400973.353389331,127921.62590821057,-1.0,-0.7871664897244045,0.0,0.0
380.1800000000175,13656.791818517013,42942.5218714011,-56.83863113500085,-1269.112581869751,1.3530684235948442,-0.0066146500861172216,-3.314564342590333,4.667632766185177,400934.13158688095,127882.40410576048,-1.0,-0.7869932475034147,0.0,0.0
380.1900000000175,13656.224388509405,42929.833174894135,-56.74300076084378,-1268.8696506966924,1.353002632849919,-0.006579074492531291,-3.3146967918997907,4.66769942474971,400894.8961242421,127843.16864312164,-1.0,-0.7868204062728182,0.0,0.0
380.2000000000175,13655.65791945598,42917.14690801592,-56.646905342488324,-1268.6266878209562,1.352937205323808,-0.0065427526110939755,-3.314829268647028,4.667766473970836,400855.6470721983,127803.91959107778,-1.0,-0.7866479892458301,0.0,0.0
380.2100000000175,13655.092415966585,42904.463071083126,-56.5503489395787,-1268.3836932797053,1.3528721484059822,-0.006505691782581136,-3.314961762485292,4.667833910891274,400816.3845023018,127764.6570211813,-1.0,-0.7864760189753724,0.0,0.0
380.2200000000175,13654.527882610782,42891.781664412025,-56.45333558027429,-1268.1406671104876,1.3528074694131687,-0.00646789928135462,-3.3150942631630964,4.667901732576265,400777.10848684615,127725.38100572562,-1.0,-0.7863045173740829,0.0,0.0
380.23000000001747,13653.964323918168,42879.10268831851,-56.35586926153202,-1267.8976093512297,1.352743175590009,-0.0064293823159704494,-3.3152267605233567,4.667969936113366,400737.81909883855,127686.091617718,-1.0,-0.7861335057266843,0.0,0.0
380.24000000001746,13653.401744378674,42866.42614311811,-56.25795394938339,-1267.6545200402213,1.3526792741097111,-0.006390148029779359,-3.315359244502538,4.668038518612249,400698.51641197276,127646.78893085224,-1.0,-0.7859630046954408,0.0,0.0
