time,y,v,a,m,tau
107.49999999999817,251666.0401550939,3036.58057965739,25.093559633605743,177452.19690054478,0.18820341058297954
107.59999999999816,251969.94918629632,3039.0903120240455,25.097323666555766,177271.80409997134,0.18803238639007538
107.69999999999816,252274.10922807246,3041.6004177612576,25.101057372120813,177091.57540438813,0.18786133159835233
107.79999999999815,252578.52031745625,3044.110893837998,25.104760767402013,176911.51084250116,0.18769024688491018
107.89999999999814,252883.18249117874,3046.6217372249494,25.10843386951477,176731.6104423687,0.1875191329249696
107.99999999999814,253188.09578566818,3049.1329448945075,25.112076695581734,176551.874231403,0.1873479903918364
108.09999999999813,253493.26023705024,3051.644513820779,25.115689262714753,176372.30223637234,0.18717681995680638
108.19999999999813,253798.6758811482,3054.156440979582,25.119271588029285,176192.89448340284,0.18700562228924536
108.29999999999812,254104.34275348304,3056.668723348446,25.122823688637148,176013.6509979803,0.18683439805655253
108.39999999999812,254410.2608892737,3059.1813579066124,25.126345581664616,175834.57180495205,0.18666314792425934
108.49999999999811,254716.4303234372,3061.694341635034,25.129837284216322,175655.6569285289,0.18649187255583874
108.5999999999981,255022.85109058884,3064.2076715163753,25.133298813411294,175476.90639228688,0.18632057261290022
108.6999999999981,255329.52322504233,3066.721344535011,25.136730186361383,175298.32021916928,0.18614924875507677
108.7999999999981,255636.44676081004,3069.2353576770297,25.140131420185647,175119.89843148834,0.1859779016401038
108.89999999999809,255943.62173160305,3071.74970793023,25.143502532006757,174941.6410509271,0.18580653192380228
108.99999999999808,256251.04817083146,3074.264392284123,25.146843538929296,174763.5480985414,0.18563514025996566
109.09999999999808,256558.72611160445,3076.7794077299295,25.15015445806511,174585.6195947616,0.1854637273004969
109.19999999999807,256866.6555867305,3079.294751260584,25.15343530654411,174407.85555939452,0.18529229369546826
109.29999999999806,257174.83662871757,3081.810419870732,25.156686101481768,174230.25601162514,0.18512084009295068
109.39999999999806,257483.26926977324,3084.3264105567296,25.15990685997538,174052.82097001866,0.18494936713899687
109.49999999999805,257791.95354180492,3086.8427203166448,25.163097599151264,173875.55045252218,0.1847778754778936
109.59999999999805,258100.88947641995,3089.359346150258,25.16625833613216,173698.44447646654,0.1846063657519909
109.69999999999804,258410.07710492585,3091.8762850590592,25.169389088015308,173521.50305856828,0.18443483860158924
109.79999999999804,258719.51645833047,3094.3935340462535,25.172489871941636,173344.72621493132,0.18426329466530686
109.89999999999803,259029.20756734215,3096.9110901167537,25.17556070500111,173168.11396104895,0.18409173457958275
109.99999999999802,259339.15046236987,3099.428950277186,25.17860160432008,172991.66631180551,0.18392015897913994
110.09999999999802,259649.34517352347,3101.9471115358883,25.181612587024944,172815.3832814783,0.1837485684967956
110.19999999999801,259959.79173061377,3104.465570902909,25.184593670205615,172639.2648837395,0.18357696376327215
110.29999999999801,260270.49016315278,3106.984325390008,25.18754487099212,172463.31113165777,0.1834053454076019
110.399999999998,260581.44050035384,3109.5033720106594,25.19046620651452,172287.52203770014,0.18323371405691852
110.499999999998,260892.64277113185,3112.0227077800455,25.1933576938627,172111.89761373404,0.18306207033624905
110.59999999999799,261204.09700410336,3114.5423297150624,25.196219350166707,171936.43787102884,0.1828904148689375
110.69999999999798,261515.8032275868,3117.0622348343168,25.199051192541994,171761.1428202578,0.18271874827635995
110.79999999999798,261827.7614696026,3119.5824201581263,25.20185323809671,171586.0124714999,0.1825470711779656
110.89999999999797,262139.97175787346,3122.1028827085206,25.20462550394258,171411.04683424166,0.1823753841913361
110.99999999999797,262452.4341198244,3124.623619509242,25.20736800721341,171236.2459173787,0.18220368793228411
111.09999999999796,262765.14858258294,3127.144627585743,25.21008076500999,171061.60972921792,0.1820319830145686
111.19999999999796,263078.1151729795,3129.6659039651877,25.212763794447746,170887.13827747913,0.18186027005014602
111.29999999999795,263391.33391754713,3132.187445676453,25.21541711265312,170712.83156929672,0.18168854964915324
111.39999999999795,263704.80484252214,3134.709249750126,25.218040736730565,170538.6896112217,0.18151682241973868
111.49999999999794,264018.527973844,3137.2313132185054,25.220634683791836,170364.71240922334,0.18134508896821722
111.59999999999793,264332.5033371555,3139.753633115602,25.223198970967083,170190.89996869102,0.18117334989912975
111.69999999999793,264646.7309578032,3142.2762064771387,25.225733615368085,170017.25229443595,0.18100160581505526
111.79999999999792,264961.21086083725,3144.7990303405486,25.228238634099235,169843.76939069308,0.18082985731667017
111.89999999999792,265275.94307101174,3147.3221017449773,25.230714044287026,169670.4512611228,0.1806581050029037
111.99999999999791,265590.9276127849,3149.845417731282,25.233159863046936,169497.2979088127,0.1804863494707685
112.0999999999979,265906.1645103191,3152.36897534203,25.235576107479595,169324.3093362795,0.18031459131534436
112.1999999999979,266221.65378748125,3154.892771621502,25.23796279472264,169151.48554547058,0.1801428311300472
112.2999999999979,266537.3954678428,3157.4168036156902,25.240319941880443,168978.826537766,0.17997106950626993
112.39999999999789,266853.38957468007,3159.9410683722954,25.2426475660536,168806.3323139802,0.17979930703353716
112.49999999999788,267169.63613097416,3162.465562940734,25.244945684383488,168634.00287436368,0.1796275442997363
112.59999999999788,267486.13515941135,3164.990284372132,25.247214313981893,168461.8382186048,0.17945578189075823
112.69999999999787,267802.8866823833,3167.5152297193263,25.249453471941962,168289.83834583167,0.17928402039055727
112.79999999999787,268119.890721987,3170.0403960368662,25.25166317539771,168118.0032546138,0.1791122603814578
112.89999999999786,268437.1473000251,3172.5657803810136,25.253843441472,167946.33294296384,0.17894050244389056
112.99999999999785,268754.6564380061,3175.09137980974,25.255994287261736,167774.82740833942,0.1787687471563196
113.09999999999785,269072.41815714433,3177.6171913827284,25.25811572988603,167603.48664764492,0.1785969950954913
113.19999999999784,269390.4324783605,3180.143212161375,25.260207786464065,167432.31065723315,0.1784252468363234
113.29999999999784,269708.69942228135,3182.6694392087857,25.262270474107552,167261.2994329071,0.17825350295186942
113.39999999999783,270027.21900924033,3185.195869589781,25.264303809954335,167090.4529699217,0.17808176401349196
113.49999999999783,270345.99125927745,3187.72250037089,25.266307811089987,166919.77126298563,0.1779100305904669
113.59999999999782,270665.0161921395,3190.249328620354,25.268282494641177,166749.25430626303,0.17773830325046044
113.69999999999781,270984.2938272803,3192.7763514081257,25.27022787771959,166578.90209337525,0.17756658255924698
113.79999999999781,271303.82418386085,3195.3035658058707,25.272143977448174,166408.71461740253,0.17739486908084456
113.8999999999978,271623.60728074954,3197.8309688869635,25.27403081092735,166238.69187088584,0.17722316337734664
113.9999999999978,271943.6431365222,3200.3585577264944,25.275888395306296,166068.83384582846,0.17705146600928492
114.09999999999779,272263.93176946236,3202.886329401261,25.27771674766303,165899.14053369788,0.17687977753502612
114.19999999999779,272584.47319756134,3205.414280989774,25.279515885131694,165729.61192542742,0.1767080985114177
114.29999999999778,272905.2674385186,3207.9424095722566,25.28128582482399,165560.24801141804,0.1765364294933935
114.39999999999777,273226.3145097417,3210.4707122306418,25.28302658385161,165391.04878153998,0.17636477103408985
114.49999999999777,273547.6144283465,3212.999186048576,25.284738179341275,165222.01422513454,0.17619312368492374
114.59999999999776,273869.1672111577,3215.5278281114156,25.286420628393394,165053.14433101576,0.1760214879953875
114.69999999999776,274190.9728747083,3218.056635506229,25.288073948134688,164884.4390874722,0.175849864513316
114.79999999999775,274513.03143524047,3220.5856053217967,25.289698155673072,164715.89848226856,0.1756782537846628
114.89999999999775,274835.34290870535,3223.1147346486105,25.2912932681353,164547.52250264745,0.1755066563536914
114.99999999999774,275157.90731076326,3225.6440205788726,25.292859302621736,164379.31113533117,0.17533507276275145
115.09999999999773,275480.7246567839,3228.1734602064985,25.29439627625913,164211.26436652322,0.17516350355254576
115.19999999999773,275803.7949618466,3230.703050627115,25.29590420616295,164043.3821819102,0.174991949261944
115.29999999999772,276127.11824074044,3233.232788938059,25.297383109441093,163875.66456666338,0.17482041042800467
115.39999999999772,276450.6945079643,3235.7626722383793,25.298833003205182,163708.1115054406,0.17464888758603384
115.49999999999771,276774.5237777272,3238.292697628838,25.300253904589596,163540.72298238764,0.1744773812696825
115.5999999999977,277098.6060639484,3240.822862211908,25.301645830698433,163373.49898114018,0.1743058920106851
115.6999999999977,277422.9413802576,3243.3531630917714,25.303008798631993,163206.43948482545,0.17413442033899462
