episode,reward,steps,updates
1,11.585484523103537,150,0
2,10.77076209515851,140,34
3,8.382571246172986,126,126
4,8.72424914950791,124,124
5,8.566781460942996,127,127
6,9.218026679049865,128,128
7,8.799548355658175,128,128
8,10.360411366821422,135,135
9,8.38996400246606,126,126
10,8.722979071284081,124,124
11,9.07210479259321,127,127
12,9.590640320256805,132,132
13,8.431078415698394,128,128
14,9.68817618974433,132,132
15,9.119088098410055,127,127
16,7.727347646577778,126,126
17,8.095945959154335,125,125
18,9.554992318070296,128,128
19,9.295807417604706,129,129
20,9.58013009468685,129,129
21,9.329705130946918,128,128
22,9.271273741871669,131,131
23,9.186985777037615,129,129
24,8.926053284688507,128,128
25,8.978906013150516,128,128
26,8.719143352860467,131,131
27,9.305119226752954,130,130
28,8.545353730603596,127,127
29,8.816866465198391,126,126
30,9.050019671023804,128,128
31,8.169038220384998,126,126
32,9.045151428559052,128,128
33,8.80575323774709,128,128
34,8.53148888853081,128,128
35,8.498500646060744,129,129
36,8.81442133488539,128,128
37,9.028083110474368,130,130
38,7.527092835455884,126,126
39,8.877778702813776,124,124
40,9.014430580380488,128,128
41,8.782803744758539,129,129
42,8.73493995801216,127,127
43,9.138909022439295,129,129
44,9.135400956912939,127,127
45,8.556798771200167,128,128
46,8.21770954528661,127,127
47,7.502923647883925,125,125
48,8.235692204616864,125,125
49,8.945424215414334,130,130
50,8.40754711064091,124,124
51,8.17531409629327,126,126
52,8.558488585844566,126,126
53,8.644350007602537,125,125
54,7.929146151579055,122,122
55,8.19987418941069,123,123
56,8.443473935643157,128,128
57,8.176663273289574,127,127
58,8.443837452427756,123,123
59,7.7217448828026605,120,120
60,7.248829566774336,119,119
61,8.142116824611145,123,123
62,7.783739098120069,125,125
63,7.923944383002688,126,126
64,8.18218331648231,121,121
65,8.911942208318987,123,123
66,7.473496897068332,117,117
67,7.562396851950808,119,119
68,7.951274361803356,121,121
69,8.431637906429815,123,123
70,7.852614900841257,122,122
71,7.9291180449589564,120,120
72,8.099660344927251,120,120
73,7.807482066452335,120,120
74,7.228410291598681,119,119
75,7.520374611145129,119,119
76,8.422529601716722,121,121
77,7.290464753243681,122,122
78,7.763787198753413,119,119
79,6.987548282854976,120,120
80,7.273502008614555,120,120
81,7.1635502756509855,120,120
82,7.425000601145203,119,119
83,7.701522631718106,121,121
84,7.344767633381562,117,117
85,7.596892494220645,121,121
86,8.054747293147411,124,124
87,7.635469606747387,123,123
88,7.280778244388987,121,121
89,6.872275186440053,118,118
90,8.00412174398703,120,120
91,7.757567257670564,119,119
92,7.424791790150059,120,120
93,7.668462430614669,122,122
94,8.139900675064473,122,122
95,8.205342953185621,125,125
96,8.205529700583245,123,123
97,7.246663104550517,118,118
98,7.305502721731795,114,114
99,6.795272667751078,117,117
100,7.83821088681321,121,121
101,8.346139095299167,123,123
102,7.924340182438883,121,121
103,8.27846542178793,123,123
104,7.602812742185832,118,118
105,7.695244041507404,117,117
106,7.262862858265238,116,116
107,6.953832954808408,118,118
108,7.945979865754173,123,123
109,8.810073097682984,125,125
110,7.6522316334164024,119,119
111,8.754475545358146,127,127
112,8.637589231435783,126,126
113,8.313254461575314,121,121
