time,x,y,vx,vy,theta,theta_dot,gamma,alpha,mass,mass_propellant,throttle,action,reward,dynamic_pressure,maximum_velocity,inertia,fuel_percentage_consumed,control_force_parallel,aero_force_x,d_thrust_cg,drag,lift,control_force_y,speed_of_sound,gravity_force_y,CD,d_cp_cg,air_density,control_force_perpendicular,g_load_1_sec_window,alpha_effective,aero_force_y,control_force_x,mach_number_max,x_cog,CL,mach_number,ug,vg,atmospheric_pressure,mass_flow,acceleration_dict_acceleration_x_component_control,acceleration_dict_acceleration_y_component_drag,acceleration_dict_acceleration_y_component_control,acceleration_dict_acceleration_y_component,acceleration_dict_acceleration_x_component_gravity,acceleration_dict_acceleration_y_component_wind,acceleration_dict_acceleration_y_component_gravity,acceleration_dict_acceleration_y_component_lift,acceleration_dict_acceleration_x_component_drag,acceleration_dict_acceleration_x_component_wind,acceleration_dict_acceleration_x_component,acceleration_dict_acceleration_x_component_lift,moment_dict_aero_moment_z,moment_dict_theta_dot_dot,moment_dict_M_wind_z,moment_dict_moments_z,moment_dict_control_moment_z
345.949999999944,30364.86067977519,972.3752268417593,-5.005294083167472,-269.3320091731462,1.552204765124798,0.0006770102455053409,4.693807015346202,-3.1416022502214043,1161963.237163376,817681.8681130467,0.418268084526062,-0.16346386075019836,0.48373281357267445,40467.68554532042,402.24435814257515,23018038.655561484,0.8078697888870361,18500918.130603615,15276.300074839302,8.097298044400107,820701.5485213936,-13.035275182236443,18497715.01305461,336.515650986541,-11391465.182572002,0.18863196174158625,-32.76993860356279,1.1139417903884605,0.0,0.7031558585641244,9.585665250444464e-06,820559.3620033563,344254.2245370255,1.015161549541014,4.997298044400107,-2.9960581089394367e-06,0.8010002746104968,0.0,0.0,90104.19203098615,5350.32275390625,0.2962694632038708,6.077507371201178e-07,15.919363385550696,6.819996875878639,0.0,0.0,-9.803636481977891,1.121638306515919e-05,0.013123797194455925,0.0,0.30938082284523516,2.084464299766519e-07,-169.36503317970792,-7.3579263513308476e-06,0.0,-169.36503317970792,0.0
346.0499999999439,30364.362078596212,945.4845492449533,-4.9744564870843115,-268.6516382840094,1.5522724195349176,0.0006762639730829378,4.693874713627704,-3.1416022940927864,1161428.74946196,817147.3804116307,0.4178423285484314,-0.1643153578042984,0.48418267660244857,40369.82768093303,402.36903582344115,23016994.756695133,0.8079953885832902,18478657.308842298,15117.820817215888,8.097544139398073,815146.6828170785,-13.054162505155878,18475481.27177621,336.62003766934885,-11386321.423890524,0.18780937398392342,-32.76969250856483,1.116886399866725,0.0,0.7015138568232451,9.629524666543432e-06,815006.4822882308,342589.716537546,1.0135080688104106,4.997544139398073,-3.007672287280716e-06,0.7987281303123612,0.0,0.0,90398.43157495669,5344.87646484375,0.2949726504499334,6.041936877116401e-07,15.907546012043447,6.803643552102981,0.0,0.0,-9.803719280382301,1.12378182775079e-05,0.012993462544614283,0.0,0.3079537923821368,2.080837414143203e-07,-170.55600621351766,-7.410003261346997e-06,0.0,-170.55600621351766,0.0
346.1499999999438,30363.866552286065,918.6618072847514,-4.94376097559734,-267.97288313209486,1.5523399989937814,0.0006755124991222109,4.693942337004238,-3.1416023380104563,1160894.8090475313,816613.439997202,0.41741448640823364,-0.16517101228237152,0.4846314031145131,40271.84552791458,402.49336109897894,23015951.483105686,0.8081208598590311,18456831.455414835,14961.63516920153,8.097790077314526,809672.046860782,-13.072772666458903,18453682.25863664,336.7241292852228,-11381182.700580502,0.18700189551374213,-32.76944657064838,1.11982952400817,0.0,0.699870984563116,9.673430000134431e-06,809533.7998574794,340937.63486867136,1.0118624529427853,4.9977900773145265,-3.0192882139457033e-06,0.796462933011635,0.0,0.0,90692.70489208511,5339.404296875,0.2936852092123638,6.0068876984138e-07,15.896084739819933,6.787711148851633,0.0,0.0,-9.803801870660715,1.125902918587606e-05,0.012864976524843679,0.0,0.3065379817439435,2.077148570469649e-07,-171.72719672908124,-7.461225179203803e-06,0.0,-171.72719672908124,0.0
346.2499999999437,30363.37408670706,891.9068420625913,-4.9132065430388705,-267.29570772487835,1.5524075029886737,0.0006747559216265049,4.694009884963237,-3.1416023819745638,1160361.415553879,816080.0465035497,0.4169869124889374,-0.16602618992328644,0.48507899576713454,40173.73062792686,402.6173350238697,23014908.836691935,0.8082462026282246,18435136.281277046,14807.648939090766,8.098035857716178,804273.4226176837,-13.091594793297075,18432013.738259666,336.82792672051966,-11376049.010082044,0.18620869201796475,-32.76920079024673,1.1227711435948993,0.0,0.698230665343061,9.717381936447111e-06,804137.0977846063,339292.2956156589,1.0102246537576836,4.998035857716178,-3.031019892407727e-06,0.794204541603843,0.0,0.0,90987.00941720216,5333.93505859375,0.2924022559417002,5.97233011172426e-07,15.884717891504048,6.771934469870898,0.0,0.0,-9.803884253296959,1.1280436911864246e-05,0.012738260339071297,0.0,0.30512842932304257,2.0734757364961402e-07,-172.89563701201314,-7.512332038281687e-06,0.0,-172.89563701201314,0.0
346.34999999994363,30362.88466776418,865.219495156913,-4.882792984360977,-266.62011928138486,1.5524749310082504,0.0006739942177668728,4.694077356991405,-3.141602425983155,1159828.5730093233,815547.203958994,0.4165562093257904,-0.16688759624958038,0.48552545721059953,40075.48773620205,402.7409586484102,23013866.824396163,0.8083714161990114,18413307.984619644,14655.777907263004,8.098281478980997,798947.0857508379,-13.110879887775958,18410211.954175975,336.9314308537343,-11370920.392911734,0.18542897407037826,-32.768955168981904,1.1257112393725537,0.0,0.6965613045508225,9.761378755079875e-06,798812.6527387914,337648.8394376746,1.0085946235213497,4.9982814789809975,-3.0429261838604837e-06,0.7919529460914438,0.0,0.0,91281.34257969701,5328.42529296875,0.2911196079275764,5.938237904121214e-07,15.873218148444412,6.756083115801021,0.0,0.0,-9.803966428770098,1.1302258034760181e-05,0.012613243790918152,0.0,0.30372088314745443,2.069858283324857e-07,-174.07048487526052,-7.5637217423512125e-06,0.0,-174.07048487526052,0.0
346.44999999994354,30362.39828139111,838.5996078637858,-4.852519963739755,-265.9461179799024,1.5525422825395827,0.0006732273805557666,4.694144752574306,-3.141602470034723,1159296.2828329317,815014.9137826024,0.4161243438720703,-0.16775131225585938,0.48597079009991856,39977.12173826225,402.86423302204406,23012825.4514685,0.8084965000838642,18391432.568355847,14505.938137676047,8.098526939886078,793689.2912637331,-13.130510600570958,18388362.894948784,337.03464256332825,-11365796.864006246,0.1846619397147254,-32.76870970807683,1.128649792271412,0.0,0.6948997737457603,9.805418886621453e-06,793556.7207187418,336008.869006363,1.0069723148198362,4.998526939886077,-3.054980813821384e-06,0.789708138002071,0.0,0.0,91575.70182566869,5322.9013671875,0.2898386495169896,5.904584635887618e-07,15.861659497444247,6.740227911100632,0.0,0.0,-9.80404839756067,1.1324391873094831e-05,0.012489857141810064,0.0,0.3023166573449487,2.0662771112739915e-07,-175.248849784749,-7.6152687184947985e-06,0.0,-175.248849784749,0.0
346.54999999994345,30361.914913544344,812.0470208706853,-4.822387316682957,-265.2737134261875,1.5526095570678442,0.0006724553804718812,4.694212071195037,-3.1416025141271926,1158764.54973967,814483.1806893407,0.4156889021396637,-0.1686221808195114,0.4864149971002835,39878.63911715979,402.98715919488245,23011784.72671929,0.8086214533686684,18369408.03786346,14358.046381098027,8.098772238369596,788496.2636933425,-13.150578609238986,18366364.583181616,337.1375627274064,-11360678.470615793,0.18390676522808122,-32.76846440959331,1.1315867833976787,0.0,0.6932453840772537,9.849500359315755e-06,788365.5272368375,334370.54172662826,1.0053576805613318,4.998772238369597,-3.0672058756175957e-06,0.7874701248778874,0.0,0.0,91870.08461711649,5317.3310546875,0.2885577935584485,5.871343506133082e-07,15.849953804081972,6.724277564593816,0.0,0.0,-9.804130160150397,1.134691788443085e-05,0.01236803089882011,0.0,0.30091409569816,2.0627461418090518e-07,-176.4347309513271,-7.667146770518254e-06,0.0,-176.4347309513271,0.0
346.64999999994336,30361.43455021522,785.5615749074313,-4.792394584081292,-264.60289913813966,1.5526767540771989,0.0006716782262822449,4.694279312336699,-3.1416025582594997,1158233.372661423,813952.0036110936,0.4152541756629944,-0.16949161887168884,0.4868580808761778,39780.043382186195,403.1097382146999,23010744.652099818,0.8087462759638051,18347422.39377166,14212.015086417514,8.099017373986658,783363.9511100284,-13.170847426094245,18344404.988541406,337.24019222367434,-11355565.203293208,0.18316256849048188,-32.76821927397624,1.1345221940326708,0.0,0.6915971527965914,9.89362193681842e-06,783235.0213693012,332737.3015623042,1.0037506739740651,4.999017373986658,-3.079547176432218e-06,0.7852388851313014,0.0,0.0,92164.48843191963,5311.77099609375,0.28728001576895557,5.838485610577962e-07,15.838263187313528,6.708390736137513,0.0,0.0,-9.804211717022152,1.1369632441857205e-05,0.012247692072054917,0.0,0.29951609996044126,2.059227813256382e-07,-177.62146474560873,-7.719066350571149e-06,0.0,-177.62146474560873,0.0
346.74999999994327,30360.95717744002,759.1431113019257,-4.762541324254754,-263.9336695516916,1.552743873052764,0.0006708959256421103,4.694346475483286,-3.141602602430522,1157702.7508962862,813421.3818459569,0.4148200750350952,-0.17035986483097076,0.48730004408207944,39681.337025025336,403.23197112437555,23009705.227201007,0.8088709680628514,18325467.63509567,14067.751555705408,8.099262346848732,778287.9431383997,-13.191299519603486,18322476.111998443,337.34253192564955,-11350457.05617753,0.182428379732599,-32.76797430111417,1.1374560055244802,0.0,0.6899555037380098,9.937782489366498e-06,778160.7937790096,331109.0004595939,1.0021512486627147,4.999262346848732,-3.0920013847635097e-06,0.7830143874456365,0.0,0.0,92458.9107530218,5306.2177734375,0.28600519451409384,5.80597925724756e-07,15.826580784932313,6.6925568300657154,0.0,0.0,-9.80429306865694,1.139252063855883e-05,0.012128762899312166,0.0,0.2981224707120953,2.05571916689231e-07,-178.80969859718718,-7.771055597261918e-06,0.0,-178.80969859718718,0.0
346.8499999999432,30360.48278127517,732.7914706087236,-4.732827478613175,-263.2660403172026,1.5528109134777206,0.0006701084351035219,4.694413560115562,-3.1416026466378413,1157172.690654587,812891.3216042577,0.41438108682632446,-0.17123781144618988,0.48774088938540383,39582.5273843167,403.3538589682521,23008666.462076064,0.8089955286047178,18303303.76840946,13925.15622049258,8.099507154601671,773263.3671112319,-13.212161306880372,18300337.99963392,337.44458270601905,-11345354.091176895,0.18170308899115845,-32.76772949336123,1.1403881993836738,0.0,0.6883183623154411,9.98197983026472e-06,773137.9728838805,329481.3163545879,1.0005593585528194,4.999507154601671,-3.10462207808726e-06,0.7807966485923297,0.0,0.0,92753.34907807146,5300.60205078125,0.28472959914756335,5.773789113487523e-07,15.814699177943634,6.676564328875962,0.0,0.0,-9.804374215536559,1.1415778251977148e-05,0.012011159258909509,0.0,0.29672939418164584,2.052255161190294e-07,-180.00827589247135,-7.823498862446862e-06,0.0,-180.00827589247135,0.0
