Generation,Global_Best_Fitness,Average_Fitness,Subswarm_1_Best,Subswarm_1_Average,Subswarm_2_Best,Subswarm_2_Average
0,-80.42935756171606,14684.970255548385,-80.42935756171606,14237.20784785279,4779.14796094122,15132.73266324398
1,-184.06073184049046,11848.576699178448,-184.06073184049046,12963.572558425274,4547.103679498681,10733.580839931621
2,-184.06073184049046,10257.121232477255,-184.06073184049046,9622.641783596226,78.01435330777218,10891.60068135829
3,-184.06073184049046,9287.878515593597,-184.06073184049046,8849.442198864997,10.109398841233258,9726.314832322194
4,-184.06073184049046,10746.577320035594,-184.06073184049046,11400.713971350604,10.109398841233258,10092.440668720586
5,-184.06073184049046,10617.8874874531,-184.06073184049046,11128.809313475233,10.109398841233258,10106.965661430966
6,-184.06073184049046,10684.997643328394,-184.06073184049046,11792.413163350435,-81.74781380676278,9577.582123306353
7,-184.06073184049046,10484.975538113275,-184.06073184049046,11265.292217815835,-102.80292813870275,9704.658858410712
8,-184.06073184049046,10403.8866906814,-184.06073184049046,10661.329723480389,-102.80292813870275,10146.443657882413
9,-184.06073184049046,10589.80477084301,-184.06073184049046,11708.56713833933,-161.25664001373917,9471.042403346692
10,-184.06073184049046,9982.013820695616,-184.06073184049046,9427.367273195645,-161.25664001373917,10536.66036819559
