X, Y
1144.4669728693398,915.4873725879647
884.7326243775949,810.0233100233104
678.6802940649095,715.403925463097
464.2142866994937,602.5123791395981
317.52665480476134,511.4067392173906
232.93471814181868,449.4179390629092
131.5016344602143,354.54338560847464
44.344215941849086,223.0486476048609
19.213528089267754,138.96360050206204
0.0, 100.0
0.0, 0.0
