step,state_mean,state_min,state_max,state_std,state_kurtosis,action_mean,action_min,action_max,action_std,action_kurtosis,reward_mean,reward_min,reward_max,reward_std,reward_kurtosis,critic_loss,actor_loss,alpha_loss,alpha_value,q_value_mean,q_value_min,q_value_max,q_value_std,log_prob_mean,log_prob_min,log_prob_max,log_prob_std,target_q_mean,target_q_min,target_q_max,target_q_std,per_beta,per_mean_weight,per_max_priority
6154.5,1.6559371199999997,1.4926968,1.76592232,0.072797854,-0.878511722,-0.05440422882000001,-0.991604809,0.9863925360000001,0.6078753499999999,-1.3166642599999998,-0.332823864,-10.0,0.21056407500000002,1.98216598,20.7788405,1.7962584018707275,4.707774376869201,-2.183884119987488,0.033840780165092434,-16.1176278,-97.9378565,4.06171446,27.365085099999998,-0.42428025300000005,-1.4661419299999998,1.5925275600000002,0.840278333,-16.0509728,-102.2629824,4.05150578,27.659790400000002,0.436933000000037,0.44878560500000003,22.315638000000003
6164.5,1.65689526,1.4934819999999998,1.7648134900000003,0.0719696128,-0.8067372579999998,-0.05780310369999999,-0.9956421579999999,0.9888077670000002,0.5975452170000002,-1.2541495900000001,-0.3726509480000001,-10.0,0.20999193000000002,2.06118399,19.2319027,2.017661225795746,5.200055408477783,-2.227794015407562,0.033749842084491166,-16.921891199999997,-97.15681939999999,3.98311017,27.893606,-0.39207411299999995,-1.59051621,1.64371363,0.8451823839999999,-16.911849,-100.1929576,4.077562779999999,28.2382105,0.43699300000003694,0.46966759300000005,22.315638000000003
6174.5,1.65661909,1.49380809,1.7657131,0.07189888929999999,-0.8614749850000001,-0.05949252602499999,-0.993769664,0.9916467639999998,0.6026795830000001,-1.2743748700000002,-0.39659511699999994,-10.0,0.21267446700000003,2.1038827700000002,18.1735181,1.9713739991188048,5.080476379394531,-2.2757543444633486,0.033656431352798465,-16.705427500000003,-96.79114459999998,4.028771089999999,28.118071500000003,-0.423597761,-1.44618777,1.7149040100000001,0.859019307,-16.7339078,-101.99381559999999,4.083346359999999,28.501155800000003,0.4370530000000371,0.472206144,22.315638000000003
6181.0,1.6539385333333332,1.4948356,1.7645509,0.07291464333333333,-0.8935539566666667,-0.041825965,-0.9888320199999999,0.98676825,0.5900491099999999,-1.2454526000000001,-0.4549021599999999,-10.0,0.21047206666666665,2.2283732,16.147498,1.4113954703013103,3.823242505391439,-2.039637565612793,0.03359605160798163,-15.199318999999997,-97.32319466666667,4.076472866666666,27.377241333333334,-0.43124080666666664,-1.5600325,1.6974702333333334,0.83890239,-15.127209,-102.17772666666667,4.098513966666666,27.666954333333333,0.4370920000000371,0.41817993999999997,22.315637999999996
12304.5,1.66498864,1.4964132200000002,1.7732746899999998,0.06695450909999999,-0.502820843,-0.1252128549,-0.9958484329999999,0.9852692929999998,0.6103683259999999,-1.2564604899999998,-0.22645164950000002,-10.0,0.208971105,1.7445495299999998,27.9613539,3.859193170070648,18.56612663269043,-3.0388001680374144,0.005606128630196099,-69.6516925,-237.85470100000003,3.0993853299999996,74.5220054,-0.664734761,-1.66799586,-0.022377943699999996,0.218821356,-68.4729492,-243.33134600000002,3.42311003,74.15543599999998,0.47383300000007383,0.35237219700000005,27.593447000000005
12314.5,1.6639990399999998,1.4987633700000003,1.7743779199999998,0.06731887109999998,-0.55062417,-0.15707222250000002,-0.99709151,0.984983523,0.607958917,-1.2493002199999999,-0.266255996,-10.0,0.20706975700000002,1.8238288299999996,27.63957875,2.355481708049774,20.61561336517334,-3.3876421451568604,0.005590206662078534,-67.6711699,-239.90602800000005,3.3633516,74.7007389,-0.668049173,-1.61748088,-0.0602536203,0.200361527,-67.3595272,-247.18948,3.4473808399999997,74.753954,0.47389300000007395,0.39154138999999993,27.593447000000005
12324.5,1.66409668,1.49684291,1.77427752,0.0666753069,-0.5377399580000001,-0.13606392659999997,-0.996391893,0.986846885,0.6029065069999999,-1.2461789399999998,-0.24058165999999997,-10.0,0.208663554,1.76823676,29.0279279,1.9131606340408325,21.63792324066162,-3.6380951166152955,0.005573811705183346,-66.4320353,-242.185709,3.31247628,74.08016099999999,-0.67365028,-1.72491655,-0.11173970559999999,0.18346542600000001,-66.1167599,-246.220737,3.4636429900000003,74.1539039,0.4739530000000739,0.4188345480000001,27.593447000000005
12330.0,1.6692964,1.49509,1.7804595,0.0663597,-0.46254253,-0.11647034,-0.9976375,0.97607815,0.6066435,-1.2546412,-0.29217783,-10.0,0.20395283,1.9608026,20.472023,3.1826062202453613,26.11676788330078,-3.880903482437134,0.005564488959697371,-71.598175,-244.65968,3.7285237,70.95331,-0.67935795,-1.0954298,-0.14134502,0.14617088,-72.26753,-242.2343,3.3676598,71.518936,0.473986000000074,0.4459174,27.593447
21954.5,1.6055660000000003,0.681177759,1.9316105499999998,0.20369804400000002,6.269371510000001,0.181354119,-0.9922507779999998,0.9772481860000001,0.6115078800000001,-1.15449999,-0.076189506,-10.0,0.44317985699999995,1.3463797359999998,58.0038801,2.1801079511642456,69.79999389648438,2.3033833146095275,0.008714778065540411,-200.258099,-623.56654,-5.80707083,146.06247000000002,2.2194562899999997,-1.858836455,3.03263301,0.7967245089999999,-199.990161,-621.221248,-5.52119173,146.11427299999997,0.531732999999838,0.389678872,58.52532999999998
21961.0,1.6072925,0.6592629466666667,1.9373945666666665,0.2027954333333333,6.049393966666666,0.15991538333333333,-0.9896903266666666,0.9601754666666666,0.6037697999999999,-1.2157314666666668,-0.24848799000000002,-10.0,0.4482236333333333,1.8582089000000002,23.67254166666667,2.6466928323109946,65.09036763509114,2.0793579816818237,0.00873233940783358,-208.67398666666668,-627.1176999999999,-5.629550166666667,146.89243,2.2324272666666665,-1.9561318333333333,3.0399201666666666,0.7771848499999999,-208.43585,-624.6943766666667,-5.4451336999999995,147.0356833333333,0.5317719999998378,0.34525333333333336,58.52533
44500.5,1.49275045,0.6482135200000001,1.93199955,0.36436169,-0.5663434700000001,0.386288785,-0.98877915,0.9884251,0.592753335,-0.333302615,-0.031973721999999996,-10.0,0.44879216,1.4202408499999999,41.6349085,0.5805632472038269,57.04841423034668,-0.06797050684690475,0.12390976360842099,-188.57668,-343.88495,-79.24240499999999,62.542182499999996,0.93786077,-4.131225000000001,2.2047594999999998,1.0422441,-189.0903,-353.49038499999995,-79.12248,63.126217999999994,0.6670089999987219,0.313303665,58.52533
70154.5,1.4352594100000002,0.6483388470000001,1.93126594,0.40368429600000005,-1.09293052,0.4750769979999999,-0.986272535,0.9911672069999999,0.516117976,0.8660079505999999,-0.004598509400000003,-9.937000399999999,0.45190471,1.40071432,46.9431108,0.3345627136528492,17.628624820709227,-0.014014269039034844,0.12839784274640206,-96.354053,-263.33858599999996,-45.7057742,61.790881999999996,0.98342116,-4.2494047,2.18000318,1.000980882,-96.4856376,-267.48764700000004,-45.508244,62.2902739,0.8209329999974516,0.2013061784,64.264145
70164.5,1.43402228,0.6476842429999999,1.93332516,0.408138775,-1.154168693,0.46569019999999994,-0.9838447800000001,0.9906752300000001,0.5162841370000001,0.725878639,-0.005301642769999998,-10.0,0.4518650409999999,1.42167154,40.877052600000006,0.4817142516374588,22.916453456878664,-0.017800929211080074,0.12825963651464017,-98.05465139999998,-264.32198099999994,-45.80227529999999,62.12273049999999,0.9675831269999999,-3.9719167500000006,2.2106599,0.9984232169999998,-98.11776990000001,-268.035166,-45.6430081,62.604843900000006,0.8209929999974511,0.258596108,64.264145
70171.0,1.4226328,0.6477466233333334,1.9353255999999999,0.4133817833333333,-1.2401482333333333,0.49113176333333336,-0.9759412366666665,0.9922175933333334,0.5008602966666666,0.7571984,0.08838546833333333,-9.456054666666667,0.4539365466666667,1.0585251,78.39518,0.38122645020484924,22.388377507527668,-0.025819070326785248,0.12817333623255264,-94.90870166666667,-268.94622999999996,-46.26409533333333,60.69923466666666,0.9756392799999999,-4.036843233333333,2.1604662,0.99707081,-95.03269666666665,-271.47184999999996,-45.63897733333334,61.28964133333333,0.821031999997451,0.26062245333333334,64.264145
105204.5,1.36943496,0.6482588830000001,1.9666377500000003,0.43616791099999996,-1.4126115799999999,0.381684173,-0.9643139890000001,0.993681743,0.5384051449999999,-0.6187999269999999,0.08440785795000001,-10.0,1.024329361,1.2704950140000002,60.17149490000001,0.23413098007440566,5.052475833892823,-0.0775680348277092,0.03965314808829532,-29.6527827,-183.60348800000003,4.611366649999999,37.1037717,0.9310706499999999,-3.5832016599999994,2.43085668,0.965873998,-29.736481400000002,-190.36365299999994,4.688106540000001,37.604948,1.0,0.22371940499999998,93.32501
105214.5,1.36606643,0.6476499710000001,1.9650577599999999,0.434604341,-1.4074007299999998,0.38387723900000004,-0.9868662420000002,0.989707432,0.536650048,-0.571298265,0.07436446119999998,-10.0,1.460886087,1.29945368,51.6654367,0.14875567853450775,3.596144950389862,-0.04203219972550869,0.03953312727872428,-29.048541700000005,-177.135564,4.09271236,35.6418823,0.951092018,-3.8691761299999996,2.46409828,0.977407507,-29.1721791,-179.820429,4.21385406,36.094673400000005,1.0,0.1674007899,93.32501
105224.5,1.3847024799999998,0.648505724,1.9629653400000002,0.435871136,-1.4092590100000002,0.38976768500000003,-0.979577194,0.9930664450000002,0.5390641760000001,-0.5791633900000001,0.0955581798,-9.74091887,1.486848884,1.1500606420000001,70.4191731,0.1232404112815857,4.130038857460022,-0.03976913094520569,0.039442105121934676,-30.373944800000004,-186.21986700000002,4.7002301200000005,37.65916109999999,0.9562244929999999,-5.359837799999999,2.4842194199999996,1.0580745139999999,-30.571556599999997,-190.43506900000003,4.75436428,38.0955644,1.0,0.18032606899999998,93.32501
105234.0,1.3758427777777777,0.6492294822222222,1.9638119333333333,0.4381014277777777,-1.4133336444444449,0.38638249444444445,-0.9688864666666667,0.9881994955555555,0.5373516255555555,-0.6060410866666666,0.13044288144444444,-10.0,1.62709128,1.0995226288888889,79.12010033333334,0.12046859082248476,4.145264705022176,-0.06328330644302899,0.03936209900338964,-30.259793444444444,-180.82169222222223,4.406795444444445,36.76260977777778,0.9294315766666666,-4.286897233333334,2.4618232888888887,1.0324887166666668,-30.437495888888886,-186.67433777777777,4.48679551111111,37.25006122222223,1.0,0.18313225111111112,93.32501
142504.5,1.3396508200000001,0.6480518279999999,1.9624406500000002,0.45242331699999994,-1.46140471,0.31981379699999996,-0.9794187840000002,0.990221212,0.5445687909999999,-1.0257030229999997,0.1064333507,-9.63704996,1.278488395,1.1672813,55.1972405,0.119008294865489,-1.2610592901706696,-0.07275395086035133,0.02567640855952776,-2.6267381940000005,-201.803567,24.8343345,44.1250079,0.9540146020000002,-3.4707355,2.7685488700000005,0.984458834,-2.8263924339999997,-209.269645,24.911783800000002,44.6966318,1.0,0.17593770700000003,93.32501
142514.5,1.34245326,0.6490811890000001,1.9642044600000002,0.44975340399999997,-1.43886636,0.31307845000000006,-0.9765586469999998,0.989468117,0.5576624339999999,-1.086227975,0.0964742819,-10.0,1.6255946960000003,1.272999663,50.023828800000004,0.147460376098752,-1.5291203737258912,-0.046344058401882646,0.025625452564695016,-2.407512496,-209.19111400000003,24.822409199999996,43.840981299999996,0.99491223,-3.93802951,2.8000275,0.9847939740000001,-2.5934425392000002,-216.54208699999998,24.922822199999995,44.4182311,1.0,0.20691418600000003,93.32501
142523.5,1.334917125,0.6502589599999999,1.9688756625,0.4474902675,-1.4270469499999998,0.31013923624999995,-0.9710769862499999,0.990938745,0.5534753825,-1.07044258125,0.114309857125,-10.0,0.94983910625,1.2238528375000002,60.92424175,0.12426486890763044,-1.23031447827816,-0.0601061787456274,0.02558443788137203,-2.3276480875,-210.3103625,24.87653475,43.893032000000005,0.95889587,-4.1298328375,2.8128593625000002,0.9695748375,-2.4759388424999997,-216.02975375,24.955414875,44.418492375,1.0,0.15146669875,93.32501
181903.0,1.3177900428571427,0.6479601957142858,1.969687257142857,0.43734109285714284,-1.3119243714285713,0.2677649242857143,-0.9722406699999999,0.9931859857142858,0.5743489828571429,-1.3282231285714285,0.1421252177142857,-10.0,2.027667408571429,1.2056738285714286,62.78715585714286,0.24487723303692682,-2.362947106361389,0.13560125338179724,0.0154202200082893,-5.571761457142856,-323.6809857142857,33.31762328571429,68.51917200000001,1.3084578714285715,-3.7513586571428577,4.694270014285714,1.5418361285714288,-5.743125,-326.9980342857143,33.676109571428576,69.11971571428572,1.0,0.2071243042857143,130.26414
230604.5,1.3304888,0.648207686,1.9677708799999998,0.44983904100000005,-1.37982927,0.25099804499999995,-0.98243768,0.9907633130000001,0.5937058050000001,-1.35671837,0.1380222977,-10.0,1.180984917,1.118831389,88.2085062,0.15122350230813025,-3.447774648666382,0.14923665896058083,0.015563921425222107,1.04564819,-348.00524099999996,40.359764999999996,71.2921255,1.5812042199999998,-3.89774806,6.13558014,1.64925599,0.6878289399999999,-354.687975,40.7589433,72.12664290000001,1.0,0.171381709,130.26414
230614.5,1.3273897500000003,0.6489666580000001,1.9649722699999999,0.4502578949999999,-1.3984785,0.23265970300000002,-0.971527421,0.989980177,0.5967407859999999,-1.41718243,0.1839390675,-9.78170137,1.375405112,0.9607380259999999,96.76578319999999,0.11185456961393356,-2.9467381715774534,0.1452269148081541,0.01561432088124344,0.967713475,-327.133133,40.3583891,70.05960110000001,1.6255581,-3.75843998,6.1128331000000005,1.6668482199999999,0.6790820869999997,-331.15024100000005,40.8191019,70.7479345,1.0,0.14957558659999998,130.26414
230624.5,1.3233007799999998,0.646530803,1.96311567,0.44766482500000004,-1.34016173,0.25568402600000006,-0.9714859390000001,0.9895544560000001,0.595810405,-1.40791384,0.14090379706000003,-10.0,1.6860193979999998,1.1508885569999998,73.02294730000001,0.13029832914471626,-3.6693808794021607,0.16635572984814645,0.015670504143571233,4.843963279,-326.99515099999996,40.3136128,65.56903460000001,1.5874919399999998,-3.2945016700000003,6.238168140000001,1.6163664899999997,4.625099883999999,-336.42878400000006,40.889022499999996,66.38567689999999,1.0,0.171578988,130.26414
230634.5,1.3203443099999999,0.646659798,1.9643392299999998,0.45740218399999993,-1.40077041,0.23261148899999995,-0.985792955,0.9900633150000001,0.5939374080000001,-1.40893348,0.1274783055,-9.71533484,1.8941695859999998,1.14462171,58.48054570000001,0.11060644127428532,-3.219389533996582,0.13753962479531764,0.01573002639693959,3.47515402,-334.766037,40.3979035,66.7969914,1.56257094,-4.18620174,6.096381539999999,1.6473576,3.1952694,-339.94948800000003,41.18091009999999,67.41349410000001,1.0,0.15697129199999998,130.26414
230642.0,1.3189885399999999,0.647355142,1.9672296000000002,0.448296386,-1.36029664,0.24157368799999998,-0.97078186,0.992002894,0.5911358800000001,-1.3999383399999998,0.161342596,-9.48713866,2.6863715200000002,1.071934734,59.774107400000005,0.10042608678340911,-3.717427635192871,0.12955929450690745,0.015771872694746836,3.419256548,-333.70798,40.343802000000004,68.8082056,1.5429223200000002,-3.9327275800000003,6.255833920000001,1.68001112,3.098280626,-337.66375,41.7127022,69.4141308,1.0,0.17844984000000003,130.26414
273854.5,1.31163256,0.6463081669999999,1.9591618200000003,0.4462535140000001,-1.3164851300000002,0.24620182399999999,-0.9592967809999999,0.9907973059999999,0.594501335,-1.4815350199999997,0.15550790259999997,-9.71533484,1.5060073760000001,1.11443143,64.4476907,0.08229121826589107,-4.060057735443115,0.1307511731982231,0.015423292020782436,10.185857462,-316.52711,40.027317,59.955727100000004,1.56546406,-3.828673609999999,6.329541710000001,1.60592775,9.941295985999998,-323.078819,40.4829136,60.5244007,1.0,0.16580580290000002,130.26414
273864.5,1.3030562799999998,0.647557493,1.9629105199999999,0.442894923,-1.27989708,0.245176299,-0.9751624609999998,0.993603133,0.593976852,-1.44027696,0.1681080564,-9.79909062,1.594804253,1.10279342,72.6592976,0.0748009854927659,-4.259785425662995,0.195339809730649,0.01547625605529174,10.065014510000001,-322.462837,40.0597982,62.5123417,1.58784356,-3.07495359,6.276488840000001,1.6013065700000002,9.871985049999997,-328.252326,40.268632,63.057109100000005,1.0,0.1731961097,130.26414
273874.5,1.3138955099999998,0.6472319659999999,1.9664489799999998,0.446571489,-1.33135528,0.229875936,-0.9766671090000001,0.9915747770000001,0.6037889680000001,-1.4578024199999997,0.1499605881,-9.43785143,0.5002682730000001,1.0802360500000001,72.3633639,0.07435203604400158,-4.151704216003418,0.16627567484974862,0.015547516330748195,8.659807500000001,-335.13976399999996,39.9848996,64.18032409999998,1.59500529,-3.26290135,6.39101357,1.6638197600000002,8.3981573,-342.02761399999997,40.11011429999999,64.88083579999999,1.0,0.17658898500000003,130.26414
273881.5,1.3214574,0.6469023175,1.963940875,0.44330751999999995,-1.33702415,0.25794990250000005,-0.992245975,0.991437675,0.5995512725,-1.42880965,0.20063579600000003,-8.508536925,0.49600685,0.8005649375000001,98.97228875,0.0952728372067213,-4.962363362312317,0.2415367104113102,0.015602341353080137,9.30063355,-312.30188,40.069904,63.4857895,1.5957222500000001,-4.84640595,6.422226025,1.6596245749999998,9.056593,-319.43028,40.09848975,64.07364625000001,1.0,0.213776575,130.26414
327704.5,1.29982858,0.6473906199999999,1.9663846900000004,0.44700007900000005,-1.2794473100000001,0.20197559000000004,-0.9807235750000001,0.9892850789999998,0.6028538639999999,-1.45916608,0.189280265,-9.48470497,2.238525218,1.03523066,73.2162051,0.1548366889357567,-5.336686849594116,0.03561174087226391,0.01142131697220453,8.46157276,-352.63910400000003,45.8678709,71.10936960000001,1.50592781,-3.2274635700000003,6.82930196,1.7153148000000003,8.20859413,-358.44818999999995,47.0916237,71.87930279999999,1.0,0.189324711,130.74713
327714.5,1.3046451799999998,0.649263591,1.9621165100000002,0.450148419,-1.33638731,0.216060213,-0.9737366209999999,0.9922258239999999,0.5977879340000001,-1.4452380999999999,0.15963173809999998,-10.0,2.076860147,1.137581494,74.8132933,0.09079288076609374,-4.644714975357056,0.04343658704310656,0.011421621884071876,8.91034105,-361.43108099999995,45.818237599999996,68.78263000000001,1.52214837,-3.8184209699999996,6.955548420000001,1.76643522,8.577154709999999,-368.55294599999996,46.9633483,69.62963649999999,1.0,0.16474492200000004,130.74713
327724.5,1.2973582699999997,0.6478788900000001,1.963627,0.447447395,-1.27579519,0.21426806799999998,-0.9775296640000001,0.9932453349999999,0.6052631430000001,-1.4228118,0.1839907692,-8.48198803,2.3019953040000005,0.9861160310000001,64.9932661,0.0750989455729723,-5.5988476276397705,0.07295734994113445,0.01143046353914073,11.33110932,-347.79728900000003,45.9289108,64.9025488,1.4853348400000002,-3.48315262,6.96440257,1.7631269799999998,10.914118550000001,-351.78677799999997,47.097044100000005,65.8152613,1.0,0.20126394800000003,130.74713
327730.0,1.2942531,0.64512515,1.9599836,0.44048676,-1.2731435,0.21854486,-0.9843769,0.99626905,0.6209074,-1.552621,0.29317892,-8.05671,4.3762364,0.60302687,148.8442,0.04453897103667259,-5.732035160064697,0.1280115842819214,0.011437970400202157,13.555975,-316.37863,45.846634,58.848484,1.5516008,-2.2503645,6.825801,1.6466781,13.360933,-320.51715,48.805904,59.60755,1.0,0.19287238,130.74713
376804.5,1.2700683000000001,0.647565274,1.9656464100000002,0.446270936,-1.1460819700000002,0.1714824964,-0.9565847279999999,0.992411429,0.6064658279999999,-1.5134312099999998,0.1950604045,-8.36314615,2.6931494120000004,0.986793276,69.77120299999999,0.08039034344255924,-5.131900501251221,-0.28994788192212584,0.007236132425600311,17.3662842,-380.867739,47.435780799999996,61.0072426,1.0224749130000002,-3.604310199999999,6.9507277,1.6463694700000002,17.263300800000003,-384.52203999999995,48.7740736,61.455284199999994,1.0,0.16980889400000002,130.74713
376814.5,1.2694929,0.649793354,1.96120529,0.447867465,-1.17323801,0.16580990899999998,-0.9540282290000002,0.99371948,0.608285394,-1.5161879199999997,0.262153346,-8.05467231,3.77705775,0.778951296,96.5109037,0.06753668133169413,-5.202627754211425,-0.27391086220741273,0.0072099760200581686,16.78634355,-361.19529600000004,47.4863271,62.8129028,1.034146233,-3.7464871399999993,7.082872910000001,1.72608764,16.7148277,-365.123933,49.9262574,63.159921499999996,1.0,0.1760695364,130.74713
376824.5,1.27640777,0.648125905,1.9625429099999998,0.44350520000000004,-1.2040396999999996,0.20551967699999998,-0.943270637,0.9936993940000001,0.607596989,-1.51731201,0.221246075,-8.990398540000001,3.4044384220000006,0.9483263689999999,72.9637964,0.0828917808830738,-6.086289739608764,-0.27664427161216737,0.007183565591289827,17.165938679999996,-340.01865200000003,47.402639900000004,60.043187,1.07694536,-3.70400384,6.892585039999998,1.69568274,16.98544113,-345.7652,49.7762764,60.7435685,1.0,0.20536200300000002,130.74713
433904.5,1.2911502999999998,0.6482888950000001,1.9627880400000002,0.453865657,-1.3640902,0.18484659399999998,-0.9508008109999999,0.9932764339999999,0.62939082,-1.56894989,0.21781974899999995,-9.64287266,3.5029061300000004,0.989972879,85.98050079999999,0.6380464613437653,-5.664320969581604,0.087021741643548,0.0017252729580931405,13.84705855,-336.99462400000004,49.02881659999999,66.59706739999999,1.5586111499999997,-3.5560648799999997,7.27341366,1.6840369800000001,14.11301675,-336.283728,51.7346563,66.3332944,1.0,0.1798709854,130.74713
433914.5,1.30069868,0.646952969,1.9637521300000003,0.45808186000000006,-1.37550826,0.19969225,-0.981276251,0.9943784600000001,0.622043241,-1.5192090900000002,0.17263278359999998,-10.0,3.3119000400000003,1.1774119639999998,60.8194158,0.31398983001708985,-5.447518658638001,0.21871332898736,0.0017274147431419295,12.42564423,-359.898063,48.93986389999999,68.9911088,1.7832318399999998,-2.9940614099999996,7.890890710000001,1.90008837,12.62111541,-362.524801,50.8228451,68.8580833,1.0,0.17339472,130.74713
433924.5,1.2976561400000002,0.6467444340000001,1.96124908,0.45111678099999997,-1.3693877300000001,0.193925259,-0.983805847,0.99350215,0.625869107,-1.5030137499999998,0.1743126699,-9.9194229,1.8483886059999997,1.0570366849999997,78.797755,0.34951728731393816,-5.955296850204467,0.34694201350212095,0.0017335562315947024,11.275154500000001,-332.843352,48.770719199999995,70.45623559999999,1.95324369,-3.27108249,8.1172552,2.03703639,11.30162033,-336.89749500000005,49.635550200000004,70.4154901,1.0,0.19204621300000002,130.74713
433933.0,1.2875156714285712,0.6469993514285715,1.962503157142857,0.45461628000000004,-1.2945466285714284,0.19343348285714285,-0.9745756942857143,0.9930856699999999,0.6227506214285715,-1.5278118,0.16865128571428573,-10.0,1.6671781185714287,1.1399861714285715,77.07261414285713,0.1216274904353278,-5.184265613555908,0.28527396491595675,0.0017414248160498107,14.413949714285712,-344.2736571428572,48.73492628571429,66.97154314285714,1.8954326,-3.9085298857142865,8.250407114285712,1.9826384714285712,14.288461357142856,-349.79442,49.647510571428576,67.37776328571428,1.0,0.16161920571428573,130.74713
497554.5,1.2610400899999998,0.649192575,1.9605744999999999,0.437762366,-1.090405907,0.15525363060000003,-0.9531999809999998,0.9924163829999999,0.6230585740000001,-1.5643058600000002,0.24820266000000002,-9.8093048,4.811006860000001,1.1602073970000002,54.4769724,0.06121057644486427,-6.239536094665527,0.20022063031792642,0.0037071069084649013,24.8051066,-255.69028200000002,50.96147860000001,45.6180128,1.61815971,-3.6298875500000003,8.68326516,2.1051344299999997,24.6515997,-261.374677,55.117301,46.2069604,1.0,0.18309942799999998,130.74713
