swarm_idx,best_fitness,avg_fitness,min_fitness,max_fitness,std_fitness,num_particles,generation,global_best_fitness,global_avg_fitness
3,-142.411973579592,11680.157098588073,-142.411973579592,19093.876259510274,6330.0415526853185,50,0,-142.411973579592,13349.88921766309
3,-142.411973579592,8957.675992640878,-142.411973579592,19091.27342269207,5402.9444018048,50,1,-142.411973579592,11540.471763857722
3,-142.411973579592,7797.119836857762,-142.411973579592,19092.102744533375,6688.741140516934,50,2,-183.3438346765896,8949.534492181738
3,-194.66837162819132,7847.058866160135,-194.66837162819132,19091.26195923066,6860.7883317720725,50,3,-194.66837162819132,8598.992237554996
3,-194.66837162819132,6650.249601348352,-160.61413489871134,18996.484815189007,5096.349967406979,50,4,-194.66837162819132,7427.469022636752
3,-194.66837162819132,6122.560957514124,-193.09315097448317,19091.347496848743,4886.087714273073,50,5,-194.66837162819132,7152.972142900735
3,-194.66837162819132,7007.094629124656,-169.80290815197023,19094.289369066624,5931.422991129004,51,6,-194.66837162819132,7787.894943937613
3,-194.66837162819132,7632.79847123148,-113.3288463297053,19091.356443370627,5744.256248306685,51,7,-197.74101974595808,8208.223445067955
3,-194.66837162819132,6678.993823595658,-147.60840223894087,19091.271672872834,6252.3499476241095,51,8,-197.74101974595808,7147.848301823738
3,-194.66837162819132,7624.938264572268,-192.98626475117064,19091.26201004524,6191.2942277574775,51,9,-197.74101974595808,6925.200981021482
3,-194.66837162819132,6812.726170867041,-157.91746905443432,19091.262115304537,6173.897620884724,51,10,-197.74101974595808,6335.561036348276
3,-194.66837162819132,5856.014316042215,-147.17124513325365,19003.22003962849,5315.697350076775,52,11,-197.74101974595808,5520.60070822985
