swarm_idx,best_fitness,avg_fitness,min_fitness,max_fitness,std_fitness,num_particles,generation,global_best_fitness,global_avg_fitness
1,5821.255539068533,13611.640859347886,5821.255539068533,19093.39574483785,6012.4522286533,50,0,-142.411973579592,13349.88921766309
1,3668.7060084801888,13968.652128398777,3668.7060084801888,19093.652929180953,5870.319247166377,50,1,-142.411973579592,11540.471763857722
1,-45.343251740012676,10661.566418283275,-45.343251740012676,19091.570251423425,6074.325209195404,50,2,-183.3438346765896,8949.534492181738
1,-174.07096459077863,9860.94119749877,-174.07096459077863,19091.35064449978,6878.411855879089,50,3,-194.66837162819132,8598.992237554996
1,-174.07096459077863,10482.964561772835,-167.23010650072075,19091.906299101323,7541.691413120708,50,4,-194.66837162819132,7427.469022636752
1,-191.16585414766732,13036.813128261134,-191.16585414766732,19091.60782604653,7314.921865142413,50,5,-194.66837162819132,7152.972142900735
1,-191.16585414766732,10775.04778600481,-186.117000814564,19091.291111240884,7921.755333041813,49,6,-194.66837162819132,7787.894943937613
1,-191.16585414766732,10301.638564157705,-184.90229585789513,19091.311615772855,7268.660658948131,49,7,-197.74101974595808,8208.223445067955
1,-191.22640102641884,7514.769419249566,-191.22640102641884,19091.50373008156,6098.200443318176,49,8,-197.74101974595808,7147.848301823738
1,-191.22640102641884,6396.76130607715,-170.3882614897105,19093.10413356342,5930.026592626392,49,9,-197.74101974595808,6925.200981021482
1,-191.22640102641884,7400.904750748871,-190.21931024531725,19091.30350300752,6759.046867798814,49,10,-197.74101974595808,6335.561036348276
1,-191.22640102641884,6620.5130778960465,-160.61233646477152,19091.429329456663,7315.2306643512475,50,11,-197.74101974595808,5520.60070822985
