0_deg,,4_deg,,6_deg,,8_deg,,10_deg,
X,Y,X,Y,X,Y,X,Y,X,Y
0.18700629353878517,0.14295382387958044,0.17899909041483497,0.17773933316070678,0.16832281958290185,0.22924864498083608,0.17366095499886836,0.3041712803555696,0.16031561645895187,0.39314190986306563
0.38718637163753467,0.14295382387958044,0.3658338299736682,0.17907723736382697,0.37651010080560143,0.22791074077771578,0.3658338299736682,0.30216442405088917,0.37651010080560143,0.395148766167746
0.6247333976480512,0.14629858438738108,0.5660139080724179,0.18175304577006746,0.5740211111963679,0.2366071180979974,0.5606757726564512,0.3055091845586898,0.5633448403644347,0.39715562247242636
0.7768702570031009,0.18041514156694716,0.7074744965955343,0.20182160881687106,0.7581867830472176,0.27206157948068377,0.7501795799232677,0.3389567896366959,0.6727766163917511,0.41187256870674904
0.8702876267825174,0.22456598026991514,0.4912800122488846,0.17907723736382697,0.8302516111627675,0.30350232825400947,0.8275825434547842,0.37106649051158164,0.7581867830472176,0.42926532334731216
0.9156617778182342,0.26871681897288313,0.7822083924190676,0.22189017186367477,0.8756257621984841,0.33360517282421487,0.8756257621984841,0.41789313762079006,0.8142372049148675,0.4593681679175176
0.9903956736417673,0.32490879550393337,0.8489350851186507,0.2539998727385605,0.9049855069863008,0.35902535268349944,0.923668980942184,0.46003712001907776,0.8542732205346174,0.48278149147212185
1.0357698246774842,0.3737422989178222,0.891640168446384,0.2941369988321677,0.9370143194821007,0.39180400565994533,0.9530287257300006,0.4988363419095647,0.880963897614451,0.522249665464169
1.1238490590409338,0.41655523341766987,0.9530287257300006,0.34029469383981603,0.9717121996858838,0.4265895149410716,0.9877266059337838,0.5403113722062922,0.907654574694284,0.5643936478624565
1.0891511788371506,0.40652095189426807,0.9903956736417673,0.3831076283396638,0.9877266059337838,0.4533475990034765,1.0170863507216006,0.577772689893659,0.9423524548980674,0.6065376302607441
1.1718922777846337,0.4078588560973883,1.0357698246774842,0.4312721796519925,1.0384388923854675,0.49080891669084326,1.059791434049334,0.6159029596825858,0.9663740642699176,0.6480126605574716
1.2519643090241335,0.3844455325427841,1.0811439757132004,0.4593681679175176,1.0784749080052172,0.5289391864797701,1.1371943975808505,0.644667900049671,0.9984028767657175,0.6874808345495188
1.3453816788035504,0.35902535268349944,1.1371943975808505,0.47274720994872005,1.1345253298728672,0.5443250848156529,1.0838130434211841,0.6326267622215889,1.027762621553534,0.7229352959322052
1.4361299808749837,0.33494307702733517,1.1905757517405173,0.467395593136239,1.1825685486165671,0.5362976595969315,1.1879066840325336,0.633295714323149,1.075805840297234,0.7537070926039707
1.5188710798224667,0.3108608013711708,1.2706477829800171,0.4406375090738342,1.0971583819611004,0.5376355638000517,1.2920003246438836,0.6005170613467031,1.115841855916984,0.771768799346094
1.593604975646,0.2881164299181266,1.3720723558833834,0.40718990399582816,1.2386189704842172,0.5209117612610488,1.3854176944233,0.5690763125733773,1.1692232100766504,0.7670861346351732
