t,x,y,vx,vy,theta
12.499999999999972,982.4216538918637,940.1041666666631,-69.56988677211012,-39.58333333333304,0.22743489339413206
12.599999999999971,975.4769816399022,936.1499999999966,-69.32355826711888,-39.4999999999997,0.22743489339413206
12.69999999999997,968.5569422384399,932.2041666666634,-69.07722976212764,-39.416666666666366,0.2274348933941321
12.79999999999997,961.6615356874767,928.2666666666635,-68.83090125713639,-39.33333333333303,0.22743489339413214
12.89999999999997,954.7907619870125,924.3374999999969,-68.58457275214515,-39.249999999999694,0.2274348933941321
12.99999999999997,947.9446211370475,920.4166666666637,-68.3382442471539,-39.16666666666636,0.22743489339413214
13.09999999999997,941.1231131375816,916.5041666666638,-68.09191574216266,-39.08333333333302,0.2274348933941321
13.199999999999969,934.3262379886149,912.5999999999972,-67.8455872371714,-38.99999999999969,0.22743489339413223
13.299999999999969,927.5539956901473,908.7041666666639,-67.59925873218015,-38.91666666666635,0.22743489339413214
13.399999999999968,920.8063862421789,904.816666666664,-67.3529302271889,-38.833333333333016,0.2274348933941321
13.499999999999968,914.0834096447095,900.9374999999974,-67.10660172219765,-38.74999999999969,0.22743489339413217
13.599999999999968,907.3850658977393,897.0666666666641,-66.86027321720641,-38.66666666666636,0.22743489339413214
13.699999999999967,900.7113550012682,893.2041666666642,-66.61394471221516,-38.58333333333302,0.22743489339413214
13.799999999999967,894.0622769552962,889.3499999999975,-66.3676162072239,-38.49999999999969,0.22743489339413214
13.899999999999967,887.4378317598233,885.5041666666642,-66.12128770223265,-38.41666666666636,0.22743489339413214
13.999999999999966,880.8380194148496,881.6666666666644,-65.87495919724141,-38.33333333333303,0.2274348933941321
14.099999999999966,874.262839920375,877.8374999999978,-65.62863069225017,-38.2499999999997,0.22743489339413214
14.199999999999966,867.7122932763995,874.0166666666646,-65.38230218725892,-38.166666666666366,0.22743489339413214
14.299999999999965,861.1863794829231,870.2041666666647,-65.13597368226766,-38.08333333333303,0.22743489339413217
14.399999999999965,854.6850985399459,866.3999999999982,-64.88964517727642,-37.9999999999997,0.2274348933941321
14.499999999999964,848.2084504474678,862.6041666666649,-64.64331667228518,-37.91666666666637,0.22743489339413214
14.599999999999964,841.7564352054889,858.816666666665,-64.39698816729393,-37.833333333333044,0.22743489339413217
14.699999999999964,835.329052814009,855.0374999999984,-64.15065966230267,-37.749999999999716,0.22743489339413217
14.799999999999963,828.9263032730282,851.2666666666652,-63.904331157311425,-37.66666666666638,0.2274348933941321
14.899999999999963,822.5481865825466,847.5041666666652,-63.65800265232018,-37.583333333333044,0.22743489339413217
14.999999999999963,816.1947027425641,843.7499999999986,-63.41167414732893,-37.499999999999716,0.22743489339413217
15.099999999999962,809.8658517530807,840.0041666666654,-63.165345642337684,-37.41666666666639,0.22743489339413217
15.199999999999962,803.5616336140965,836.2666666666654,-62.91901713734644,-37.33333333333306,0.22743489339413217
15.299999999999962,797.2820483256114,832.5374999999988,-62.67268863235519,-37.24999999999972,0.22743489339413214
15.399999999999961,791.0270958876255,828.8166666666655,-62.42636012736394,-37.16666666666639,0.22743489339413217
15.499999999999961,784.7967763001386,825.1041666666656,-62.180031622372695,-37.08333333333306,0.22743489339413217
15.59999999999996,778.5910895631508,821.3999999999991,-61.93370311738145,-36.99999999999973,0.22743489339413217
15.69999999999996,772.4100356766622,817.7041666666659,-61.6873746123902,-36.9166666666664,0.22743489339413223
15.79999999999996,766.2536146406727,814.016666666666,-61.441046107398954,-36.83333333333307,0.22743489339413223
15.89999999999996,760.1218264551824,810.3374999999994,-61.19471760240771,-36.749999999999744,0.22743489339413225
15.99999999999996,754.0146711201911,806.6666666666662,-60.94838909741646,-36.666666666666416,0.22743489339413225
16.09999999999996,747.932148635699,803.0041666666663,-60.70206059242521,-36.58333333333308,0.22743489339413223
16.19999999999996,741.874259001706,799.3499999999997,-60.455732087433965,-36.499999999999744,0.22743489339413225
16.29999999999996,735.8410022182122,795.7041666666664,-60.20940358244272,-36.416666666666416,0.22743489339413225
16.399999999999963,729.8323782852175,792.0666666666665,-59.96307507745147,-36.33333333333309,0.22743489339413228
16.499999999999964,723.8483872027218,788.4374999999999,-59.716746572460224,-36.24999999999976,0.22743489339413228
16.599999999999966,717.8890289707253,784.8166666666666,-59.47041806746898,-36.16666666666642,0.22743489339413225
16.699999999999967,711.954303589228,781.2041666666667,-59.22408956247773,-36.08333333333309,0.22743489339413228
16.79999999999997,706.0442110582297,777.6,-58.97776105748648,-35.99999999999976,0.22743489339413234
16.89999999999997,700.1587513777306,774.0041666666667,-58.731432552495235,-35.91666666666643,0.22743489339413234
16.99999999999997,694.2979245477306,770.4166666666667,-58.48510404750399,-35.833333333333094,0.2274348933941323
17.099999999999973,688.4617305682298,766.8375000000002,-58.23877554251274,-35.74999999999976,0.22743489339413234
17.199999999999974,682.6501694392281,763.266666666667,-57.992447037521494,-35.66666666666643,0.22743489339413236
17.299999999999976,676.8632411607255,759.7041666666671,-57.74611853253025,-35.5833333333331,0.22743489339413236
17.399999999999977,671.1009457327219,756.1500000000005,-57.499790027539,-35.49999999999977,0.22743489339413236
