Algorithm,0_weight_0,0_weight_1,0_weight_2,0_weight_3,0_weight_4,0_weight_5,0_weight_6,0_weight_7,0_weight_8,0_weight_9,0_bias_0,0_bias_1,0_bias_2,0_bias_3,0_bias_4,2_0_weight_0,2_0_weight_1,2_0_weight_2,2_0_weight_3,2_0_weight_4,2_0_weight_5,2_0_weight_6,2_0_weight_7,2_0_weight_8,2_0_weight_9,2_0_weight_10,2_0_weight_11,2_0_weight_12,2_0_weight_13,2_0_weight_14,2_0_weight_15,2_0_weight_16,2_0_weight_17,2_0_weight_18,2_0_weight_19,2_0_weight_20,2_0_weight_21,2_0_weight_22,2_0_weight_23,2_0_weight_24,2_0_bias_0,2_0_bias_1,2_0_bias_2,2_0_bias_3,2_0_bias_4,3_0_weight_0,3_0_weight_1,3_0_weight_2,3_0_weight_3,3_0_weight_4,3_0_weight_5,3_0_weight_6,3_0_weight_7,3_0_weight_8,3_0_weight_9,3_0_weight_10,3_0_weight_11,3_0_weight_12,3_0_weight_13,3_0_weight_14,3_0_weight_15,3_0_weight_16,3_0_weight_17,3_0_weight_18,3_0_weight_19,3_0_weight_20,3_0_weight_21,3_0_weight_22,3_0_weight_23,3_0_weight_24,3_0_bias_0,3_0_bias_1,3_0_bias_2,3_0_bias_3,3_0_bias_4,4_0_weight_0,4_0_weight_1,4_0_weight_2,4_0_weight_3,4_0_weight_4,4_0_weight_5,4_0_weight_6,4_0_weight_7,4_0_weight_8,4_0_weight_9,4_0_weight_10,4_0_weight_11,4_0_weight_12,4_0_weight_13,4_0_weight_14,4_0_weight_15,4_0_weight_16,4_0_weight_17,4_0_weight_18,4_0_weight_19,4_0_weight_20,4_0_weight_21,4_0_weight_22,4_0_weight_23,4_0_weight_24,4_0_bias_0,4_0_bias_1,4_0_bias_2,4_0_bias_3,4_0_bias_4,5_weight_0,5_weight_1,5_weight_2,5_weight_3,5_weight_4,5_bias_0,Best Fitness
Particle Subswarm Optimisation,-0.21654672149191273,-0.08609784448845745,-1.172632903172357,-0.5707325040610649,-0.24432339800645875,-1.270438417558797,-1.299623329130439,0.8993784224502006,0.15708664769286484,1.2325760803356243,0.4275878354735104,0.5635685496484831,0.17305040228921376,-0.14856155417633554,-1.3008111617830247,0.004698560365621884,-1.2369297549572822,0.13907816058117595,0.7065836063826869,-1.1440628361058587,-0.6212518715435449,0.09678011629462668,-0.3849944168923243,1.4141449630597547,0.17660833497062778,-0.6416167184104862,0.02628263684886778,-0.6248139567444854,1.1647338597534027,1.4955019839365316,0.03410453359467669,-0.09865280908132668,1.4061491886206428,-1.2168299096650457,-1.1011904208953174,-1.1653730443940078,-0.6572097809252988,-0.002728747020174671,0.7157922334551988,-0.12424754772275481,-1.2005209074933227,-0.13202406808144862,-1.2071874846637336,-0.08883631786183095,0.824663203825451,-1.2203780141393719,-1.0529665352604407,-0.6395711945434956,-0.13336150500128907,-0.9216672543738482,0.9789898728625355,-0.6940822236969791,-0.34228806689075886,-0.27405902438968566,1.0600474798454138,-0.18298427439249826,-1.2935716919381917,-0.8753665321715096,1.2825671519597657,-0.17649202508022832,0.4734540687526194,-0.5283917229324826,-0.6125300550346238,1.095891103408884,0.8558502964545474,0.5282053092701828,0.11271353286989272,0.6856680003204539,-0.015150254085436854,-0.11776303997246274,0.8923170117493898,-1.0049794484990169,0.11492874030681,0.8865933214188079,-0.6964618620754177,0.7511071719301999,0.7274189978778032,0.8637064418417197,0.5551670185255914,-1.3420588470013748,1.3896211668974472,0.8711768491247803,-0.08436909186189256,0.20737162741612458,0.7236215827514416,-0.20677015549261185,0.7499660481905679,0.6918220654963367,-1.4407305366915726,-0.09744222399550673,1.2969695988497985,-0.9504066567819391,0.39615251191084067,0.5372723767835683,-0.9235550518127232,0.8046361651585014,-0.22194096358143445,0.43655589857821964,1.2295027571217991,-1.2126640779508617,1.0056280066846375,-0.6104535386514807,0.7179585334532608,0.14516235712645342,-1.099040189805003,-0.6113747359858088,-1.27792562137898,0.6814239001491902,0.6036940513212391,1.2008706296486609,-0.3765905871466908,-184.06073184049046
