Propellant mass [kg],Inertia [kg m^2]
0.0,29.2018784476515
27.502462376574407,29.216997913531905
55.00492475314881,29.232117379412312
82.50738712972321,29.247236845292726
110.00984950629763,29.262356311173136
137.51231188287204,29.277475777053542
165.01477425944643,29.292595242933952
192.51723663602084,29.307714708814363
220.01969901259525,29.322834174694773
247.52216138916967,29.33795364057518
275.0246237657441,29.35307310645559
302.52708614231847,29.368192572335996
330.02954851889285,29.383312038216406
357.5320108954673,29.398431504096813
385.0344732720417,29.413550969977223
412.5369356486161,29.428670435857637
440.0393980251905,29.443789901738043
467.5418604017649,29.458909367618457
495.04432277833934,29.474028833498863
522.5467851549138,29.489148299379274
550.0492475314882,29.50426776525968
577.5517099080625,29.519387231140094
605.0541722846369,29.5345066970205
632.5566346612113,29.549626162900914
660.0590970377857,29.56474562878132
687.5615594143602,29.579865094661727
715.0640217909346,29.59498456054214
742.566484167509,29.610104026422547
770.0689465440834,29.62522349230296
797.5714089206577,29.64034295818336
825.0738712972322,29.655462424063774
852.5763336738066,29.670581889944184
880.078796050381,29.685701355824595
907.5812584269554,29.700820821705
935.0837208035298,29.715940287585408
962.5861831801043,29.73105975346582
990.0886455566787,29.746179219346228
1017.591107933253,29.76129868522664
1045.0935703098276,29.776418151107052
1072.596032686402,29.79153761698746
1100.0984950629763,29.806657082867872
1127.6009574395507,29.82177654874828
1155.103419816125,29.836896014628685
1182.6058821926995,29.8520154805091
1210.1083445692739,29.867134946389506
1237.6108069458483,29.882254412269912
1265.1132693224226,29.897373878150322
1292.615731698997,29.912493344030732
1320.1181940755714,29.927612809911146
1347.620656452146,29.94273227579155
1375.1231188287204,29.95785174167196
1402.6255812052948,29.972971207552366
1430.1280435818692,29.98809067343278
1457.6305059584436,30.00321013931319
1485.132968335018,30.018329605193593
1512.6354307115923,30.033449071074006
1540.1378930881667,30.048568536954416
1567.640355464741,30.063688002834823
1595.1428178413155,30.078807468715237
1622.64528021789,30.093926934595643
1650.1477425944645,30.109046400476057
1677.6502049710389,30.124165866356464
1705.1526673476133,30.139285332236874
1732.6551297241876,30.15440479811728
1760.157592100762,30.169524263997687
1787.6600544773364,30.1846437298781
1815.1625168539108,30.19976319575851
1842.6649792304852,30.214882661638917
1870.1674416070596,30.23000212751933
1897.669903983634,30.245121593399737
1925.1723663602086,30.260241059280144
1952.674828736783,30.275360525160554
1980.1772911133573,30.290479991040964
2007.6797534899317,30.305599456921378
2035.182215866506,30.320718922801785
2062.6846782430807,30.335838388682195
2090.187140619655,30.35095785456261
2117.6896029962295,30.366077320443015
2145.192065372804,30.38119678632342
2172.6945277493783,30.396316252203828
