Propellant mass [kg],d_cp_cg [m]
0.0,4.1
6124.00155396833,4.098664886515354
12248.00310793666,4.097329773030708
18372.00466190499,4.0959946595460615
24496.00621587332,4.094659546061416
30620.00776984165,4.093324432576769
36744.00932380998,4.091989319092123
42868.01087777831,4.090654205607477
48992.01243174664,4.089319092122831
55116.01398571497,4.087983978638184
61240.0155396833,4.086648865153538
67364.01709365164,4.085313751668892
73488.01864761996,4.083978638184246
79612.02020158828,4.082643524699599
85736.02175555662,4.081308411214954
91860.02330952496,4.079973297730307
97984.02486349328,4.078638184245661
104108.0264174616,4.0773030707610145
110232.02797142994,4.075967957276369
116356.02952539828,4.074632843791722
122480.0310793666,4.073297730307076
128604.03263333492,4.07196261682243
134728.03418730327,4.070627503337784
140852.0357412716,4.069292389853137
146976.03729523992,4.0679572763684915
153100.03884920824,4.066622162883845
159224.04040317656,4.065287049399199
165348.04195714492,4.063951935914552
171472.04351111324,4.062616822429907
177596.04506508156,4.061281708945261
183720.0466190499,4.059946595460614
189844.04817301824,4.058611481975968
195968.04972698656,4.057276368491322
202092.05128095488,4.055941255006676
208216.0528349232,4.054606141522029
214340.05438889156,4.053271028037383
220464.05594285988,4.051935914552737
226588.0574968282,4.050600801068091
232712.05905079655,4.0492656875834445
238836.06060476488,4.047930574098799
244960.0621587332,4.046595460614152
251084.06371270152,4.045260347129506
257208.06526666984,4.04392523364486
263332.0668206382,4.042590120160214
269456.06837460655,4.041255006675567
275580.06992857484,4.0399198931909215
281704.0714825432,4.038584779706275
287828.0730365115,4.037249666221629
293952.07459047984,4.035914552736982
300076.0761444482,4.034579439252337
306200.0776984165,4.03324432576769
312324.07925238484,4.031909212283044
318448.08080635313,4.0305740987983985
324572.0823603215,4.029238985313752
330696.08391428983,4.027903871829105
336820.0854682581,4.026568758344459
342944.0870222265,4.025233644859814
349068.08857619483,4.023898531375167
355192.0901301631,4.02256341789052
361316.0916841315,4.0212283044058745
367440.0932380998,4.019893190921229
373564.0947920681,4.018558077436582
379688.0963460365,4.017222963951936
385812.09790000477,4.01588785046729
391936.0994539731,4.014552736982644
398060.10100794147,4.013217623497997
404184.10256190976,4.0118825100133515
410308.1041158781,4.010547396528705
416432.1056698464,4.009212283044059
422556.10722381476,4.007877169559412
428680.1087777831,4.006542056074767
434804.1103317514,4.00520694259012
440928.11188571976,4.003871829105474
447052.1134396881,4.002536715620828
453176.1149936564,4.001201602136182
459300.11654762476,3.9998664886515356
465424.1181015931,3.9985313751668894
471548.1196555614,3.997196261682243
477672.12120952975,3.995861148197597
483796.12276349805,3.9945260347129508
489920.1243174664,3.9931909212283045
496044.12587143475,3.9918558077436583
502168.12742540304,3.990520694259012
508292.1289793714,3.989185580774366
514416.1305333397,3.9878504672897197
520540.13208730804,3.9865153538050735
526664.1336412764,3.9851802403204273
532788.1351952447,3.983845126835781
538912.1367492131,3.982510013351135
545036.1383031814,3.9811748998664886
551160.1398571497,3.9798397863818424
557284.141411118,3.9785046728971962
563408.1429650864,3.97716955941255
569532.1445190547,3.975834445927904
575656.146073023,3.9744993324432576
581780.1476269914,3.973164218958612
587904.1491809597,3.971829105473965
594028.150734928,3.9704939919893194
600152.1522888964,3.9691588785046727
606276.1538428647,3.967823765020027
612400.155396833,3.9664886515353803
618524.1569508014,3.9651535380507346
624648.1585047697,3.9638184245660883
630772.160058738,3.962483311081442
636896.1616127063,3.961148197596796
643020.1631666747,3.9598130841121497
649144.164720643,3.9584779706275035
655268.1662746113,3.9571428571428573
661392.1678285797,3.955807743658211
667516.169382548,3.954472630173565
673640.1709365163,3.9531375166889187
679764.1724904847,3.9518024032042725
685888.174044453,3.9504672897196262
692012.1755984213,3.94913217623498
698136.1771523897,3.947797062750334
704260.178706358,3.9464619492656876
710384.1802603262,3.9451268357810414
716508.1818142947,3.943791722296395
722632.183368263,3.942456608811749
728756.1849222312,3.9411214953271028
734880.1864761997,3.9397863818424566
741004.188030168,3.9384512683578103
747128.1895841362,3.9371161548731646
753252.1911381045,3.935781041388518
759376.192692073,3.934445927903872
765500.1942460412,3.9331108144192255
771624.1958000095,3.9317757009345797
777748.197353978,3.9304405874499335
783872.1989079462,3.9291054739652873
789996.2004619145,3.9277703604806407
796120.2020158829,3.926435246995995
802244.2035698512,3.9251001335113487
808368.2051238195,3.9237650200267025
814492.2066777879,3.9224299065420563
820616.2082317562,3.92109479305741
826740.2097857245,3.919759679572764
832864.2113396928,3.9184245660881176
838988.2128936612,3.9170894526034714
845112.2144476295,3.915754339118825
851236.2160015978,3.914419225634179
857360.2175555662,3.913084112149533
863484.2191095345,3.9117489986648866
869608.2206635028,3.9104138851802404
875732.2222174712,3.909078771695594
881856.2237714395,3.907743658210948
887980.2253254078,3.9064085447263017
894104.2268793762,3.9050734312416555
900228.2284333445,3.9037383177570093
906352.2299873128,3.902403204272363
912476.2315412812,3.9010680907877173
918600.2330952495,3.8997329773030707
924724.2346492178,3.898397863818425
930848.2362031862,3.8970627503337782
936972.2377571545,3.8957276368491325
943096.2393111228,3.894392523364486
949220.2408650911,3.89305740987984
955344.2424190595,3.891722296395194
961468.2439730278,3.8903871829105476
967592.2455269961,3.8890520694259014
973716.2470809645,3.887716955941255
979840.2486349328,3.886381842456609
985964.2501889011,3.885046728971963
992088.2517428695,3.8837116154873166
998212.2532968378,3.8823765020026704
1004336.2548508061,3.881041388518024
1010460.2564047745,3.879706275033378
1016584.2579587428,3.8783711615487317
1022708.2595127111,3.8770360480640855
1028832.2610666794,3.8757009345794393
1034956.2626206478,3.874365821094793
1041080.2641746161,3.873030707610147
1047204.2657285844,3.8716955941255007
1053328.2672825528,3.8703604806408545
1059452.268836521,3.8690253671562083
1065576.2703904894,3.8676902536715625
1071700.2719444577,3.866355140186916
1077824.2734984262,3.8650200267022696
1083948.2750523945,3.8636849132176234
1090072.2766063628,3.8623497997329777
1096196.278160331,3.861014686248331
1102320.2797142994,3.8596795727636852
1108444.2812682677,3.8583444592790386
1114568.282822236,3.857009345794393
1120692.2843762045,3.855674232309746
1126816.2859301728,3.8543391188251004
1132940.287484141,3.853004005340454
1139064.2890381094,3.851668891855808
1145188.2905920777,3.8503337783711618
1151312.292146046,3.8489986648865155
1157436.2937000145,3.8476635514018693
1163560.2952539828,3.846328437917223
1169684.296807951,3.844993324432577
1175808.2983619194,3.8436582109479307
1181932.2999158876,3.8423230974632845
1188056.301469856,3.8409879839786383
1194180.3030238242,3.839652870493992
1200304.3045777928,3.838317757009346
1206428.306131761,3.8369826435246996
1212552.3076857293,3.8356475300400534
1218676.3092396976,3.834312416555407
1224800.310793666,3.832977303070761
1230924.3123476342,3.831642189586115
1237048.3139016028,3.8303070761014686
1243172.315455571,3.828971962616823
1249296.3170095393,3.827636849132176
1255420.3185635076,3.82630173564753
1261544.320117476,3.8249666221628837
1267668.3216714442,3.823631508678238
1273792.3232254125,3.8222963951935913
1279916.324779381,3.8209612817089456
1286040.3263333493,3.819626168224299
1292164.3278873176,3.818291054739653
1298288.329441286,3.816955941255007
1304412.3309952542,3.8156208277703607
1310536.3325492225,3.8142857142857145
1316660.334103191,3.8129506008010683
1322784.3356571593,3.811615487316422
1328908.3372111276,3.810280373831776
1335032.338765096,3.8089452603471297
1341156.3403190642,3.8076101468624834
1347280.3418730325,3.8062750333778372
1353404.343427001,3.804939919893191
1359528.3449809693,3.803604806408545
1365652.3465349376,3.8022696929238986
1371776.348088906,3.8009345794392524
1377900.3496428742,3.799599465954606
1384024.3511968425,3.79826435246996
1390148.3527508108,3.7969292389853138
1396272.3543047793,3.7955941255006675
1402396.3558587476,3.7942590120160213
1408520.357412716,3.792923898531375
1414644.3589666842,3.791588785046729
1420768.3605206525,3.790253671562083
1426892.3620746208,3.7889185580774365
1433016.3636285893,3.7875834445927903
1439140.3651825576,3.786248331108144
1445264.366736526,3.7849132176234983
1451388.3682904942,3.7835781041388516
1457512.3698444625,3.782242990654206
1463636.3713984308,3.7809078771695597
1469760.3729523993,3.7795727636849135
1475884.3745063676,3.7782376502002673
1482008.376060336,3.776902536715621
1488132.3776143042,3.775567423230975
1494256.3791682725,3.7742323097463286
1500380.3807222408,3.7728971962616824
1506504.382276209,3.771562082777036
1512628.3838301776,3.77022696929239
