Propellant mass [kg],X cog inertia [m]
0.0,41.72131145236499
5701.947640003568,41.74289053163732
11403.895280007137,41.76446961090965
17105.842920010706,41.78604869018198
22807.790560014273,41.80762776945431
28509.73820001784,41.82920684872664
34211.68584002141,41.85078592799896
39913.633480024975,41.87236500727129
45615.581120028546,41.89394408654363
51317.52876003212,41.915523165815955
57019.47640003568,41.937102245088276
62721.42404003925,41.95868132436061
68423.37168004282,41.98026040363294
74125.31932004639,42.00183948290526
79827.26696004995,42.0234185621776
85529.21460005353,42.044997641449925
91231.16224005709,42.06657672072226
96933.10988006066,42.08815579999459
102635.05752006423,42.10973487926692
108337.0051600678,42.13131395853924
114038.95280007136,42.15289303781157
119740.90044007494,42.1744721170839
125442.8480800785,42.19605119635623
131144.79572008207,42.21763027562856
136846.74336008565,42.23920935490089
142548.6910000892,42.260788434173215
148250.63864009277,42.28236751344555
153952.58628009635,42.30394659271788
159654.5339200999,42.3255256719902
165356.48156010348,42.347104751262535
171058.42920010706,42.36868383053486
176760.3768401106,42.39026290980719
182462.32448011418,42.41184198907952
188164.27212011776,42.43342106835185
193866.2197601213,42.45500014762417
199568.1674001249,42.476579226896504
205270.11504012847,42.49815830616883
210972.06268013202,42.51973738544116
216674.0103201356,42.54131646471349
222375.95796013917,42.562895543985825
228077.90560014272,42.58447462325815
233779.8532401463,42.60605370253048
239481.80088014988,42.62763278180282
245183.74852015343,42.64921186107514
250885.696160157,42.67079094034746
256587.6438001606,42.692370019619794
262289.59144016413,42.71394909889212
267991.5390801677,42.73552817816445
273693.4867201713,42.75710725743678
279395.43436017487,42.77868633670911
285097.3820001784,42.800265415981436
290799.32964018197,42.82184449525377
296501.27728018555,42.84342357452609
302203.2249201891,42.86500265379843
307905.1725601927,42.886581733070756
313607.1202001963,42.908160812343084
319309.0678401998,42.92973989161541
325011.0154802034,42.95131897088775
330712.96312020696,42.97289805016007
336414.91076021054,42.9944771294324
342116.8584002141,43.016056208704725
347818.8060402177,43.03763528797706
353520.7536802212,43.05921436724938
359222.7013202248,43.08079344652172
364924.64896022837,43.102372525794046
370626.59660023195,43.12395160506637
376328.5442402355,43.14553068433871
382030.49188023905,43.16710976361103
387732.4395202426,43.18868884288336
