time,x,y,vx,vy,theta,theta_dot,alpha,MomentsApplied,ParallelThrust,PerpendicularThrust
23.22,134.338725041584,1878.52565454531,14.4384232012585,171.128887712985,1.52979963672077,-0.003995111805488,-0.0431755888811283,-37039185.2452983,132980962.073316,-787221.4179269
23.23,134.483109273597,1880.23694342244,14.4448315756156,171.214391986965,1.52975968560272,-0.00401341991055401,-0.0431309648754921,-37018648.5923508,132982059.827025,-786787.056163376
23.24,134.627557589353,1881.94908734231,14.4512482497596,171.299907127661,1.52971955140361,-0.00403171829314257,-0.0430862052456111,-36997815.3683416,132983158.221542,-786346.388780359
23.25,134.77207007185,1883.66208641359,14.4576732672458,171.385433136582,1.52967923422068,-0.00405000680675694,-0.0430413102702609,-36976685.7464153,132984257.25671,-785899.419406904
23.26,134.916646804523,1885.37594074495,14.4641066716121,171.470970015235,1.52963873415261,-0.00406828530497833,-0.0429962802292025,-36955259.9022424,132985356.932367,-785446.151725785
23.27,135.061287871239,1887.09065044511,14.470548506381,171.556517765123,1.52959805129956,-0.00408655364146721,-0.0429511154031947,-36933538.014018,132986457.24835,-784986.58947348
23.28,135.205993356303,1888.80621562276,14.4769988150597,171.642076387745,1.52955718576315,-0.00410481166996454,-0.0429058160739924,-36911520.2624611,132987558.204493,-784520.736440148
23.29,135.350763344453,1890.52263638664,14.4834576411391,171.727645884599,1.52951613764645,-0.00412305924429306,-0.0428603825243448,-36889206.8308135,132988659.800625,-784048.596469604
23.3,135.495597920865,1892.23991284548,14.4899250280942,171.813226257177,1.52947490705401,-0.00414129621835857,-0.0428148150379939,-36866597.9048373,132989762.036574,-783570.173459282
23.31,135.640497171146,1893.95804510805,14.4964010193829,171.898817506972,1.52943349409182,-0.00415952244615118,-0.0427691138996722,-36843693.6728156,132990864.912163,-783085.471360232
23.32,135.78546118134,1895.67703328312,14.5028856584464,171.98441963547,1.52939189886736,-0.00417773778174658,-0.0427232793951011,-36820494.3255487,132991968.427214,-782594.494177048
23.33,135.930490037924,1897.39687747948,14.5093789887085,172.070032644155,1.52935012148954,-0.00419594207930734,-0.0426773118109895,-36797000.056353,132993072.581544,-782097.245967847
23.34,136.075583827811,1899.11757780592,14.5158810535753,172.155656534508,1.52930816206875,-0.00421413519308415,-0.0426312114350311,-36773211.0610625,132994177.374968,-781593.730844301
23.35,136.220742638347,1900.83913437126,14.5223918964348,172.241291308006,1.52926602071682,-0.00423231697741708,-0.0425849785559034,-36749127.5380215,132995282.807298,-781083.952971481
23.36,136.365966557311,1902.56154728434,14.5289115606567,172.326936966123,1.52922369754705,-0.00425048728673688,-0.0425386134632653,-36724749.6880891,132996383.537053,-780567.916567951
23.37,136.511255672918,1904.28481665401,14.5354400895656,172.41259351002,1.52918119267418,-0.0042686459757812,-0.0424921164477556,-36700077.7146337,132997479.283051,-780045.625905744
23.38,136.656610073813,1906.00894258911,14.5419775261583,172.498260933443,1.52913850621442,-0.00428679289939184,-0.0424454878028064,-36675111.8235292,132998575.662214,-779517.06663635
23.39,136.802029849075,1907.73392519844,14.5485239134222,172.58393923007,1.52909563828543,-0.00430492791203714,-0.0423987278229097,-36649852.2231535,132999672.674064,-778982.260892267
23.4,136.947515088209,1909.45976459074,14.5550792946741,172.669628401353,1.52905258900631,-0.0043230508685109,-0.0423518368017672,-36624299.1243935,133000770.318382,-778441.214052349
23.41,137.093065881156,1911.18646087475,14.5616437131859,172.755328448736,1.52900935849762,-0.00434116162371612,-0.042304815033912,-36598452.7406408,133001868.594962,-777893.930602238
23.42,137.238682318288,1912.91401415924,14.5682172122079,172.841039373665,1.52896594688138,-0.00435926003265406,-0.0422576628148392,-36572313.2877897,133002967.503593,-777340.415080823
23.43,137.38436449041,1914.64242455298,14.5747998349694,172.926761177579,1.52892235428106,-0.00437734595042549,-0.0422103804410126,-36545880.984234,133004067.044063,-776780.672080169
23.44,137.53011248876,1916.37169216475,14.5813916246785,173.012493861914,1.52887858082155,-0.00439541923223194,-0.0421629682098625,-36519156.0508682,133005167.216157,-776214.706245535
23.45,137.675926405006,1918.10181710337,14.5879926245219,173.098237428104,1.52883462662923,-0.00441347973337696,-0.0421154264197843,-36492138.7110827,133006268.019654,-775642.522275287
23.46,137.821806331252,1919.83279947765,14.5946028776642,173.183991877577,1.5287904918319,-0.00443152730926741,-0.0420677553701354,-36464829.1907646,133007369.454335,-775064.124920909
23.47,137.967752360028,1921.56463939643,14.6012224272481,173.269757211759,1.5287461765588,-0.00444956181541468,-0.0420199553612344,-36437227.718293,133008471.519974,-774479.518986897
23.48,138.113764584301,1923.29733696855,14.6078513163935,173.355533432073,1.52870168094065,-0.00446758310743596,-0.0419720266943582,-36409334.5245399,133009574.216345,-773888.709330795
23.49,138.259843097465,1925.03089230287,14.6144895881974,173.441320539935,1.52865700510958,-0.00448559104105552,-0.0419239696717413,-36381149.8428681,133010677.543216,-773291.700863131
23.5,138.405987993347,1926.76530550827,14.6211372857335,173.527118536762,1.52861214919917,-0.00450358547210592,-0.0418757845965725,-36352673.9091275,133011781.500356,-772688.498547359
23.51,138.552199366204,1928.50057669363,14.6277944520521,173.612927423963,1.52856711334444,-0.00452156625652932,-0.0418274717729934,-36323906.961654,133012886.087527,-772079.10739982
23.52,138.698477310724,1930.23670596787,14.6344611301792,173.698747202946,1.52852189768188,-0.00453953325037869,-0.0417790315060973,-36294849.2412692,133013991.304492,-771463.532489747
23.53,138.844821922026,1931.9736934399,14.6411373631169,173.784577875115,1.52847650234938,-0.0045574863098191,-0.0417304641019254,-36265500.9912768,133015097.151007,-770841.778939185
23.54,138.991233295657,1933.71153921865,14.6478231938423,173.870419441867,1.52843092748628,-0.00457542529112893,-0.0416817698674663,-36235862.4574607,133016203.627127,-770213.832695157
23.55,139.137711527596,1935.45024341307,14.6545186653077,173.9562719046,1.52838517323337,-0.00459335005045214,-0.0416329491106535,-36205933.8880827,133017310.732307,-769579.718105773
23.56,139.284256714249,1937.18980613212,14.6612238204667,174.042135264704,1.52833923973286,-0.00461126044429613,-0.0415840021405185,-36175715.5338881,133018418.466295,-768939.440590892
23.57,139.430868952454,1938.93022748477,14.6679387022205,174.128009523567,1.52829312712842,-0.00462915632928721,-0.0415349292668816,-36145207.6480944,133019526.828839,-768293.005483969
23.58,139.577548339476,1940.67150758,14.6746633534444,174.213894682573,1.52824683556513,-0.00464703756217004,-0.041485730800501,-36114410.4863928,133020635.819681,-767640.418171098
23.59,139.72429497301,1942.41364652683,14.6813978169872,174.299790743102,1.5282003651895,-0.00466490399980884,-0.0414364070530713,-36083324.3069447,133021745.438565,-766981.684090931
23.6,139.87110895118,1944.15664443426,14.6881421356707,174.38569770653,1.52815371614951,-0.00468275549918873,-0.0413869583372219,-36051949.3703798,133022855.685229,-766316.808734651
23.61,140.017990372537,1945.90050141132,14.6948963522901,174.471615574229,1.52810688859451,-0.00470059191741686,-0.0413373849665155,-36020285.939796,133023966.559407,-765645.797645957
23.62,140.16493933606,1947.64521756707,14.7016605096129,174.557544347567,1.52805988267534,-0.00471841311172374,-0.0412876872554448,-35988334.2807531,133025078.060834,-764968.656420938
23.63,140.311955941156,1949.39079301054,14.7084346503788,174.643484027907,1.52801269854422,-0.00473621893946446,-0.0412378655194312,-35956094.661275,133026190.18924,-764285.39070812
23.64,140.45904028766,1951.13722785082,14.7152188172996,174.729434616611,1.52796533635483,-0.00475400925811993,-0.041187920074822,-35923567.3518443,133027302.944352,-763596.00620835
23.65,140.606192475833,1952.88452219699,14.7220130530585,174.815396115034,1.52791779626225,-0.0047717839252981,-0.0411378512388891,-35890752.6254013,133028416.325896,-762900.508674778
23.66,140.753412606363,1954.63267615814,14.72881740031,174.901368524527,1.52787007842299,-0.00478954279873527,-0.0410876593298273,-35857650.7573435,133029530.333593,-762198.903912847
23.67,140.900700780366,1956.38168984338,14.7356319016793,174.987351846438,1.52782218299501,-0.00480728573629724,-0.0410373446667507,-35824262.0255214,133030644.967163,-761491.197780199
23.68,141.048057099383,1958.13156336185,14.7424565997624,175.07334608211,1.52777411013764,-0.00482501259598062,-0.0409869075696914,-35790586.7102356,133031760.226323,-760777.396186621
23.69,141.195481665381,1959.88229682267,14.7492915371252,175.159351232884,1.52772586001168,-0.00484272323591403,-0.0409363483595979,-35756625.0942366,133032876.110797,-760057.504447253
23.7,141.342974580752,1961.633890335,14.7561367563037,175.245367300092,1.52767743277932,-0.00486041751435098,-0.0408856673583318,-35722377.4627221,133033992.620567,-759331.510795712
23.71,141.490535948315,1963.386344008,14.762992299804,175.331394285068,1.52762882860418,-0.00487809528944902,-0.0408348648886718,-35687844.1033327,133035109.75506,-758599.439761853
23.72,141.638165871313,1965.13965795085,14.7698582101263,175.417432189135,1.52758004765129,-0.00489575641974072,-0.0407839412744484,-35653025.3061572,133036227.513983,-757861.297464237
23.73,141.785864453414,1966.89383227274,14.7767345297138,175.503481013617,1.52753109008709,-0.00491340076389563,-0.0407328968402534,-35617921.3637222,133037345.897039,-757117.090073307
23.74,141.933631798712,1968.64886708288,14.7836213009782,175.589540759832,1.52748195607945,-0.00493102818072148,-0.0406817319115838,-35582532.570992,133038464.903928,-756366.823811391
23.75,142.081468011721,1970.40476249047,14.7905185662995,175.675611429092,1.52743264579764,-0.00494863852916546,-0.0406304468148395,-35546859.2253681,133039584.53435,-755610.504952681
23.76,142.229373197384,1972.16151860477,14.7974263680251,175.761693022707,1.52738315941235,-0.00496623166831543,-0.0405790418773218,-35510901.6266807,133040704.788,-754848.139823073
23.77,142.377347461065,1973.91913553499,14.8043447484702,175.847785541983,1.52733349709567,-0.00498380745740112,-0.0405275174272288,-35474660.0771933,133041825.664571,-754079.734800246
23.78,142.525390908549,1975.67761339041,14.8112737499171,175.93388898822,1.52728365902109,-0.00500136575579542,-0.0404758737936568,-35438134.8815966,133042947.163754,-753305.296313539
23.79,142.673503646048,1977.43695228029,14.8182134146145,176.020003362712,1.52723364536354,-0.00501890642301555,-0.0404241113065948,-35401326.3470047,133044069.285237,-752524.830843877
23.8,142.821685780195,1979.19715231392,14.8251637847778,176.106128666754,1.52718345629931,-0.00503642931872431,-0.040372230296924,-35364234.7829565,133045192.028705,-751738.344923796
23.81,142.969937418042,1980.95821360059,14.8321249025885,176.19226490163,1.52713309200612,-0.00505393430273132,-0.0403202310964157,-35326860.5014094,133046315.393842,-750945.845137312
23.82,143.118258667068,1982.72013624961,14.8390968101937,176.278412068625,1.52708255266309,-0.0050714212349942,-0.0402681140377281,-35289203.8167402,133047439.380327,-750147.338119934
23.83,143.26664963517,1984.48292037029,14.8460795497059,176.364570169016,1.52703183845074,-0.00508888997561984,-0.0402158794544043,-35251265.0457393,133048563.987839,-749342.830558551
23.84,143.415110430667,1986.24656607198,14.8530731632028,176.450739204077,1.52698094955099,-0.00510634038486558,-0.0401635276808712,-35213044.5076107,133049689.216054,-748532.329191427
23.85,143.563641162299,1988.01107346402,14.8600776927266,176.536919175077,1.52692988614714,-0.00512377232314048,-0.0401110590524352,-35174542.5239666,133050815.064666,-747715.839401953
23.86,143.712241939227,1989.77644265577,14.867093180284,176.623110083281,1.52687864842391,-0.00514118565098824,-0.0400584739052816,-35135759.4188293,133051941.533582,-746893.352100815
23.87,143.860912871029,1991.54267375661,14.8741196678478,176.709311929947,1.5268272365674,-0.00515858022890008,-0.0400057725764831,-35096695.5186237,133053068.622212,-746064.891557766
23.88,144.009654067708,1993.30976687591,14.8811571973764,176.795524716332,1.52677565076511,-0.00517595591774796,-0.0399529554041127,-35057351.1521817,133054196.33022,-745230.464716467
23.89,144.158465639682,1995.07772212307,14.8882058107675,176.881748443685,1.52672389120593,-0.00519331257856035,-0.0399000227269783,-35017726.6507337,133055324.65727,-744390.078571642
23.9,144.307347697789,1996.84653960751,14.8952655498819,176.967983113253,1.52667195808014,-0.00521065007252354,-0.0398469748847583,-34977822.3479086,133056453.603023,-743543.740169069
23.91,144.456300353288,1998.61621943864,14.902336456543,177.054228726277,1.52661985157942,-0.00522796826098278,-0.0397938122179966,-34937638.5797262,133057583.167137,-742691.456605431
23.92,144.605323717854,2000.3867617259,14.9094185725365,177.140485283993,1.52656757189681,-0.00524526700544353,-0.0397405350681022,-34897175.6845998,133058713.349267,-741833.235028355
23.93,144.754417903579,2002.15816657874,14.9165119396102,177.226752787634,1.52651511922675,-0.00526254616757266,-0.0396871437773463,-34856434.0033308,133059841.70609,-740969.082636319
23.94,144.903583022975,2003.93043410662,14.9236165994613,177.31303123828,1.52646249376508,-0.00527980560929393,-0.0396336386888603,-34815413.8791059,133060961.934144,-740099.006678606
23.95,145.05281918897,2005.703564419,14.9307325935661,177.399320633237,1.52640969570899,-0.00529704519293762,-0.0395800201473877,-34774115.6574922,133062082.773722,-739223.014455241
23.96,145.202126514905,2007.47755762533,14.9378599630173,177.485620961581,1.52635672525706,-0.00531426478066144,-0.039526288500469,-34732539.686431,133063204.22447,-738341.113316574
23.97,145.351505114536,2009.25241383495,14.944998749405,177.571932224513,1.52630358260925,-0.00533146423478928,-0.0394724440937839,-34690686.316243,133064326.286033,-737453.310663739
23.98,145.50095510203,2011.02813315719,14.95214899428,177.658254423231,1.5262502679669,-0.00534864341781245,-0.0394184872738625,-34648555.8996206,133065448.958051,-736559.613948363
23.99,145.650476591972,2012.80471570143,14.9593107391529,177.74458755893,1.52619678153272,-0.00536580219239087,-0.0393644183880832,-34606148.7916286,133066572.240163,-735660.030672585
24,145.800069699364,2014.58216157702,14.9664840254937,177.830931632797,1.5261431235108,-0.00538294042135429,-0.0393102377846699,-34563465.3496993,133067696.132007,-734754.568388951
24.01,145.949734539619,2016.36047089334,14.9736688947322,177.917286646015,1.52608929410659,-0.00540005796770348,-0.0392559458126898,-34520505.9336325,133068820.633248,-733843.232565988
24.02,146.099471228566,2018.1396437598,14.9808653882567,178.003652599764,1.52603529352691,-0.00541715469458374,-0.0392015428220511,-34477270.9055886,133069945.743725,-732926.016752786
24.03,146.249279882449,2019.9196802858,14.9880735474175,178.090029495217,1.52598112197996,-0.00543423046513071,-0.0391470291635174,-34433760.6300893,133071071.46283,-732002.94493759
24.04,146.399160617923,2021.70058058075,14.9952934135424,178.176417333542,1.52592677967531,-0.00545128514286598,-0.0390924051887998,-34389975.4740152,133072197.790188,-731074.024874554
24.05,146.549113552058,2023.48234475409,15.0025250278949,178.262816115903,1.52587226682388,-0.00546831859148696,-0.0390376712503164,-34345915.8066026,133073324.725427,-730139.264367994
24.06,146.699138802337,2025.26497291525,15.0097684316958,178.349225843459,1.52581758363797,-0.00548533067486804,-0.0389828277013164,-34301581.999436,133074452.26817,-729198.671272223
24.07,146.849236486654,2027.04846517368,15.0170236661236,178.435646517364,1.52576273033122,-0.00550232125706181,-0.0389278748958783,-34256974.4264496,133075580.418038,-728252.253491586
24.08,146.999406723315,2028.83282163886,15.0242907723134,178.522078138766,1.52570770711865,-0.00551929020230024,-0.0388728131889062,-34212093.4639199,133076709.17465,-727300.018980303
24.09,147.149649631039,2030.61804242024,15.031569791357,178.608520708809,1.52565251421663,-0.00553623737499584,-0.0388176429361287,-34166939.4904668,133077838.537624,-726341.975742493
24.1,147.299965328952,2032.40412762733,15.0388607643027,178.694974228633,1.52559715184288,-0.0055531626397429,-0.0387623644940951,-34121512.8870457,133078968.506573,-725378.131832009
24.11,147.450353936595,2034.19107736962,15.0461637321546,178.78143869937,1.52554162021648,-0.00557006586131862,-0.0387069782201743,-34075814.0369498,133080099.081112,-724408.495352485
24.12,147.600815573917,2035.97889175661,15.0534787358724,178.86791412215,1.52548591955787,-0.00558694690468431,-0.0386514844725512,-34029843.325803,133081230.26085,-723433.074457181
24.13,147.751350361275,2037.76757089783,15.0608058163713,178.954400498097,1.52543005008882,-0.0056038056349866,-0.0385958836102249,-33983601.1415575,133082362.045397,-722451.877348946
24.14,147.901958419439,2039.55711490281,15.0681450145211,179.040897828328,1.52537401203247,-0.00562064191755855,-0.0385401759930057,-33937087.8744915,133083494.434358,-721464.912280152
24.15,148.052639869584,2041.3475238811,15.0754963711468,179.127406113956,1.52531780561329,-0.00563745561792092,-0.0384843619815136,-33890303.9172067,133084627.427339,-720472.187552659
24.16,148.203394833296,2043.13879794224,15.0828599270271,179.213925356091,1.52526143105711,-0.00565424660178324,-0.0384284419371739,-33843249.6646211,133085761.023942,-719473.711517653
24.17,148.354223432566,2044.9309371958,15.0902357228952,179.300455555835,1.5252048885911,-0.00567101473504509,-0.0383724162222165,-33795925.5139709,133086895.223808,-718469.489748551
24.18,148.505125789795,2046.72394175136,15.0976237994376,179.386996714286,1.52514817844375,-0.00568775988376046,-0.038316285199673,-33748331.8648041,133088030.026713,-717459.518382919
24.19,148.65610202779,2048.5178117185,15.1050241972982,179.473548832537,1.52509130084491,-0.00570448191401582,-0.0382600492333955,-33700469.118978,133089165.432033,-716443.821109888
24.2,148.807152269762,2050.31254720682,15.1124369570909,179.560111911674,1.52503425602577,-0.00572118069228836,-0.0382037086881297,-33652337.68066,133090301.439365,-715422.406478051
24.21,148.958276639333,2052.10814832594,15.1198621193614,179.646685952779,1.52497704421884,-0.00573785608525001,-0.0381472639292977,-33603937.9563194,133091438.048299,-714395.283085029
24.22,149.109475260527,2053.90461518547,15.1272997246075,179.73327095693,1.52491966565799,-0.00575450795976851,-0.0380907153231125,-33555270.3547256,133092575.258428,-713362.459577426
24.23,149.260748257773,2055.70194789504,15.134749813279,179.819866925198,1.52486212057839,-0.00577113618290865,-0.0380340632365761,-33506335.2869423,133093713.069339,-712323.944650711
24.24,149.412095755906,2057.50014656429,15.1422124257775,179.90647385865,1.52480440921657,-0.00578774062193338,-0.0379773080374763,-33457133.166327,133094851.48062,-711279.747049201
24.25,149.563517880164,2059.29921130288,15.1496876024558,179.993091758346,1.52474653181035,-0.00580432114430497,-0.0379204500943853,-33407664.4085254,133095990.491855,-710229.875565957
24.26,149.715014756188,2061.09914222046,15.157175383618,180.079720625344,1.5246884885989,-0.00582087761768623,-0.0378634897766552,-33357929.4314698,133097130.102628,-709174.339042735
24.27,149.866586510024,2062.89993942671,15.1646758095185,180.166360460692,1.52463027982273,-0.0058374099099416,-0.0378064274544168,-33307928.6553737,133098270.31252,-708113.146369878
24.28,150.01823326812,2064.70160303132,15.1721889203623,180.253011265437,1.52457190572363,-0.00585391788913832,-0.037749263498577,-33257662.5027284,133099411.12111,-707046.306486249
24.29,150.169955157323,2066.50413314397,15.1797147563046,180.339673040619,1.52451336654474,-0.00587040142354762,-0.0376919982808153,-33207131.3983021,133100552.527976,-705973.828379203
24.3,150.321752304886,2068.30752987438,15.18725335745,180.426345787271,1.5244546625305,-0.00588686038164582,-0.0376346321735819,-33156335.7691336,133101694.532694,-704895.721084466
24.31,150.473624838461,2070.11179333225,15.1948047638526,180.513029506423,1.52439579392668,-0.00590329463211554,-0.0375771655500952,-33105276.04453,133102837.134838,-703811.993686073
24.32,150.625572886099,2071.91692362732,15.2023690155156,180.599724199099,1.52433676098036,-0.00591970404384678,-0.0375195987843386,-33053952.6560624,133103980.33398,-702722.655316284
24.33,150.777596576254,2073.72292086931,15.209946152391,180.686429866317,1.52427756393992,-0.00593608848593812,-0.0374619322510583,-33002366.0375638,133105124.12974,-701627.711675657
24.34,150.929696037778,2075.52978516797,15.2175362143792,180.77314650909,1.52421820305506,-0.00595244782765263,-0.0374041663257605,-32950516.625123,133106268.521833,-700527.161428553
24.35,151.081871399922,2077.33751663306,15.2251392413334,180.859874128425,1.52415867857679,-0.00596878193832689,-0.0373463013847355,-32898404.8570846,133107413.50963,-699421.027950832
24.36,151.234122792335,2079.14611537435,15.2327552730693,180.946612725325,1.5240989907574,-0.00598509068769275,-0.0372883378051114,-32846031.174046,133108559.092695,-698309.32056745
24.37,151.386450345066,2080.9555815016,15.2403843493307,181.033362300784,1.52403913985053,-0.00600137394569516,-0.0372302759646601,-32793396.018851,133109705.270591,-697192.048651214
24.38,151.538854188559,2082.76591512461,15.2480265098082,181.120122855796,1.52397912611107,-0.00601763158249337,-0.037172116241903,-32740499.8365858,133110852.042882,-696069.221622698
24.39,151.691334453658,2084.57711635317,15.2556817941393,181.206894391344,1.52391894979525,-0.00603386346846202,-0.0371138590161078,-32687343.0745756,133111999.409126,-694940.848950177
24.4,151.843891271599,2086.38918529708,15.2633502419081,181.29367690841,1.52385861116056,-0.00605006947419232,-0.0370555046672862,-32633926.1823811,133113147.368884,-693806.940149544
24.41,151.996524774018,2088.20212206616,15.2710318926447,181.380470407969,1.52379811046582,-0.00606624947049314,-0.0369970535761917,-32580249.6117952,133114295.921711,-692667.504784247
24.42,152.149235092944,2090.01592677024,15.2787267858252,181.467274890988,1.52373744797111,-0.00608240332839217,-0.0369385061243159,-32526313.8168374,133115445.067164,-691522.552465167
24.43,152.302022360803,2091.83059951915,15.286434960871,181.554090358433,1.52367662393783,-0.00609853091913703,-0.0368798626938862,-32472119.2537509,133116594.804797,-690372.092850565
24.44,152.454886710411,2093.64614042274,15.2941564571489,181.64091681126,1.52361563862864,-0.00611463211419641,-0.0368211236678639,-32417666.3810015,133117745.134161,-689216.135646042
24.45,152.607828274983,2095.46254959085,15.3018913139706,181.727754250423,1.5235544923075,-0.00613070678526118,-0.0367622894299398,-32362955.6592686,133118896.054807,-688054.690604369
24.46,152.760847188123,2097.27982713335,15.3096395705921,181.814602676869,1.52349318523964,-0.00614675480424552,-0.036703360364533,-32307987.5514456,133120047.566285,-686887.767525483
24.47,152.913943583829,2099.09797316012,15.3174012662138,181.901462091539,1.5234317176916,-0.00616277604328804,-0.0366443368567875,-32252762.5226346,133121199.668143,-685715.376256376
24.48,153.067117596491,2100.91698778104,15.3251764399802,181.988332495369,1.52337008993117,-0.00617877037475292,-0.0365852192925695,-32197281.0401422,133122352.359927,-684537.526691009
24.49,153.22036936089,2102.73687110599,15.3329651309792,182.075213889289,1.52330830222742,-0.00619473767123097,-0.0365260080584646,-32141543.5734754,133123499.893555,-683354.224681738
24.5,153.3736990122,2104.55762324488,15.3407673782124,182.162106273873,1.52324635485071,-0.00621067780569547,-0.0364667035417752,-32085550.5943394,133124642.357026,-682165.471347031
24.51,153.527106685982,2106.37924430762,15.3485832191887,182.249009629086,1.52318424807265,-0.0062265906586763,-0.0364073061321475,-32029302.5766299,133125785.403607,-680971.289738667
24.52,153.680592518174,2108.20173440391,15.3564126916548,182.335923938315,1.52312198216607,-0.00624247610911587,-0.0363478162198962,-31972799.9963005,133126929.032839,-679771.689935185
24.53,153.834156645091,2110.0250936433,15.3642558344671,182.422849202459,1.52305955740497,-0.00625833403047754,-0.036288234194312,-31916043.3313944,133128073.244261,-678566.682059726
24.54,153.987799203435,2111.84932213532,15.3721126864246,182.509785422412,1.52299697406467,-0.00627416429645655,-0.0362285604453907,-31859033.0621366,133129218.037409,-677356.276281921
24.55,154.1415203303,2113.67441998955,15.3799832862676,182.596732599065,1.52293423242171,-0.00628996678098117,-0.0361687953638323,-31801769.6709293,133130363.411818,-676140.482817787
24.56,154.295320163162,2115.50038731554,15.3878676726781,182.683690733301,1.5228713327539,-0.00630574135821379,-0.0361089393410372,-31744253.6423487,133131509.367023,-674919.311929668
24.57,154.449198839889,2117.32722422287,15.3957658842792,182.770659825998,1.52280827534031,-0.00632148790255199,-0.0360489927691039,-31686485.4631417,133132655.902556,-673692.773926159
24.58,154.603156498732,2119.15493082113,15.4036779596346,182.85763987803,1.52274506046129,-0.0063372062886297,-0.0359889560408255,-31628465.6222197,133133803.017949,-672460.879161988
24.59,154.757193278328,2120.98350721991,15.4116039372486,182.944630890263,1.5226816883984,-0.00635289639131826,-0.0359288295496882,-31570194.6106572,133134950.712732,-671223.638037961
24.6,154.911309317701,2122.81295352881,15.4195438555658,183.03163286356,1.52261815943449,-0.00636855808572751,-0.0358686136898672,-31511672.9216852,133136098.986434,-669981.061000849
24.61,155.065504756256,2124.64326985745,15.4274977529706,183.118645798776,1.52255447385363,-0.00638419124720692,-0.0358083088562242,-31452901.0506896,133137247.838582,-668733.158543342
24.62,155.219779733786,2126.47445631544,15.4354656677867,183.205669696764,1.52249063194116,-0.00639979575134664,-0.0357479154443052,-31393879.4952045,133138397.268702,-667479.941203905
24.63,155.374134390464,2128.3065130124,15.4434476382774,183.292704558367,1.52242663398365,-0.00641537147397863,-0.0356874338503368,-31334608.7549096,133139547.27632,-666221.419566727
24.64,155.528568866847,2130.13944005799,15.4514437026446,183.379750384427,1.52236248026891,-0.00643091829117772,-0.0356268644712234,-31275089.3316253,133140697.86096,-664957.604261621
24.65,155.683083303873,2131.97323756183,15.4594538990292,183.466807175776,1.52229817108599,-0.00644643607926271,-0.0355662077045455,-31215321.7293101,133141849.022206,-663688.501315005
24.66,155.837677842864,2133.80790563359,15.4674782655099,183.553874933245,1.5222337067252,-0.00646192471473693,-0.0355054639485557,-31155306.4540546,133143000.759675,-662414.114210944
24.67,155.992352625519,2135.64344438292,15.4755168401104,183.640953657655,1.52216908747805,-0.00647738407425566,-0.035444633602211,-31095044.0140779,133144153.072729,-661134.465665195
24.68,156.14710779392,2137.4798539195,15.4835696608018,183.728043349825,1.52210431363731,-0.0064928140348769,-0.0353837170651923,-31034534.9197271,133145305.960886,-659849.56648968
24.69,156.301943490528,2139.317134353,15.4916367654761,183.815144010565,1.52203938549696,-0.00650821447390695,-0.0353227147377535,-30973779.6834688,133146459.423665,-658559.427541495
24.7,156.456859858182,2141.1552857931,15.4997181919623,183.902255640682,1.52197430335222,-0.00652358526890148,-0.0352616270208097,-30912778.8198857,133147613.460583,-657264.059722832
24.71,156.611857040102,2142.99430834951,15.5078139780261,183.989378240978,1.52190906749953,-0.00653892629766662,-0.0352004543159332,-30851532.8456711,133148768.071155,-655963.473980868
24.72,156.766935179882,2144.83420213192,15.5159241613699,184.076511812248,1.52184367823656,-0.00655423743825999,-0.0351391970253518,-30790042.2796258,133149923.254897,-654657.6813077
24.73,156.922094421496,2146.67496725004,15.5240487796319,184.163656355281,1.52177813586217,-0.00656951856899182,-0.0350778555519458,-30728307.642653,133151079.011323,-653346.692740232
24.74,157.077334909292,2148.51660381359,15.5321878703864,184.250811870862,1.52171244067649,-0.00658476956842597,-0.0350164302992442,-30666329.4577541,133152235.339944,-652030.519360093
24.75,157.232656787996,2150.3591119323,15.5403414711432,184.337978359768,1.5216465929808,-0.00659999031538102,-0.0349549216714227,-30604108.2500248,133153392.240274,-650709.172293542
24.76,157.388060202708,2152.2024917159,15.5485096193472,184.425155822774,1.52158059307765,-0.00661518068893135,-0.0348933300733001,-30541644.5466505,133154549.711822,-649382.66271139
24.77,157.543545298901,2154.04674327413,15.5566923523784,184.512344260646,1.52151444127076,-0.00663034056840814,-0.0348316559103359,-30478938.8769007,133155707.754099,-648051.001828863
24.78,157.699112222425,2155.89186671674,15.5648897075183,184.599543673756,1.52144813786507,-0.00664546983362094,-0.0347698995886272,-30415991.7721267,133156866.366613,-646714.200905567
24.79,157.8547611195,2157.73786215347,15.5731017218951,184.686754061428,1.52138168316674,-0.00666056836522177,-0.0347080615149036,-30352803.7657522,133158025.548873,-645372.271245281
24.8,158.010492136719,2159.58472969409,15.5813284326913,184.773975424409,1.52131507748309,-0.00667563604331801,-0.0346461420965181,-30289375.3932573,133159185.300385,-644025.224195618
24.81,158.166305421046,2161.43246944833,15.589569877023,184.861207763438,1.52124832112265,-0.00669067274827804,-0.0345841417414523,-30225707.1921915,133160345.620722,-642673.06599087
24.82,158.322201119816,2163.28108152597,15.5978260919397,184.948451079248,1.52118141439517,-0.00670567836066513,-0.0345220608583137,-30161799.7021652,133161506.509462,-641315.802391299
24.83,158.478179380736,2165.13056603676,15.6060971144311,185.035705372568,1.52111435761156,-0.00672065276123175,-0.0344598998563721,-30097653.4648497,133162667.965968,-639953.455777275
