time,x,y,vx,vy,theta,theta_dot,gamma,alpha,mass,mass_propellant,throttle,action,reward,dynamic_pressure,maximum_velocity,aero_force_y,alpha_effective,mach_number_max,air_density,speed_of_sound,mass_flow,fuel_percentage_consumed,ug,d_thrust_cg,d_cp_cg,control_force_x,control_force_parallel,g_load_1_sec_window,lift,drag,aero_force_x,CD,x_cog,control_force_perpendicular,control_force_y,inertia,mach_number,CL,gravity_force_y,vg,atmospheric_pressure,acceleration_dict_acceleration_x_component_lift,acceleration_dict_acceleration_y_component_gravity,acceleration_dict_acceleration_y_component_control,acceleration_dict_acceleration_x_component_wind,acceleration_dict_acceleration_x_component_gravity,acceleration_dict_acceleration_x_component_drag,acceleration_dict_acceleration_x_component_control,acceleration_dict_acceleration_x_component,acceleration_dict_acceleration_y_component,acceleration_dict_acceleration_y_component_wind,acceleration_dict_acceleration_y_component_drag,acceleration_dict_acceleration_y_component_lift,moment_dict_M_wind_z,moment_dict_control_moment_z,moment_dict_theta_dot_dot,moment_dict_moments_z,moment_dict_aero_moment_z
323.8499999999641,30592.480393257396,9209.700340710955,-14.290832229360829,-418.77799484611836,1.536679727420869,0.0007969642728036635,4.678277138422953,-3.141597411002084,1278201.169307541,933919.8002572118,0.8669739961624146,0.7339479923248291,0.34592788026002497,40036.17524238971,362.09193184557427,1499655.2382281672,4.764606747809097e-06,1.7649768032236064,0.4548400197531812,302.90283589473626,11089.9951171875,0.78052818909701,0.0,8.045935895292473,-32.82130075267043,1344780.1849084967,39401827.20719158,2.322394106785978,11.19044493697101,1500528.8122528645,51194.56007270353,0.3486022232230468,4.9459358952924735,0.0,39378871.91781476,23235043.456179645,1.3851876612324678,2.5997594661486545e-06,-12498668.94232343,0.0,29808.307163376045,-2.9858575628278554e-07,-9.77832695075261,30.808039347318125,0.0,0.0,0.04003741877594243,1.0520880571851021,1.0919032531425812,22.19603142917763,0.0,9.178953980335448e-07,-8.74974545210994e-06,0.0,0.0,2.5906495182262852e-05,601.938541357186,601.938541357186
323.949999999964,30591.05809316119,9167.960289720475,-14.182323130286163,-416.5737016103092,1.5367595666631553,0.0007992882106430859,4.678356953325902,-3.1415973866627462,1277098.2603414766,932816.8912911473,0.862212598323822,0.724425196647644,0.34662616336330143,39815.899044005964,362.3063325283276,1500506.0080276267,4.739497049044417e-06,1.759485354678911,0.45714121423113674,303.0824792176875,11029.0888671875,0.7807876542767103,0.0,8.046403029789603,-32.8208336181733,1334159.559429757,39182182.71996478,2.3098291929981594,11.193170053185769,1501375.994777228,51103.793319023294,0.3507287248955775,4.946403029789603,0.0,39159461.95966805,23233077.236855697,1.3770738814407186,2.6147788921293547e-06,-12488047.949210716,0.0,29994.66418923448,-2.982172571079974e-07,-9.77845506255063,30.66284183113475,0.0,0.0,0.040000842381808024,1.044680429736881,1.0844618461177578,22.052448308884113,0.0,9.200031137548959e-07,-8.759458202744093e-06,0.0,0.0,2.5864614221893387e-05,600.9145799187254,600.9145799187254
324.0499999999639,30589.646596670766,9126.43974462138,-14.07457102666136,-414.3841880432676,1.5368396380204101,0.0008016031792594541,4.678437003149142,-3.1415973651287317,1276001.5802877657,931720.2112374364,0.8573430776596069,0.7146860957145691,0.3473207742799996,39596.13250904663,362.51948268874065,1501181.9813425941,4.7171923367450574e-06,1.754046098497271,0.45943915898675586,303.2610742364392,10966.7998046875,0.781045664215115,0.0,8.046867922332675,-32.82036872563023,1323399.3155945882,38957663.68807235,2.296802383819436,11.164345293280437,1502048.2739197186,51006.629002226524,0.352833259495238,4.946867922332674,0.0,38935179.135127075,23231120.32614335,1.3690228885913025,2.6225204664553914e-06,-12477486.726646353,0.0,30180.978132582753,-2.970049432912714e-07,-9.778582502877788,30.513425482080013,0.0,0.0,0.03995897212931837,1.0371455145816773,1.0768879250996213,21.904508793753777,0.0,9.22000389158541e-07,-8.744433634066071e-06,0.0,0.0,2.5782873240977705e-05,598.9650306148546,598.9650306148546
324.1499999999638,30588.245827273862,9085.137200508767,-13.96758890900317,-412.2098849688574,1.536919940577095,0.0008039079690478528,4.678517286917437,-3.1415973463403417,1274911.2658346407,930629.8967843114,0.8523666858673096,0.7047333717346191,0.3480117381861708,39376.99518574652,362.73139220628195,1501704.8668320426,4.697632981276456e-06,1.748658346831837,0.4617338205228618,303.4386291778973,10903.14453125,0.7813021867067226,0.0,8.047330508648118,-32.81990613931478,1312502.9860590796,38728334.21548073,2.2833159845074147,11.100807202003516,1502567.372470558,50903.84925780255,0.35491943109304125,4.947330508648118,0.0,38706087.4671874,23229172.99623918,1.3610358763713502,2.6221068346043985e-06,-12466986.621644339,0.0,30367.24449938359,-2.948685570849421e-07,-9.778709276274714,30.359828565675,0.0,0.0,0.03991240141197504,1.0294857542103755,1.069184526806137,21.752267617042968,0.0,9.238997670959349e-07,-8.702127102163557e-06,0.0,0.0,2.565683624246862e-05,595.9870876124828,595.9870876124828
324.24999999996373,30586.855707187493,9044.051110015484,-13.861389315059343,-410.0512133043582,1.5370004732968752,0.0008062013812184898,4.678597803532982,-3.141597330236107,1273827.4503744356,929546.0813241063,0.8472860455513,0.6945720911026001,0.34869908096823143,39158.60446210529,362.94207114285916,1502101.8797348123,4.680758134423257e-06,1.7433214162864175,0.46402516901871776,303.6151524227102,10838.1552734375,0.781557190212797,0.0,8.047790725509083,-32.81944592245382,1301475.716378047,38494306.40718926,2.2693738285369975,10.999681183732356,1502960.5227091622,50796.41562486716,0.35699222905292133,4.9477907255090825,0.0,38472298.953016184,23227235.515002236,1.3531140080013695,2.61271047730105e-06,-12456548.949180264,0.0,30553.459097684958,-2.9173609062799875e-07,-9.778835387413515,30.202127408784786,0.0,0.0,0.039861866897728346,1.0217048753310225,1.0613561146289927,21.595821938127777,0.0,9.257172808981109e-07,-8.630212687029567e-06,0.0,0.0,2.5482501749216788e-05,591.8880696405148,591.8880696405148
324.34999999996364,30585.476157405195,9003.179884364805,-13.755984292474809,-407.9085828872675,1.537081235021588,0.0008084822359143131,4.678678551774438,-3.14159731675285,1272750.2639730684,928468.8949227391,0.8421036601066589,0.6842073202133179,0.3493828292053521,38941.07521193966,363.15152973724537,1502417.4750535535,4.666505946993027e-06,1.7380346279750287,0.46631317831744074,303.79065250072534,10771.86328125,0.781810643997589,0.0,8.048248510988955,-32.81898813697395,1290322.8961928098,38255700.36893508,2.25498132959479,10.858650084497883,1503272.2061814782,50685.86242083467,0.3590608745089452,4.948248510988955,0.0,38233933.58708073,23225308.1448845,1.3452584107118004,2.5936196912934584e-06,-12446174.99188554,0.0,30739.61803825944,-2.875508521826956e-07,-9.77896084109467,30.040405152011633,0.0,0.0,0.03980855820809288,1.0138068187586824,1.0534078188159257,21.435289350187322,0.0,9.274797258959589e-07,-8.526795184408132e-06,0.0,0.0,2.525676077163e-05,586.5960516627375,586.5960516627375
324.44999999996355,30584.107097749707,8962.521894592555,-13.651385334025077,-405.78239047295784,1.537162224470505,0.0008107493775177767,4.678759530296382,-3.1415973058258775,1271679.8334615938,927398.4644112645,0.8368221521377563,0.6736442446708679,0.35006301014901275,38724.51938781949,363.3597783986613,1502720.5101881593,4.654813778870448e-06,1.7327973075977028,0.4685978259032698,303.9651380858298,10704.3046875,0.7820625180566411,0.0,8.048703804340054,-32.81853284362285,1279049.8863801095,38012636.206859015,2.240145113396665,10.676179893220384,1503571.320147346,50574.530580636645,0.361140663746247,4.948703804340054,0.0,37991111.36546495,23223391.143439136,1.3374701692708557,2.564296512741482e-06,-12435866.000934767,0.0,30925.717734384783,-2.822773302756814e-07,-9.779085642243412,29.874745486881483,0.0,0.0,0.03975430372803995,1.0057955255124664,1.0453454081513824,21.270807301122648,0.0,9.292291772916305e-07,-8.390589456888378e-06,0.0,0.0,2.4977763364759582e-05,580.0683685080762,580.0683685080762
324.54999999996346,30582.74844692823,8922.075472854252,-13.547603444063157,-403.6730216134242,1.5372434402396022,0.0008130016770318907,4.678840737628969,-3.1415972973893664,1270616.281154465,926334.9121041356,0.8314450979232788,0.6628901958465576,0.3507396517011348,38509.04592893609,363.5668276999505,1502949.3307109762,4.645618765231063e-06,1.7276087855363853,0.4708790928666109,304.13861799003234,10635.5234375,0.7823127833963981,0.0,8.049156546507449,-32.81808010145546,1267663.3612738624,37765274.027326144,2.224872669757276,10.452441914209222,1503796.175667833,50460.3545160201,0.3632156996078165,4.9491565465074485,0.0,37743992.26316048,23221484.761154495,1.3297503249206475,2.5246047728466614e-06,-12425623.18350291,0.0,31111.754900589767,-2.7592538389411775e-07,-9.779209795905619,29.70526414856482,0.0,0.0,0.039697473611939836,0.9976759939846517,1.0371722475037837,21.102442762915473,0.0,9.309271629192876e-07,-8.221648494235633e-06,0.0,0.0,2.4645205982905922e-05,572.2982751675635,572.2982751675635
324.64999999996337,30581.40012257014,8881.838913219903,-13.444649245430465,-401.5808537583249,1.537324880800297,0.0008152380260398933,4.678922172176659,-3.1415972913763617,1269559.7246053927,925278.3555550633,0.8259761333465576,0.65195232629776,0.35141278240078466,38294.76184478434,363.7726883734033,1503075.4549159862,4.638857776129157e-06,1.7224683968858894,0.47315696389421336,304.311101159633,10565.56640625,0.7825614121202424,0.0,8.049606680294513,-32.81762996766839,1256170.3543742644,37513785.937377796,2.2091720379325808,10.18892414558351,1503918.2757696025,50342.39889724425,0.36527778370666963,4.949606680294513,0.0,37492748.250777714,23219589.240753844,1.3220998945080884,2.474727310797231e-06,-12415447.700370448,0.0,31297.72655340973,-2.685396472684688e-07,-9.779333307245112,29.532087009479834,0.0,0.0,0.039637323580510926,0.9894535326132136,1.0288928965290998,20.93029880665695,0.0,9.325555429843795e-07,-8.02106316419409e-06,0.0,0.0,2.4260865141218113e-05,563.3273232044081,563.3273232044081
324.7499999999633,30580.06204126781,8841.810472567302,-13.342532950777386,-399.5062553433168,1.537406544498172,0.0008174573361258114,4.679003832217241,-3.141597287719069,1268510.2773702852,924228.9083199559,0.8204182982444763,0.6408365964889526,0.3520824314092295,38081.77179592769,363.97737130609454,1503089.572361381,4.634467669628606e-06,1.717375481482706,0.47543142725790344,304.4825966714161,10494.47265625,0.7828083773209505,0.0,8.050054150178273,-32.81718249778463,1244576.649518097,37258308.04440619,2.193051804772048,9.888752358777005,1503928.3057087185,50220.37702133128,0.3673232196112486,4.950054150178272,0.0,37237515.32118298,23217704.817969766,1.3145198636037208,2.415253666399053e-06,-12405340.67337715,0.0,31483.63001199542,-2.602076981268552e-07,-9.77945618154102,29.355312278887546,0.0,0.0,0.03957361943935733,0.9811324919638772,1.0205114663959172,20.754465891666563,0.0,9.34107980782747e-07,-7.791219513840951e-06,0.0,0.0,2.382895763367793e-05,553.2537044586414,553.2537044586414
