time,x,y,vx,vy,theta,theta_dot,gamma,alpha,mass,mass_propellant
73.3275269034693,3408.0125070678946,15797.00087584361,179.96227973436032,425.7918102432566,1.1509971281409634,-0.007968323385998071,1.170915100987493,-0.01991797284652952,4966563.349603518,2189744.0556848813
73.42688669602143,3425.9609796118457,15839.357881762771,180.6412038806835,426.2992587966613,1.1502059673025267,-0.007962585449457944,1.169991095735532,-0.019785128433005283,4964302.71205573,2187483.4181370926
73.52624648857355,3443.977057570171,15881.76532435399,181.32161406107707,426.8068753159928,1.1494153774434523,-0.00795683886577817,1.1690672002851388,-0.019651822841686428,4962042.148527459,2185222.8546088226
73.62560628112567,3462.060888603429,15924.22322029878,182.00351036130337,427.3146597253212,1.1486253594185583,-0.007951083678839215,1.1681434198424008,-0.01951806042384252,4959781.6586084105,2182962.3646897734
73.72496607367779,3480.212620388642,15966.731586191447,182.68689294706562,427.82261114692324,1.147835914078277,-0.00794531993277852,1.1672197587530602,-0.019383844674783157,4957521.2418899285,2180701.947971292
73.82432586622991,3498.432400603359,16009.29043860266,183.37176182366258,428.3307293429124,1.1470470422686343,-0.007939547671949697,1.166296222194087,-0.01924917992545261,4955260.897965002,2178441.6040463652
73.92368565878203,3516.720376933595,16051.899794063445,184.0581170762988,428.83901391431357,1.1462587448312247,-0.007933766940948439,1.1653728150220797,-0.01911407019085498,4953000.626428257,2176181.33250962
74.02304545133416,3535.0766970817854,16094.559669049153,184.74595887023523,429.34746430078906,1.1454710226031897,-0.007927977784593419,1.1644495417739762,-0.018978519170786523,4950740.426875955,2173921.1329573193
74.12240524388628,3553.5015087588017,16137.270079995305,185.43528729038277,429.8560801014777,1.144683876417197,-0.007922180247907657,1.1635264072543774,-0.01884253083718046,4948480.298905996,2171661.0049873595
74.2217650364384,3571.9949596759543,16180.03104329751,186.12610234115175,430.36486091464803,1.1438973071014205,-0.00791637437612228,1.1626034163989862,-0.018706109297565776,4946220.242117906,2169400.94819927
74.32112482899052,3590.5571975689136,16222.8425752954,186.81840426771205,430.8738061769928,1.1431113154795192,-0.007910560214674739,1.1616805735093785,-0.018569258029859315,4943960.256112845,2167140.962194208
74.42048462154264,3609.188370165764,16265.704692304489,187.5121929937196,431.3829156456962,1.1423259023706203,-0.007904737809179182,1.1607578837622028,-0.01843198139158253,4941700.340493595,2164881.046574959
74.51984441409476,3627.8886252029456,16308.617410584127,188.20746860327066,431.8921887555842,1.141541068589298,-0.00789890720545227,1.1598353517208395,-0.018294283131541578,4939440.494864568,2162621.2009459315
74.61920420664688,3646.6581104332317,16351.580746353398,188.90423126074222,432.4016251013408,1.1407568149455574,-0.00789306844948413,1.1589129819026298,-0.01815616695707245,4937180.7188317925,2160361.4249131563
74.718563999199,3665.4969736097237,16394.59471579103,189.6024809694408,432.91122427680585,1.1399731422448176,-0.007887221587430904,1.157990779112224,-0.018017636867406317,4934921.012002919,2158101.718084283
74.81792379175113,3684.4053625018264,16437.6593350193,190.30221789344918,433.42098571389596,1.1391900512878945,-0.007881366665618736,1.1570687476791897,-0.017878696391295135,4932661.373987215,2155842.0800685785
74.91728358430325,3703.383424887235,16480.774620135966,191.00344211620876,433.9309091657698,1.1384075428709866,-0.007875503730520726,1.1561468923374387,-0.01773934946645217,4930401.804395559,2153582.5104769226
75.01664337685537,3722.4313085439076,16523.940587198176,191.70615364036527,434.44099422374234,1.137625617785659,-0.007869632828765624,1.1552252178140427,-0.01759960002838379,4928142.302840444,2151323.0089218076
75.11600316940749,3741.5491612580495,16567.157252190336,192.4103525489162,434.95124015570275,1.1368442768188294,-0.007863754007131178,1.1543037283801043,-0.01745945156127493,4925882.868935971,2149063.5750173344
75.21536296195961,3760.737130824094,16610.42463108812,193.11603892468202,435.46164687375267,1.136063520752755,-0.007857867312522008,1.1533824288297054,-0.017318908076950468,4923623.502297846,2146804.2083792095
75.31472275451173,3779.9953650527063,16653.742739810303,193.8232129310168,435.972213805272,1.1352833503650186,-0.0078519727919827,1.152461323365538,-0.017177973000519486,4921364.202543379,2144544.9086247426
75.41408254706386,3799.324011746703,16697.11159425076,194.5318744889346,436.4829406996414,1.1345037664285174,-0.007846070492671097,1.1515404169038415,-0.0170366504753241,4919104.969291481,2142285.6753728455
75.51344233961598,3818.7232187331233,16740.531210246296,195.2420238422202,436.99382698244847,1.1337247697114499,-0.007840160461877103,1.1506197134421432,-0.016894943730693335,4916845.802162662,2140026.5082440265
75.6128021321681,3838.1931338311074,16784.0016035926,195.95366091137763,437.50487223992667,1.1329463609773063,-0.007834242746985647,1.149699217707817,-0.016752856730510635,4914586.700779025,2137767.4068603897
75.71216192472022,3857.733904867927,16827.522790044168,196.6667857782433,438.0160760574895,1.1321685409848576,-0.007828317395495717,1.1487789340938435,-0.01661039310898582,4912327.664764267,2135508.370845632
75.81152171727234,3877.345679687006,16871.094785330304,197.38139860538038,438.5274381815576,1.1313913104881455,-0.00782238445500359,1.1478588669529055,-0.016467556464760058,4910068.693743675,2133249.39982504
75.91088150982446,3897.028606139871,16914.717605122885,198.09749947433951,439.0389580341958,1.1306146702364734,-0.007816443973196235,1.1469390204909422,-0.016324350254468767,4907809.787344121,2130990.4934254857
76.01024130237658,3916.7828320700423,16958.391265052356,198.8150883045334,439.55063519841656,1.1298386209743987,-0.0078104959978406744,1.146019399332846,-0.016180778358447334,4905550.945194063,2128731.6512754275
76.1096010949287,3936.608505337141,17002.11578072375,199.53416525802456,440.0624694184648,1.1290631634417239,-0.007804540576792387,1.145100007757063,-0.016036844315339138,4903292.166923539,2126472.8730049036
76.20896088748083,3956.5057738088326,17045.89116770053,200.25473041575302,440.57446027590515,1.1282882983734894,-0.007798577757978906,1.144180850032645,-0.015892551659155485,4901033.452164166,2124214.1582455304
76.30832068003295,3976.474785360805,17089.717441488385,200.97678385848167,441.0866071893301,1.127514026499967,-0.007792607589394045,1.1432619302652676,-0.015747903765300553,4898774.800549136,2121955.5066305003
76.40768047258507,3996.5156878686935,17133.594617567378,201.70032558566925,441.5989099008533,1.1267403485466543,-0.007786630119087357,1.1423432529653292,-0.015602904418674957,4896516.2117132135,2119696.917794578
76.50704026513719,4016.6286292080504,17177.52271137577,202.42535559648215,442.1113679896862,1.1259672652342683,-0.007780645395172167,1.1414248224791703,-0.015457557244902054,4894257.685292733,2117438.391374097
76.60640005768931,4036.8137572704536,17221.501738326067,203.1518740522079,442.6239811966705,1.1251947772787403,-0.007774653465814941,1.1405066429637218,-0.015311865684981552,4891999.220925596,2115179.9270069594
76.70575985024144,4057.0712199554278,17265.531713772685,203.87988103282783,443.13674893712823,1.1244228853912113,-0.007768654379224528,1.139588718425836,-0.01516583303462471,4889740.818251265,2112921.524332629
76.80511964279356,4077.4011651623514,17309.6126530603,204.60937653687168,443.6496711130768,1.1236515902780295,-0.007762648183642229,1.1386710534167737,-0.015019463138744138,4887482.476910767,2110663.182992131
76.90447943534568,4097.8037407985075,17353.744571459185,205.34036064389412,444.16274697565905,1.122880892640745,-0.007756634927354117,1.1377536517546876,-0.01487275911394259,4885224.196546684,2108404.9026280483
77.0038392278978,4118.279094779067,17397.927484213586,206.07283343328226,444.6759762629526,1.1221107931761087,-0.007750614658662998,1.1368365176515158,-0.014725724475407098,4882965.976803154,2106146.682884518
77.10319902044992,4138.827375027072,17442.161406557847,206.80679498424846,445.1893588752826,1.12134129257607,-0.00774458742589623,1.1359196554352453,-0.014578362859175353,4880707.817325865,2103888.523407229
