Kp < 5000Pa, Kd < 5000Pa, Kp < 10000Pa, Kd < 10000Pa, Kp < 15000Pa, Kd < 15000Pa, Kp < 20000Pa, Kd < 20000Pa, Kp < 25000Pa, Kd < 25000Pa, Kp > 25000Pa, Kd > 25000Pa
0.9702419000599638, 0.9661228976998238, 0.9412043829269789, 0.9525080748096995, 0.9372657829854784, 0.9559658321613569, 0.9448601480478307, 0.9648234387783071, 0.9573450109494127, 0.974750968102302, 1.0522855183675246, 0.5869791370035224
