Generation,Global_Best_Fitness,Average_Fitness,Subswarm_1_Best,Subswarm_1_Average,Subswarm_2_Best,Subswarm_2_Average
0,1262.727294399024,13938.795372599056,1262.727294399024,14007.70194722067,6464.9486417451335,13869.888797977435
1,-114.49297990429824,7635.985617444967,-114.49297990429824,7110.729823491032,5415.217404244712,8161.241411398902
2,-114.49297990429824,8728.522222016636,-114.49297990429824,9233.037915330497,-58.33850576902219,8224.006528702776
3,-150.07348822176226,8914.301074317429,-150.07348822176226,6796.508869063541,-58.33850576902219,11032.093279571316
4,-150.07348822176226,9119.129378320024,-150.07348822176226,7266.046671551789,-58.33850576902219,10972.212085088255
5,-187.68337328257076,8011.049998658569,-187.68337328257076,7151.246007111665,-58.33850576902219,8870.853990205473
6,-187.68337328257076,7803.715766024862,-187.68337328257076,5325.594682896667,-58.33850576902219,10281.83684915306
7,-187.68337328257076,8451.156429659994,-187.68337328257076,5526.822452421014,-146.26705492701228,11375.490406898974
8,-187.68337328257076,9749.74523224322,-187.68337328257076,4715.578393957228,-146.26705492701228,14783.912070529212
9,-187.68337328257076,8723.760339447326,-187.68337328257076,4587.983710165941,-146.26705492701228,12859.536968728715
10,-187.68337328257076,8505.320898878175,-187.68337328257076,5162.439653350995,-146.26705492701228,11848.202144405357
11,-187.68337328257076,7694.89878444481,-187.68337328257076,4873.4404464403415,-146.26705492701228,10516.35712244928
12,-189.82791589497728,9268.28675903957,-189.82791589497728,4567.468214997518,-146.26705492701228,13969.10530308163
13,-189.82791589497728,8690.883252973179,-189.82791589497728,4177.2898228914355,-147.00708479713347,13204.476683054922
14,-189.82791589497728,6744.127326625115,-189.82791589497728,4128.779936847338,-147.00708479713347,9359.474716402889
15,-189.82791589497728,8225.905826826749,-189.82791589497728,4755.412163798087,-162.8119741891608,11696.399489855412
16,-190.66447288055068,7984.492320414351,-190.66447288055068,3874.88462046444,-162.8119741891608,12094.100020364263
17,-190.66447288055068,7495.286966792625,-190.66447288055068,3648.4594121234636,-162.8119741891608,11342.114521461785
18,-190.66447288055068,6964.858544752363,-190.66447288055068,2622.1144164835555,-162.8119741891608,11307.602673021169
19,-190.66447288055068,8004.540778420514,-190.66447288055068,3830.926825200906,-162.8119741891608,12178.154731640121
20,-190.66447288055068,7723.389985429274,-190.66447288055068,3052.310038114166,-162.8119741891608,12394.46993274438
