generation,global_best_fitness,global_avg_fitness
0,6392.182221494275,11828.115031048332
1,-144.73802190841434,8571.349041150552
2,-165.38062820446854,10187.785314617375
3,-176.13641381133093,10029.68525215559
4,-176.13641381133093,10383.119729728476
5,-176.13641381133093,9447.808369955994
6,-183.12680148109152,9988.810260027556
7,-183.12680148109152,10230.863906475886
8,-187.2503410575077,10767.0099300909
9,-187.2503410575077,10115.874854679487
10,-187.9193852552286,8609.256329054631
11,-187.9193852552286,8304.431434887103
12,-187.9193852552286,8619.766096727471
13,-187.9193852552286,8348.20009538176
14,-187.9193852552286,7674.250345078347
15,-187.9193852552286,8155.775924156917
16,-187.9193852552286,8147.146876138646
17,-190.383526574389,8693.99847529736
18,-191.04180694644302,8372.643193940241
19,-191.04180694644302,9271.437106440288
20,-191.04180694644302,9047.51700218426
21,-191.04180694644302,8302.270674786758
22,-191.56186126309325,9111.598206099967
23,-191.56186126309325,8879.986796164214
24,-191.56186126309325,7593.115505378493
25,-191.56186126309325,9157.439207057982
26,-191.56186126309325,9661.35971616908
27,-193.43547315149715,8156.054307463991
28,-193.43547315149715,7764.700119683534
29,-193.43547315149715,6515.37600985747
30,-193.43547315149715,7503.828401917093
31,-193.43547315149715,5903.466974361692
32,-193.43547315149715,6326.666630712536
33,-193.43547315149715,5985.188858027841
34,-193.43547315149715,6843.1792403598
35,-193.43547315149715,8690.215518816975
36,-193.43547315149715,8692.216885992599
37,-193.43547315149715,7887.731066474866
38,-193.43547315149715,6784.595889937211
39,-196.12898030781722,6725.980000461505
40,-196.12898030781722,7347.183399139707
41,-196.12898030781722,5615.264190612131
42,-196.12898030781722,8875.807110856455
43,-196.12898030781722,7940.633407890065
44,-196.12898030781722,6271.01003216787
45,-196.12898030781722,6255.701884710789
46,-196.12898030781722,6044.819637573798
47,-196.12898030781722,7354.066842672961
48,-196.12898030781722,6692.840782961317
49,-196.12898030781722,7669.199875593869
50,-196.12898030781722,6909.877000324018
51,-196.12898030781722,6170.18723741511
52,-196.12898030781722,6435.822567989314
53,-196.12898030781722,6494.371587079581
54,-196.12898030781722,7030.614488645353
55,-196.12898030781722,7585.986825896886
56,-196.12898030781722,7079.251359841384
57,-196.12898030781722,6396.123621110151
58,-196.12898030781722,6312.705688665281
59,-196.12898030781722,5816.616879370433
60,-196.12898030781722,6461.006527745944
61,-196.12898030781722,5751.235707684384
62,-196.15040300250274,7943.9607358625535
63,-196.15040300250274,7582.151892417615
64,-196.15040300250274,6532.855136417881
65,-196.15040300250274,6519.9986206204885
66,-196.15040300250274,7002.121934718164
67,-196.15040300250274,6983.465186644703
68,-196.15040300250274,5110.170594147869
69,-196.15040300250274,7719.6339011990785
70,-196.15040300250274,7415.64026554524
71,-196.15040300250274,6091.91860187919
72,-196.15040300250274,5202.465903314356
73,-196.32578500307784,7741.948954929039
74,-196.32578500307784,6335.021719560641
75,-196.32578500307784,7176.668342978023
76,-196.32578500307784,6827.637500008274
77,-196.32578500307784,5999.810838485135
78,-196.32578500307784,3306.0710053497282
79,-196.32578500307784,4971.956010312079
80,-196.32578500307784,5001.023999813231
81,-196.32578500307784,4733.026814471748
82,-196.32578500307784,4716.162198794834
83,-196.32578500307784,4273.152605279718
84,-196.32578500307784,4525.504201486666
85,-196.32578500307784,4502.652134580212
86,-196.32578500307784,3552.5038442641703
87,-196.32578500307784,2900.5109440484216
88,-196.36982495716242,3173.8648576200026
89,-196.36982495716242,3706.316412527808
90,-196.36982495716242,2590.3867572638583
91,-196.44717705997263,3108.6111879910122
92,-196.44717705997263,3344.171099025349
93,-196.44717705997263,2273.682214972497
94,-196.44717705997263,3303.165500600082
95,-196.44717705997263,2887.152922088562
96,-196.44717705997263,2436.595137173254
97,-196.8235370033295,3509.695620944043
