Generation,Global_Best_Fitness,Average_Fitness,Subswarm_1_Best,Subswarm_1_Average,Subswarm_2_Best,Subswarm_2_Average
0,-85.5936526090497,14133.163190923598,54.6552812137798,13592.19001386835,-85.5936526090497,14674.136367978846
1,-138.88254615880328,12474.119806054698,-138.88254615880328,10497.963375630246,-85.5936526090497,14450.276236479152
2,-138.88254615880328,10050.627444866102,-138.88254615880328,9900.565178534109,-85.5936526090497,10200.689711198094
3,-153.94848284558347,8240.688676537502,-153.94848284558347,7218.95272575267,-85.5936526090497,9262.424627322333
4,-153.94848284558347,8685.725209577107,-153.94848284558347,8220.359957110446,-85.5936526090497,9151.090462043772
5,-153.94848284558347,9730.854344141051,-153.94848284558347,10154.049971922968,-85.5936526090497,9307.658716359136
6,-156.13240787533275,10876.030685714106,-156.13240787533275,11425.828926211952,-85.5936526090497,10326.232445216254
7,-156.13240787533275,10264.286390181576,-156.13240787533275,10980.611558518514,-86.71596972436468,9547.961221844635
8,-156.13240787533275,9563.082967390952,-156.13240787533275,9413.925292703925,-104.77528098651923,9712.240642077977
9,-156.13240787533275,7556.3647084391805,-156.13240787533275,7567.303699900844,-143.61915187200748,7545.425716977519
10,-172.700025340236,7754.415358672487,-172.700025340236,9124.884142329807,-144.06316673415134,6383.946575015168
11,-172.700025340236,7683.009453601219,-172.700025340236,9100.037527269424,-144.06316673415134,6265.981379933011
12,-178.91727241586642,11366.384204656344,-178.91727241586642,10631.577253998019,-144.06316673415134,12101.19115531467
13,-178.91727241586642,13795.55218532574,-178.91727241586642,12018.803363926732,-144.06316673415134,15572.301006724743
14,-192.5836955879779,12031.913116212152,-192.5836955879779,8316.291963263617,-144.06316673415134,15747.534269160682
15,-192.5836955879779,11002.774793673816,-192.5836955879779,9037.275352235836,-167.6731215064831,12968.274235111796
16,-192.5836955879779,6685.458410090132,-192.5836955879779,7328.366808371003,-167.6731215064831,6042.550011809263
17,-192.5836955879779,7864.994858557241,-192.5836955879779,9522.995710800506,-167.6731215064831,6206.9940063139775
18,-192.84365710543986,7620.81960251581,-192.84365710543986,9748.112520271792,-167.6731215064831,5493.526684759826
19,-192.84365710543986,8649.0453035523,-192.84365710543986,8980.862110388593,-167.6731215064831,8317.228496716009
20,-192.84365710543986,8526.270711084187,-192.84365710543986,6990.5305225090715,-171.8403573794464,10062.010899659304
21,-192.84365710543986,10095.754992693803,-192.84365710543986,7706.539718472634,-173.60090031567557,12484.970266914974
22,-192.84365710543986,8628.198838704911,-192.84365710543986,7374.061093454524,-173.60090031567557,9882.336583955295
23,-192.84365710543986,10841.247711776516,-192.84365710543986,8807.152216309114,-173.60090031567557,12875.343207243912
24,-192.84365710543986,10120.57779858998,-192.84365710543986,8863.02120002201,-173.60090031567557,11378.134397157948
25,-192.84365710543986,10230.932386003498,-192.84365710543986,8171.930107541533,-173.60090031567557,12289.934664465465
26,-192.84365710543986,10012.09305640144,-192.84365710543986,7516.09829228222,-173.60090031567557,12508.087820520657
27,-192.84365710543986,7577.5093158596765,-192.84365710543986,5487.656875493714,-173.60090031567557,9667.361756225642
28,-194.1774554685656,8198.715151556458,-194.1774554685656,7041.722053564993,-175.1007707636267,9355.708249547926
29,-194.1774554685656,9626.239807182345,-194.1774554685656,8848.341856039424,-175.1007707636267,10404.137758325267
30,-194.1774554685656,9153.868862233063,-194.1774554685656,9656.557776329588,-190.92238560810688,8651.179948136536
31,-194.1774554685656,9412.238156290989,-194.1774554685656,8198.525547232128,-190.92238560810688,10625.95076534985
32,-194.1774554685656,7875.556737924791,-194.1774554685656,6439.289678405237,-190.92238560810688,9311.823797444345
33,-194.1774554685656,7457.191996953931,-194.1774554685656,6624.271782242901,-190.92238560810688,8290.112211664964
34,-194.1774554685656,7799.095990172799,-194.1774554685656,8013.289859286409,-190.92238560810688,7584.902121059194
35,-194.1774554685656,9187.279703157425,-194.1774554685656,9316.29868232528,-190.92238560810688,9058.26072398957
36,-194.1774554685656,9467.460736179786,-194.1774554685656,9436.147967807668,-190.92238560810688,9498.773504551908
37,-194.1774554685656,8644.775390921883,-194.1774554685656,8745.434054399626,-190.92238560810688,8544.116727444138
38,-194.1774554685656,8497.393809983958,-194.1774554685656,7091.733237191455,-190.92238560810688,9903.054382776458
39,-194.1774554685656,6988.236092937265,-194.1774554685656,6916.653846627341,-190.92238560810688,7059.8183392471865
40,-194.1774554685656,7270.791897091483,-194.1774554685656,7344.78807108849,-190.92238560810688,7196.79572309448
41,-194.1774554685656,7599.555107976691,-194.1774554685656,7822.151176405724,-190.92238560810688,7376.959039547658
42,-194.1774554685656,8407.083121582267,-194.1774554685656,7847.0131847940265,-190.92238560810688,8967.15305837051
43,-194.1774554685656,6485.464296871483,-194.1774554685656,5405.330769381295,-190.92238560810688,7565.597824361674
44,-194.1774554685656,6256.59188500029,-194.1774554685656,4856.509343642689,-190.92238560810688,7656.67442635789
45,-194.1774554685656,7345.075808144415,-194.1774554685656,8000.033485333435,-190.92238560810688,6690.118130955392
46,-194.95468821416378,5794.225874757195,-194.6057250867596,6060.93910774345,-194.95468821416378,5527.5126417709425
47,-194.95468821416378,7496.667662094034,-194.6057250867596,6528.679329373022,-194.95468821416378,8464.655994815046
48,-194.95468821416378,5289.1998638502855,-194.6057250867596,5189.72573822102,-194.95468821416378,5388.673989479554
49,-194.95468821416378,7243.936734744752,-194.6057250867596,5441.2325291233565,-194.95468821416378,9046.640940366147
50,-194.95468821416378,6741.184516577878,-194.6057250867596,4174.53816050025,-194.95468821416378,9307.830872655504
