generation,global_best_fitness,global_avg_fitness
0,-85.5936526090497,14133.163190923598
1,-138.88254615880328,12474.119806054698
2,-138.88254615880328,10050.627444866102
3,-153.94848284558347,8240.688676537502
4,-153.94848284558347,8685.725209577107
5,-153.94848284558347,9730.854344141051
6,-156.13240787533275,10876.030685714106
7,-156.13240787533275,10264.286390181576
8,-156.13240787533275,9563.082967390952
9,-156.13240787533275,7556.3647084391805
10,-172.700025340236,7754.415358672487
11,-172.700025340236,7683.009453601219
12,-178.91727241586642,11366.384204656344
13,-178.91727241586642,13795.55218532574
14,-192.5836955879779,12031.913116212152
15,-192.5836955879779,11002.774793673816
16,-192.5836955879779,6685.458410090132
17,-192.5836955879779,7864.994858557241
18,-192.84365710543986,7620.81960251581
19,-192.84365710543986,8649.0453035523
20,-192.84365710543986,8526.270711084187
21,-192.84365710543986,10095.754992693803
22,-192.84365710543986,8628.198838704911
23,-192.84365710543986,10841.247711776516
24,-192.84365710543986,10120.57779858998
25,-192.84365710543986,10230.932386003498
26,-192.84365710543986,10012.09305640144
27,-192.84365710543986,7577.5093158596765
28,-194.1774554685656,8198.715151556458
29,-194.1774554685656,9626.239807182345
30,-194.1774554685656,9153.868862233063
31,-194.1774554685656,9412.238156290989
32,-194.1774554685656,7875.556737924791
33,-194.1774554685656,7457.191996953931
34,-194.1774554685656,7799.095990172799
35,-194.1774554685656,9187.279703157425
36,-194.1774554685656,9467.460736179786
37,-194.1774554685656,8644.775390921883
38,-194.1774554685656,8497.393809983958
39,-194.1774554685656,6988.236092937265
40,-194.1774554685656,7270.791897091483
41,-194.1774554685656,7599.555107976691
42,-194.1774554685656,8407.083121582267
43,-194.1774554685656,6485.464296871483
44,-194.1774554685656,6256.59188500029
45,-194.1774554685656,7345.075808144415
46,-194.95468821416378,5794.225874757195
47,-194.95468821416378,7496.667662094034
48,-194.95468821416378,5289.1998638502855
49,-194.95468821416378,7243.936734744752
50,-194.95468821416378,6741.184516577878
