swarm_idx,best_fitness,avg_fitness,min_fitness,max_fitness,std_fitness,num_particles,generation,global_best_fitness,global_avg_fitness
0,54.6552812137798,13592.19001386835,54.6552812137798,19093.27863300033,6086.0162040504,50,0,-85.5936526090497,14133.163190923598
0,-138.88254615880328,10497.963375630246,-138.88254615880328,19094.270482400236,7365.990950899548,50,1,-138.88254615880328,12474.119806054698
0,-138.88254615880328,9900.565178534109,-103.35587931600968,19092.9753848399,7173.6325904806245,50,2,-138.88254615880328,10050.627444866102
0,-153.94848284558347,7218.95272575267,-153.94848284558347,19091.303132153356,5844.39198568185,50,3,-153.94848284558347,8240.688676537502
0,-153.94848284558347,8220.359957110446,-127.87458158484273,19091.631642751894,5904.3165511616635,50,4,-153.94848284558347,8685.725209577107
0,-153.94848284558347,10154.049971922968,-57.31736339216792,19091.37606755081,6147.386991796231,50,5,-153.94848284558347,9730.854344141051
0,-156.13240787533275,11425.828926211952,-156.13240787533275,19093.93271838871,7146.098146773802,50,6,-156.13240787533275,10876.030685714106
0,-156.13240787533275,10980.611558518514,-140.0216175037009,19094.079574958916,6955.313124810066,50,7,-156.13240787533275,10264.286390181576
0,-156.13240787533275,9413.925292703925,-148.6234635004947,19092.761397020735,6740.984719497939,50,8,-156.13240787533275,9563.082967390952
0,-156.13240787533275,7567.303699900844,-104.17879866284191,19091.261960066175,5404.11236074627,50,9,-156.13240787533275,7556.3647084391805
0,-172.700025340236,9124.884142329807,-172.700025340236,19092.787088447632,6649.391780418098,50,10,-172.700025340236,7754.415358672487
0,-172.700025340236,9100.037527269424,-166.15457510082868,19094.332062843445,7330.0405291150655,50,11,-172.700025340236,7683.009453601219
0,-178.91727241586642,10631.577253998019,-178.91727241586642,19094.500933503834,8382.506153820055,50,12,-178.91727241586642,11366.384204656344
0,-178.91727241586642,12018.803363926732,-164.2951552240737,19093.744359737302,7715.912246658122,50,13,-178.91727241586642,13795.55218532574
0,-192.5836955879779,8316.291963263617,-192.5836955879779,19091.661024491368,7287.4279638930875,50,14,-192.5836955879779,12031.913116212152
0,-192.5836955879779,9037.275352235836,-115.00829571973794,19092.13988755638,5872.912863521846,50,15,-192.5836955879779,11002.774793673816
0,-192.5836955879779,7328.366808371003,-149.37203668034886,19091.49960451779,5771.219899164129,50,16,-192.5836955879779,6685.458410090132
0,-192.5836955879779,9522.995710800506,-190.52369083250363,19091.908975137434,7101.881700795067,50,17,-192.5836955879779,7864.994858557241
0,-192.84365710543986,9748.112520271792,-192.84365710543986,19091.460399065607,7963.73952432545,50,18,-192.84365710543986,7620.81960251581
0,-192.84365710543986,8980.862110388593,-155.8510773760584,19091.72272806185,7277.818091576381,50,19,-192.84365710543986,8649.0453035523
0,-192.84365710543986,6990.5305225090715,-185.60038365348606,19092.421553048043,6074.6957249927655,50,20,-192.84365710543986,8526.270711084187
0,-192.84365710543986,7706.539718472634,-191.83950485073615,19094.452129271267,6340.535088849704,50,21,-192.84365710543986,10095.754992693803
0,-192.84365710543986,7374.061093454524,-178.07031583980927,19091.762036706747,6496.19300048813,50,22,-192.84365710543986,8628.198838704911
0,-192.84365710543986,8807.152216309114,-166.94553916725502,19091.380085281417,7969.638635845628,50,23,-192.84365710543986,10841.247711776516
0,-192.84365710543986,8863.02120002201,-185.16080128371732,19093.571392049904,7915.109277696587,50,24,-192.84365710543986,10120.57779858998
0,-192.84365710543986,8171.930107541533,-179.82570467208717,19091.26202078305,7395.660275549321,50,25,-192.84365710543986,10230.932386003498
0,-192.84365710543986,7516.09829228222,-182.33676524447299,19091.263430943203,5937.444195072973,50,26,-192.84365710543986,10012.09305640144
0,-192.84365710543986,5487.656875493714,-182.02251574752805,19091.261964571495,5123.857060039884,50,27,-192.84365710543986,7577.5093158596765
0,-194.1774554685656,7041.722053564993,-194.1774554685656,19092.06944290533,6966.121057059765,50,28,-194.1774554685656,8198.715151556458
0,-194.1774554685656,8848.341856039424,-186.49060512165428,19092.71507675822,7878.747082484896,50,29,-194.1774554685656,9626.239807182345
