time[s],x[m],y[m],vx[m/s],vy[m/s],theta[rad],theta_dot[rad/s],gamma[rad],alpha[rad],mass[kg],mass_propellant[kg],gimbalangle[deg],nonnominalthrottle[0-1],u0,u1
1.0999999999999999,-0.2368019651099685,5.787918679972745,-0.2709585414790418,7.167615142650698,1.563313801738468,-0.009417775403685574,92.16493094209588,-0.045267698074304086,9043957.065064827,5477031.738040464,0.8526465974978136,1.0,0.12180665678540194,1.0
1.2,-0.2632886669416601,6.570409881489007,-0.26486701831691567,7.824912015162617,1.562353952556744,-0.009598491817241138,91.93867614920333,-0.04227865617163551,9039639.947665067,5472714.620640705,0.5804916129302596,1.0,0.08292737327575136,1.0
1.3,-0.2887214165072485,7.418708725840178,-0.25432749565588375,8.482988443511704,1.561384465297349,-0.009694872593950516,91.7172637410686,-0.039383767904310085,9035322.79323956,5468397.466215199,0.3090343594278929,1.0,0.04414776563255613,1.0
1.4000000000000001,-0.3126567310316778,8.332891242186435,-0.23935314524429327,9.141825163462569,1.560413680849733,-0.009707844476157669,91.49978723185615,-0.03655887122042456,9031005.624423837,5464080.297399476,0.040679141789493424,1.0,0.005811305969927631,1.0
1.5000000000000002,-0.3346562915976794,9.313031624829192,-0.21999560566001583,9.801403826427563,1.5594497747932428,-0.009639060564902468,91.28580597655989,-0.03378809983444464,9026688.462928303,5459763.1359039415,-0.22224811294905444,1.0,-0.03174973042129349,1.0
1.6000000000000003,-0.3542906655010627,10.359202390881638,-0.19634373903383318,10.461707660524457,1.5585006877352041,-0.009490870580391692,91.07519225284426,-0.03106128396376029,9022371.328823151,5455446.00179879,-0.47751857669542597,1.0,-0.06821693952791799,1.0
1.7000000000000004,-0.3711428732079911,11.47147459696356,-0.16852207706928404,11.122722060819221,1.5575740591851852,-0.00926628550018787,90.86803077350427,-0.028372262615994126,9018054.239910742,5451128.91288638,-0.7230180548965088,1.0,-0.10328829355664412,1.0
1.8000000000000005,-0.38481177091953866,12.649918106014008,-0.13668897711547556,11.78443509050447,1.5566771654845926,-0.00896893700592598,90.66455033599586,-0.025717752718666276,9013737.211203784,5446811.884179422,-0.9567632262611342,1.0,-0.13668046089444774,1.0
1.9000000000000006,-0.39491522205855467,13.894601893866039,-0.10103451139015995,12.446837878520302,1.5558168622638773,-0.008603032207153836,90.46507586957576,-0.02309656972669205,9009420.254523259,5442494.927498898,-1.176916484213407,1.0,-0.168130926316201,1.0
2.0000000000000004,-0.40109302774288935,15.20559367430169,-0.061778056843346967,13.109917804356515,1.554999532051971,-0.00817330211906169,90.26999373883504,-0.020509074445366645,9005103.378225291,5438178.05120093,-1.3817992817791196,1.0,-0.19739989739701708,1.0
2.1000000000000005,-0.403009621345267,16.582961874738103,-0.019165936023776593,13.773682004364145,1.554231036518865,-0.007684955331062768,90.07972643302537,-0.017956779033195147,9000786.587061217,5433861.260036857,-1.5699037581642719,1.0,-0.2242719654520388,1.0
2.2000000000000006,-0.4003564616681385,18.026774890917043,0.02653159677128547,14.438130161789383,1.5535166751678544,-0.007143613510104622,89.89471304174229,-0.015442047546035287,8996469.88217056,5429544.555146199,-1.7399031374550638,1.0,-0.2485575910650091,1.0
2.3000000000000007,-0.39285414739986524,19.5371015289224,0.07502314268273241,15.103266380053558,1.5528611495518037,-0.0065552561605075966,89.71539440679045,-0.01296787257199461,8992153.261201568,5425227.934177207,-1.890659896859461,1.0,-0.270094270979923,1.0
2.400000000000001,-0.3802542264491504,21.114011418999514,0.1259992095071482,15.769098900771152,1.5522685335893953,-0.005926159624082517,89.54220153334504,-0.010537702651790548,8987836.718549864,5420911.391525503,-2.021232167193117,1.0,-0.28874745245615957,1.0
2.500000000000001,-0.36234069107643047,22.757575314958874,0.17913535372719946,16.435638959593607,1.5517422501337848,-0.005262834556105078,89.37554643496851,-0.008155305925495737,8983520.245702064,5416594.9186777035,-2.130878514494928,1.0,-0.30441121635641827,1.0
2.600000000000001,-0.3389311524643061,24.467865355582017,0.2340953861212436,17.102900406231427,1.5512850538536864,-0.004571962800983035,89.21581487369954,-0.0058246605420995134,8979203.83166788,5412278.504643519,-2.219060699064969,1.0,-0.3170086712949955,1.0
2.700000000000001,-0.30987769095562206,26.2449552807744,0.29053461508684064,17.770899251923815,1.5508990204504052,-0.003860334032812132,89.06336060268912,-0.003549864957521187,8974887.463481762,5407962.136457401,-2.285444534626686,1.0,-0.32649207637524086,1.0
2.800000000000001,-0.2750673811245074,28.088920597003654,0.3481030983111464,18.43965316229255,1.5505855421772854,-0.003134782731200823,88.91850083066153,-0.0013350632550714892,8970571.126753414,5403645.799729054,-2.329898859517298,1.0,-0.33284269421675683,1.0
2.9000000000000012,-0.23443602742040404,29.99983894396461,0.40631353704103357,19.109183469609533,1.5503451625888762,-0.0024037958840895006,88.78191846944249,0.0008083690599400839,8966254.806245618,5399329.479221256,-2.352492643719206,1.0,-0.3360703776741723,1.0
3.0000000000000013,-0.1879418446846446,31.977789684500575,0.4649418273575944,19.779507405359652,1.5501779092448518,-0.0016725334402413574,88.6534396904273,0.0028834934286730007,8961938.486534666,5395013.159510306,-2.3535969913203068,1.0,-0.33622814161718667,1.0
3.1000000000000014,-0.1355775951451047,34.022854109842434,0.523642495395399,20.45064425341858,1.550083152334447,-0.0009475691040525635,88.53325155116602,0.004886415270222821,8957622.15249932,5390696.825474961,-2.333665112404527,1.0,-0.33338073034350385,1.0
