Propellant mass [kg],Inertia [kg m^2]
5335.477701055435,19677532876.240658
5362.980163432009,19680802072.896484
5390.482625808584,19684080069.11098
5417.985088185158,19687366847.143898
5445.487550561733,19690662389.28375
5472.990012938307,19693966677.84796
5500.492475314882,19697279695.18293
5527.994937691456,19700601423.664078
5555.49740006803,19703931845.69599
5582.999862444604,19707270943.71247
5610.502324821179,19710618700.176647
5638.004787197753,19713975097.581028
5665.507249574328,19717340118.447643
5693.009711950902,19720713745.32806
5720.512174327477,19724095960.803543
5748.014636704051,19727486747.48509
5775.5170990806255,19730886088.013554
5803.019561457199,19734293965.059704
5830.522023833774,19737710361.324337
5858.024486210348,19741135259.53836
5885.526948586923,19744568642.46287
5913.029410963498,19748010492.889256
5940.531873340072,19751460793.639294
5968.034335716647,19754919527.565212
5995.536798093221,19758386677.549793
6023.039260469795,19761862226.506508
6050.541722846369,19765346157.379513
6078.044185222944,19768838453.143837
6105.546647599518,19772339096.80542
6133.049109976093,19775848071.40122
6160.551572352667,19779365359.999287
6188.054034729242,19782890945.69889
6215.556497105816,19786424811.63059
6243.0589594823905,19789966940.95632
6270.561421858964,19793517316.869507
6298.063884235539,19797075922.59514
6325.566346612113,19800642741.389874
6353.068808988688,19804217756.542137
6380.571271365262,19807800951.3722
6408.073733741837,19811392309.23228
6435.576196118411,19814991813.50665
6463.078658494986,19818599447.611713
6490.58112087156,19822215194.996117
6518.083583248134,19825839039.140823
6545.586045624709,19829470963.55924
6573.088508001283,19833110951.79727
6600.590970377858,19836758987.43348
6628.093432754432,19840415054.079105
6655.595895131007,19844079135.378223
6683.098357507581,19847751215.00781
6710.6008198841555,19851431276.67785
6738.103282260729,19855119304.131435
6765.605744637304,19858815281.14488
6793.108207013878,19862519191.52776
6820.610669390453,19866231019.1231
6848.113131767027,19869950747.80739
6875.615594143602,19873678361.490734
6903.118056520176,19877413844.11694
6930.620518896751,19881157179.663605
6958.1229812733245,19884908352.14224
6985.625443649899,19888667345.598335
7013.127906026473,19892434144.11151
7040.630368403048,19896208731.795567
7068.132830779623,19899991092.79861
7095.635293156197,19903781211.30316
7123.137755532772,19907579071.526253
7150.640217909346,19911384657.719505
7178.1426802859205,19915197954.16928
7205.645142662494,19919018945.19674
7233.147605039069,19922847615.157955
7260.650067415643,19926683948.444042
7288.152529792218,19930527929.481228
7315.654992168792,19934379542.73097
7343.157454545367,19938238772.69008
7370.659916921941,19942105603.890774
7398.162379298516,19945980020.900837
7425.6648416750895,19949862008.323708
7453.167304051664,19953751550.79857
7480.669766428238,19957648633.000465
7508.172228804813,19961553239.640408
7535.674691181387,19965465355.465496
7563.177153557962,19969384965.259
7590.679615934536,19973312053.840473
7618.182078311111,19977246606.065872
7645.6845406876855,19981188606.827663
7673.187003064259,19985138041.05491
7700.689465440834,19989094893.713413
7728.191927817408,19993059149.80579
7755.694390193983,19997030794.371597
7783.196852570557,20001009812.487453
7810.699314947132,20004996189.26712
7838.201777323706,20008989909.861626
7865.704239700281,20012990959.459396
7893.2067020768545,20016999323.28632
7920.709164453429,20021014986.605892
7948.211626830003,20025037934.71935
7975.714089206578,20029068152.965706
8003.216551583152,20033105626.72194
8030.719013959727,20037150341.403072
8058.221476336301,20041202282.462284
8085.723938712876,20045261435.391006
8113.22640108945,20049327785.7191
8140.728863466024,20053401319.0149
8168.231325842598,20057482020.88535
8195.733788219173,20061569876.976128
8223.236250595748,20065664872.971783
8250.738712972323,20069766994.595768
8278.241175348896,20073876227.610657
8305.74363772547,20077992557.818188
8333.246100102046,20082115971.059425
8360.74856247862,20086246453.214825
8388.251024855193,20090383990.204407
8415.753487231768,20094528567.987843
8443.255949608343,20098680172.564568
8470.758411984918,20102838789.97391
8498.260874361491,20107004406.29522
8525.763336738066,20111177007.647964
8553.26579911464,20115356580.19185
8580.768261491216,20119543110.12696
8608.270723867789,20123736583.69386
8635.773186244363,20127936987.17372
8663.275648620938,20132144306.88844
8690.778110997513,20136358529.200745
8718.280573374086,20140579640.51435
8745.783035750661,20144807627.274063
8773.285498127236,20149042475.965866
8800.78796050381,20153284173.11711
8828.290422880385,20157532705.29658
8855.792885256958,20161788059.11464
8883.295347633533,20166050221.223354
8910.797810010108,20170319178.31662
8938.300272386683,20174594917.13027
8965.802734763256,20178877424.442196
8993.30519713983,20183166687.07253
9020.807659516406,20187462691.883667
9048.31012189298,20191765425.7805
9075.812584269554,20196074875.710453
9103.315046646128,20200391028.663677
9130.817509022703,20204713871.673122
9158.319971399278,20209043391.81472
9185.822433775851,20213379576.207447
9213.324896152426,20217722412.013496
9240.827358529,20222071886.438416
9268.329820905576,20226427986.731186
9295.832283282149,20230790700.184387
9323.334745658723,20235160014.134335
9350.837208035298,20239535915.961166
9378.339670411873,20243918393.089012
9405.842132788448,20248307432.986122
9433.344595165021,20252703023.164963
9460.847057541596,20257105151.182384
9488.34951991817,20261513804.639748
9515.851982294746,20265928971.183025
9543.354444671319,20270350638.502964
9570.856907047893,20274778794.33523
9598.359369424468,20279213426.46049
9625.861831801043,20283654522.70459
9653.364294177616,20288102070.938667
9680.866756554191,20292556059.079304
9708.369218930766,20297016475.088634
9735.87168130734,20301483306.974518
9763.374143683914,20305956542.79061
9790.876606060488,20310436170.63659
9818.379068437063,20314922178.6582
9845.881530813638,20319414555.047462
9873.383993190211,20323913288.04276
9900.886455566786,20328418365.929005
9928.38891794336,20332929777.03777
9955.891380319936,20337447509.74741
9983.39384269651,20341971552.48323
10010.896305073084,20346501893.717606
10038.398767449658,20351038521.970116
10065.901229826233,20355581425.807693
10093.403692202808,20360130593.844784
10120.906154579381,20364686014.74344
10148.408616955956,20369247677.213497
10175.91107933253,20373815570.01272
10203.413541709106,20378389681.94691
10230.916004085679,20382970001.87009
10258.418466462253,20387556518.684612
10285.920928838828,20392149221.341316
10313.423391215403,20396748098.839672
10340.925853591976,20401353140.227943
10368.428315968551,20405964334.603275
10395.930778345126,20410581671.111908
10423.4332407217,20415205138.94927
10450.935703098274,20419834727.36016
10478.438165474849,20424470425.638863
10505.940627851423,20429112223.12933
10533.443090227998,20433760109.22529
10560.945552604571,20438414073.37042
10588.448014981146,20443074105.058487
10615.950477357721,20447740193.833492
10643.452939734296,20452412329.289825
10670.95540211087,20457090501.072433
10698.457864487444,20461774698.876915
10725.960326864018,20466464912.449734
10753.462789240593,20471161131.588318
10780.965251617168,20475863346.141254
10808.467713993741,20480571546.008408
10835.970176370316,20485285721.141087
10863.47263874689,20490005861.5422
10890.975101123466,20494731957.2664
10918.477563500039,20499463998.420235
10945.980025876614,20504201975.162315
10973.482488253188,20508945877.703457
11000.984950629763,20513695696.306835
11028.487413006336,20518451421.288162
11055.989875382911,20523213043.015797
11083.492337759486,20527980551.910957
11110.99480013606,20532753938.447823
11138.497262512634,20537533193.15374
11165.999724889209,20542318306.60934
11193.502187265784,20547109269.44874
11221.004649642358,20551906072.35964
11248.507112018933,20556708706.083534
11276.009574395506,20561517161.41587
11303.512036772081,20566331429.20617
11331.014499148656,20571151500.35823
11358.51696152523,20575977365.83025
11386.019423901804,20580809016.635017
11413.521886278379,20585646443.84007
11441.024348654953,20590489638.567833
11468.526811031528,20595338591.99581
11496.029273408101,20600193295.35674
11523.531735784676,20605053739.938744
11551.034198161251,20609919917.08551
11578.536660537826,20614791818.196438
11606.039122914399,20619669434.72684
11633.541585290974,20624552758.188057
11661.044047667549,20629441780.147682
11688.546510044123,20634336492.22967
11716.048972420696,20639236886.114536
11743.551434797271,20644142953.53953
11771.053897173846,20649054686.29878
11798.55635955042,20653972076.243492
11826.058821926996,20658895115.282074
11853.561284303569,20663823795.380375
11881.063746680144,20668758108.561764
11908.566209056718,20673698046.90741
11936.068671433293,20678643602.556343
11963.571133809866,20683594767.705708
11991.073596186441,20688551534.61089
12018.576058563016,20693513895.58572
12046.07852093959,20698481843.00263
12073.580983316164,20703455369.292812
12101.083445692739,20708434466.946438
12128.585908069314,20713419128.51279
12156.088370445888,20718409346.600452
12183.590832822461,20723405113.877506
12211.093295199036,20728406423.07167
12238.595757575611,20733413266.9705
12266.098219952186,20738425638.421577
12293.600682328759,20743443530.332657
12321.103144705334,20748466935.67187
12348.605607081909,20753495847.46789
12376.108069458483,20758530258.810135
12403.610531835058,20763570162.848907
12431.112994211631,20768615552.795616
12458.615456588206,20773666421.922935
12486.117918964781,20778722763.565
12513.620381341356,20783784571.11756
12541.122843717929,20788851838.038216
12568.625306094504,20793924557.84655
12596.127768471079,20799002724.12434
12623.630230847653,20804086330.51573
12651.132693224226,20809175370.727425
12678.635155600801,20814269838.52888
12706.137617977376,20819369727.752487
12733.64008035395,20824475032.293728
12761.142542730524,20829585746.11141
12788.645005107099,20834701863.227844
12816.147467483674,20839823377.729004
12843.649929860248,20844950283.76475
12871.152392236821,20850082575.549007
12898.654854613396,20855220247.35994
12926.157316989971,20860363293.54016
12953.659779366546,20865511708.496937
12981.16224174312,20870665486.702347
13008.664704119694,20875824622.693485
13036.167166496269,20880989111.072678
13063.669628872844,20886158946.507668
13091.172091249418,20891334123.731766
13118.674553625991,20896514637.54413
13146.177016002566,20901700482.809887
13173.679478379141,20906891654.460346
13201.181940755716,20912088147.49323
13228.684403132289,20917289956.97284
13256.186865508864,20922497078.030266
13283.689327885439,20927709505.863567
13311.191790262013,20932927235.738018
13338.694252638586,20938150262.986248
13366.196715015161,20943378583.008488
13393.699177391736,20948612191.272743
13421.201639768311,20953851083.31502
13448.704102144884,20959095254.73952
13476.206564521459,20964344701.218834
13503.709026898034,20969599418.49413
13531.211489274609,20974859402.375423
13558.713951651183,20980124648.741707
13586.216414027756,20985395153.541195
13613.718876404331,20990670912.791523
13641.221338780906,20995951922.579952
13668.723801157481,21001238179.063595
13696.226263534054,21006529678.469578
13723.728725910629,21011826417.095318
13751.231188287204,21017128391.30866
13778.733650663778,21022435597.548145
13806.236113040351,21027748032.323185
13833.738575416926,21033065692.214302
13861.241037793501,21038388573.873302
13888.743500170076,21043716674.02354
13916.245962546649,21049049989.460083
13943.748424923224,21054388517.04996
13971.250887299799,21059732253.732357
13998.753349676374,21065081196.518837
14026.255812052947,21070435342.49356
14053.758274429521,21075794688.813503
14081.260736806096,21081159232.708668
14108.763199182671,21086528971.482296
14136.265661559246,21091903902.51111
14163.768123935819,21097284023.245506
14191.270586312394,21102669331.209797
14218.773048688969,21108059824.00241
14246.275511065543,21113455499.29614
14273.777973442116,21118856354.838326
14301.280435818691,21124262388.451126
14328.782898195266,21129673598.031696
14356.285360571841,21135089981.552444
14383.787822948414,21140511537.06125
14411.290285324989,21145938262.681675
14438.792747701564,21151370156.613197
14466.295210078139,21156807217.131454
14493.797672454712,21162249442.58845
14521.300134831286,21167696831.41279
14548.802597207861,21173149382.109905
14576.305059584436,21178607093.262302
14603.80752196101,21184069963.529762
14631.309984337584,21189537991.64961
14658.812446714159,21195011176.436905
14686.314909090734,21200489516.78471
14713.817371467308,21205973011.66431
14741.319833843881,21211461660.12543
14768.822296220456,21216955461.29651
14796.324758597031,21222454414.384888
14823.827220973606,21227958518.677097
14851.329683350179,21233467773.539043
14878.832145726754,21238982178.416283
14906.334608103329,21244501732.834244
14933.837070479904,21250026436.39849
14961.339532856477,21255556288.79491
14988.841995233051,21261091289.79001
15016.344457609626,21266631439.23114
15043.846919986201,21272176737.046707
15071.349382362774,21277727183.246468
15098.851844739349,21283282777.92173
15126.354307115924,21288843521.245625
15153.856769492499,21294409413.47334
15181.359231869072,21299980454.94236
15208.861694245647,21305556646.07273
15236.364156622221,21311137987.3673
15263.866618998796,21316724479.41194
15291.369081375371,21322316122.87584
15318.871543751944,21327912918.51174
15346.374006128519,21333514867.156174
15373.876468505094,21339121969.729702
15401.378930881669,21344734227.237225
15428.881393258242,21350351640.768166
15456.383855634816,21355974211.496765
15483.886318011391,21361601940.682343
15511.388780387966,21367234829.66952
15538.89124276454,21372872879.8885
15566.393705141114,21378516092.855316
15593.896167517689,21384164470.172092
15621.398629894264,21389818013.52731
15648.901092270837,21395476724.69604
15676.403554647412,21401140605.54025
15703.906017023986,21406809658.00901
15731.408479400561,21412483884.13881
15758.910941777134,21418163286.05377
15786.413404153709,21423847865.965935
15813.915866530284,21429537626.17554
15841.418328906859,21435232569.071285
15868.920791283434,21440932697.130543
15896.423253660007,21446638012.919704
15923.925716036581,21452348519.09439
15951.428178413156,21458064218.399754
15978.930640789731,21463785113.67072
16006.433103166304,21469511207.832294
16033.935565542879,21475242503.899788
16061.438027919454,21480979004.979122
16088.940490296029,21486720714.267097
16116.442952672602,21492467635.05166
16143.945415049177,21498219770.712173
16171.447877425751,21503977124.719704
16198.950339802326,21509739700.63729
16226.4528021789,21515507502.120228
16253.955264555474,21521280532.916332
16281.457726932049,21527058796.86624
16308.960189308624,21532842297.90366
16336.462651685197,21538631040.055687
16363.965114061772,21544425027.443054
16391.467576438346,21550224264.280437
16418.97003881492,21556028754.876724
16446.472501191496,21561838503.635307
16473.97496356807,21567653515.054344
16501.477425944646,21573473793.727108
16528.979888321217,21579299344.342182
16556.482350697792,21585130171.683838
16583.984813074367,21590966280.63226
16611.48727545094,21596807676.163857
16638.989737827516,21602654363.351562
16666.49220020409,21608506347.36512
16693.994662580666,21614363633.471367
16721.49712495724,21620226227.034527
16748.999587333812,21626094133.516537
16776.502049710387,21631967358.47729
16804.00451208696,21637845907.574966
16831.506974463537,21643729786.56633
16859.00943684011,21649619001.30701
16886.511899216686,21655513557.751816
16914.01436159326,21661413461.955036
16941.516823969836,21667318720.070705
16969.019286346407,21673229338.352966
16996.521748722982,21679145323.156322
17024.024211099557,21685066680.935974
17051.52667347613,21690993418.248093
17079.029135852707,21696925541.750153
17106.53159822928,21702863058.201214
17134.034060605856,21708805974.462273
17161.53652298243,21714754297.496517
17189.038985359006,21720708034.36966
17216.541447735577,21726667192.250263
17244.043910112152,21732631778.41003
17271.546372488727,21738601800.22412
17299.0488348653,21744577265.171482
17326.551297241876,21750558180.835125
17354.05375961845,21756544554.90248
17381.556221995026,21762536395.165714
17409.0586843716,21768533709.522
17436.561146748172,21774536505.973877
17464.063609124747,21780544792.629578
17491.566071501322,21786558577.70331
17519.068533877897,21792577869.515602
17546.57099625447,21798602676.493645
17574.073458631046,21804633007.17156
17601.57592100762,21810668870.19079
17629.078383384196,21816710274.30037
17656.58084576077,21822757228.357292
17684.083308137342,21828809741.326797
17711.585770513917,21834867822.282753
17739.08823289049,21840931480.407936
17766.590695267067,21847000724.99438
17794.09315764364,21853075565.44372
17821.595620020216,21859156011.267517
17849.09808239679,21865242072.087578
17876.600544773366,21871333757.63631
17904.103007149937,21877431077.757057
17931.605469526512,21883534042.40442
17959.107931903087,21889642661.64461
17986.61039427966,21895756945.655785
18014.112856656237,21901876904.728386
18041.61531903281,21908002549.26548
18069.117781409386,21914133889.783108
18096.62024378596,21920270936.910625
18124.122706162532,21926413701.391045
18151.625168539107,21932562194.081387
18179.127630915682,21938716425.95302
18206.630093292257,21944876408.09202
18234.13255566883,21951042151.699505
18261.635018045406,21957213668.092003
18289.13748042198,21963390968.70179
18316.639942798556,21969574065.077248
18344.14240517513,21975762968.883217
18371.644867551702,21981957691.901352
18399.147329928277,21988158246.030487
18426.649792304852,21994364643.28697
18454.152254681427,22000576895.805042
18481.654717058,22006795015.837196
18509.157179434576,22013019015.754524
18536.65964181115,22019248908.047092
18564.162104187726,22025484705.324295
18591.664566564297,22031726420.315235
18619.167028940872,22037974065.869053
18646.669491317447,22044227654.95535
18674.17195369402,22050487200.664494
18701.674416070597,22056752716.208035
18729.17687844717,22063024214.919075
18756.679340823746,22069301710.25258
18784.18180320032,22075585215.78583
18811.684265576896,22081874745.218765
18839.186727953467,22088170312.37432
18866.689190330042,22094471931.198875
18894.191652706617,22100779615.762554
18921.69411508319,22107093380.259678
18949.196577459767,22113413239.009087
18976.69903983634,22119739206.45454
19004.201502212916,22126071297.165127
19031.70396458949,22132409525.83561
19059.206426966062,22138753907.286816
19086.708889342637,22145104456.466057
19114.211351719212,22151461188.44745
19141.713814095787,22157824118.432396
19169.21627647236,22164193261.749897
19196.718738848936,22170568633.85697
19224.22120122551,22176950250.33905
19251.723663602086,22183338126.91036
19279.226125978657,22189732279.41434
19306.728588355232,22196132723.824013
19334.231050731807,22202539476.242405
19361.733513108382,22208952552.90291
19389.235975484957,22215371970.16973
19416.73843786153,22221797744.538258
19444.240900238106,22228229892.63547
19471.74336261468,22234668431.22036
19499.245824991256,22241113377.184307
19526.748287367827,22247564747.551506
19554.250749744402,22254022559.47938
19581.753212120977,22260486830.258976
19609.25567449755,22266957577.31537
19636.758136874127,22273434818.2081
19664.2605992507,22279918570.631557
19691.763061627276,22286408852.415424
19719.26552400385,22292905681.525066
19746.767986380422,22299409076.06197
19774.270448756997,22305919054.26415
19801.772911133572,22312435634.50657
19829.275373510147,22318958835.301563
19856.77783588672,22325488675.299267
19884.280298263297,22332025173.28803
19911.78276063987,22338568348.194847
19939.285223016446,22345118219.085793
19966.78768539302,22351674805.166428
19994.290147769592,22358238125.782257
20021.792610146167,22364808200.419147
20049.295072522742,22371385048.703743
20076.797534899317,22377968690.403934
20104.29999727589,22384559145.429264
20131.802459652466,22391156433.831387
20159.30492202904,22397760575.804485
20186.807384405616,22404371591.68573
20214.309846782187,22410989501.955696
20241.812309158762,22417614327.238834
20269.314771535337,22424246088.303905
20296.817233911912,22430884806.064415
20324.319696288487,22437530501.57906
20351.82215866506,22444183196.0522
20379.324621041636,22450842910.834293
20406.82708341821,22457509667.42233
20434.329545794782,22464183487.460316
20461.832008171357,22470864392.73971
20489.334470547932,22477552405.199886
20516.836932924507,22484247546.92858
20544.339395301082,22490949840.162354
20571.841857677657,22497659307.28708
