swarm_idx,best_fitness,avg_fitness,min_fitness,max_fitness,std_fitness,num_particles,generation,global_best_fitness,global_avg_fitness
3,4466.738369511788,13430.490782941528,4466.738369511788,19091.517568602598,6073.595418422908,50,0,125.02298669646484,13963.720967587084
3,3886.0491911551217,15060.078491451524,3886.0491911551217,19091.515695970847,4749.324925306485,50,1,-88.134484206007,13893.39994971128
3,3886.0491911551217,12961.994341220696,4184.755516276694,19092.34032184053,5520.391464719243,50,2,-185.10370829277005,8969.336683034093
3,3691.693455569668,12188.802619453721,3691.693455569668,19092.98030661422,6127.637247787253,50,3,-195.5958535556133,8093.50053870775
3,-24.000862862877653,10549.672370321476,-24.000862862877653,19093.778318274162,6011.986824264894,50,4,-195.5958535556133,7109.551822931286
3,-104.5078949897967,9967.40741550418,-104.5078949897967,19091.716980273308,6491.40087640932,50,5,-195.5958535556133,6533.314907075769
3,-104.5078949897967,11342.487695043406,-92.1062729818571,19094.673150013314,6955.369778754007,51,6,-195.5958535556133,7078.880572798191
3,-112.55886974134845,10277.007917732892,-112.55886974134845,19094.26735550882,6883.362990145683,51,7,-195.5958535556133,6794.461542686134
3,-112.55886974134845,9723.854788945348,-111.31099976142518,19091.41593601184,6674.20160827002,51,8,-195.5958535556133,6920.597336236091
3,-147.99280339303976,7077.4210437023485,-147.99280339303976,19092.046660866723,5806.334555108045,51,9,-195.5958535556133,5528.1347458771
3,-175.99947563944204,6530.363683805091,-175.99947563944204,19091.26245254783,6350.071064765511,51,10,-195.5958535556133,5305.184921193088
3,-175.99947563944204,9359.095450352917,-121.58442199069253,19092.942834673446,6422.98099370707,51,11,-195.5958535556133,5588.2836625083255
3,-175.99947563944204,12786.035152976157,-99.76109708309097,19093.566060288438,5957.803350260719,51,12,-195.5958535556133,7110.320639644635
3,-175.99947563944204,13391.268834216711,4630.100091530452,19091.27654209993,5478.064755520997,51,13,-195.5958535556133,6981.971052760979
3,-175.99947563944204,13005.349742723827,3890.0571052800356,19093.715986671792,5913.961766757685,51,14,-196.05146146190748,7074.9563248114255
3,-175.99947563944204,10950.056064766708,-50.58473999446301,19092.175369472276,6019.419844352223,51,15,-196.05146146190748,6400.700343127007
3,-175.99947563944204,10801.569956686417,-68.11590849035545,19092.19122392973,6642.330388152107,51,16,-196.05146146190748,5793.269171630326
3,-175.99947563944204,9721.236612810473,-81.86728456145714,19091.41221967277,5756.236055767299,51,17,-196.05146146190748,5786.93973718222
3,-175.99947563944204,10499.161174834471,-95.14546955165235,19094.332058364012,6278.857694771608,51,18,-196.05146146190748,6426.88284188432
3,-175.99947563944204,10689.345423991108,-162.39618898989426,19091.852016286022,6025.7717623702265,51,19,-196.05146146190748,6154.931706531256
