swarm_idx,best_fitness,avg_fitness,min_fitness,max_fitness,std_fitness,num_particles,generation,global_best_fitness,global_avg_fitness
0,125.02298669646484,13890.765625419404,125.02298669646484,19092.723270376697,6186.976358957301,50,0,125.02298669646484,13963.720967587084
0,-88.134484206007,13800.59448138055,-88.134484206007,19091.719740992565,6427.070946773413,50,1,-88.134484206007,13893.39994971128
0,-185.10370829277005,6273.4061487985655,-185.10370829277005,19091.751722267403,7547.546744224723,50,2,-185.10370829277005,8969.336683034093
0,-195.5958535556133,5688.829086709324,-195.5958535556133,19092.203545296405,6199.078141261323,50,3,-195.5958535556133,8093.50053870775
0,-195.5958535556133,5132.537580482575,-178.75222954905053,19091.26488676956,5803.386575667508,50,4,-195.5958535556133,7109.551822931286
0,-195.5958535556133,4012.177985690648,-180.57514214416653,19092.993085890404,4587.870868581061,50,5,-195.5958535556133,6533.314907075769
0,-195.5958535556133,5067.177095141733,-176.68521667094925,19093.153856202094,5165.7740475853425,49,6,-195.5958535556133,7078.880572798191
0,-195.5958535556133,4580.13709946715,-189.1745015997463,19091.26195923066,5239.2442489084415,49,7,-195.5958535556133,6794.461542686134
0,-195.5958535556133,5810.329750483121,-181.05275367711815,19094.238156056515,5386.9487707921235,49,8,-195.5958535556133,6920.597336236091
0,-195.5958535556133,3738.727902571678,-189.974463499032,17999.128997343436,4176.901763454247,49,9,-195.5958535556133,5528.1347458771
0,-195.5958535556133,3481.6961364877334,-180.73845653710816,17339.142099635057,4503.071161102564,49,10,-195.5958535556133,5305.184921193088
0,-195.5958535556133,3460.3976223330505,-192.91128057252706,18993.910741008433,4038.8918777382846,49,11,-195.5958535556133,5588.2836625083255
0,-195.5958535556133,3949.3269087533654,-185.42841283260398,19091.26195923066,5156.130723742051,49,12,-195.5958535556133,7110.320639644635
0,-195.5958535556133,3096.8826189434944,-185.25203401451355,15402.502555128516,4167.701458980741,49,13,-195.5958535556133,6981.971052760979
0,-196.05146146190748,4538.636083450526,-196.05146146190748,18992.984109272278,5537.62691477075,49,14,-196.05146146190748,7074.9563248114255
0,-196.05146146190748,4295.682840639444,-187.06379853637247,18989.043932957506,5033.084362447964,49,15,-196.05146146190748,6400.700343127007
0,-196.05146146190748,2716.9046103914557,-191.36978644217794,18755.09184866193,3876.548588509978,49,16,-196.05146146190748,5793.269171630326
0,-196.05146146190748,3124.308247279699,-178.13826920596338,18836.008126767956,5128.460270143286,49,17,-196.05146146190748,5786.93973718222
0,-196.05146146190748,3297.4194176524425,-161.96649821062073,18167.772270257374,4930.6928798478175,49,18,-196.05146146190748,6426.88284188432
0,-196.05146146190748,4027.8756465681777,-175.58702085616437,19092.705416883884,5122.015916068241,49,19,-196.05146146190748,6154.931706531256
