Generation,Global_Best_Fitness,Average_Fitness,Subswarm_1_Best,Subswarm_1_Average,Subswarm_2_Best,Subswarm_2_Average
0,-53.55560280414005,13781.47546651658,4191.691024946511,13828.997633629215,-53.55560280414005,13733.953299403947
1,-114.10592766688384,10883.749504376732,1531.0966257827133,12956.852036762242,-114.10592766688384,8810.646971991224
2,-190.11905563680267,7052.472341216095,1531.0966257827133,9009.727164739075,-190.11905563680267,5095.217517693117
3,-190.11905563680267,5544.892563141182,-144.24404711892623,7015.809324372735,-190.11905563680267,4073.975801909628
4,-190.11905563680267,4980.464631982145,-184.6011422337701,5770.995245292769,-190.11905563680267,4189.93401867152
5,-190.11905563680267,5123.203987751819,-184.6011422337701,5140.782123423121,-190.11905563680267,5105.625852080515
