Algorithm,0_weight_0,0_weight_1,0_weight_2,0_weight_3,0_weight_4,0_weight_5,0_bias_0,0_bias_1,0_bias_2,2_0_weight_0,2_0_weight_1,2_0_weight_2,2_0_weight_3,2_0_weight_4,2_0_weight_5,2_0_weight_6,2_0_weight_7,2_0_weight_8,2_0_bias_0,2_0_bias_1,2_0_bias_2,3_0_weight_0,3_0_weight_1,3_0_weight_2,3_0_weight_3,3_0_weight_4,3_0_weight_5,3_0_weight_6,3_0_weight_7,3_0_weight_8,3_0_bias_0,3_0_bias_1,3_0_bias_2,4_0_weight_0,4_0_weight_1,4_0_weight_2,4_0_weight_3,4_0_weight_4,4_0_weight_5,4_0_weight_6,4_0_weight_7,4_0_weight_8,4_0_bias_0,4_0_bias_1,4_0_bias_2,5_0_weight_0,5_0_weight_1,5_0_weight_2,5_0_weight_3,5_0_weight_4,5_0_weight_5,5_0_weight_6,5_0_weight_7,5_0_weight_8,5_0_bias_0,5_0_bias_1,5_0_bias_2,6_0_weight_0,6_0_weight_1,6_0_weight_2,6_0_weight_3,6_0_weight_4,6_0_weight_5,6_0_weight_6,6_0_weight_7,6_0_weight_8,6_0_bias_0,6_0_bias_1,6_0_bias_2,7_0_weight_0,7_0_weight_1,7_0_weight_2,7_0_weight_3,7_0_weight_4,7_0_weight_5,7_0_weight_6,7_0_weight_7,7_0_weight_8,7_0_bias_0,7_0_bias_1,7_0_bias_2,8_0_weight_0,8_0_weight_1,8_0_weight_2,8_0_weight_3,8_0_weight_4,8_0_weight_5,8_0_weight_6,8_0_weight_7,8_0_weight_8,8_0_bias_0,8_0_bias_1,8_0_bias_2,9_0_weight_0,9_0_weight_1,9_0_weight_2,9_0_weight_3,9_0_weight_4,9_0_weight_5,9_0_weight_6,9_0_weight_7,9_0_weight_8,9_0_bias_0,9_0_bias_1,9_0_bias_2,10_0_weight_0,10_0_weight_1,10_0_weight_2,10_0_weight_3,10_0_weight_4,10_0_weight_5,10_0_weight_6,10_0_weight_7,10_0_weight_8,10_0_bias_0,10_0_bias_1,10_0_bias_2,11_0_weight_0,11_0_weight_1,11_0_weight_2,11_0_weight_3,11_0_weight_4,11_0_weight_5,11_0_weight_6,11_0_weight_7,11_0_weight_8,11_0_bias_0,11_0_bias_1,11_0_bias_2,12_weight_0,12_weight_1,12_weight_2,12_bias_0,Best Fitness
Particle Subswarm Optimisation,0.5399263665527761,-0.35414804039250836,0.3846665296228755,-0.12048359457176615,0.3712490745745627,0.8,0.8,-0.4087550575843702,0.08103323782688118,-0.8,-0.8,0.11631464182750273,0.013874683576133529,-0.8,0.8,0.8,-0.2667117639766557,-0.8,-0.49346296236296716,0.5217702915831044,-0.6659933712311176,-0.6477075224937044,0.28119991452894544,-0.38540198387887215,-0.7009017083600796,-0.34895449191748423,0.8,-0.5113527638402077,-0.12649285880313585,-0.8,0.5058471378301904,0.21153244116155565,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19842.918505377333
